Gene = C130074G19Rik
Position 751: 2.0806158724244064e-07
Position 358: 1.6429471792987045e-07
Position 496: 1.351111088223723e-07
Position 352: 1.3425298946886224e-07
Position 389: 1.3001796005391805e-07
Position 1761: 1.285089922615245e-07
Position 490: 1.0022032562926478e-07
Position 267: 9.782426809918186e-08
Position 499: 9.531908372303129e-08
Position 152: 9.424405008671067e-08
Position 976: 9.141779700494861e-08
Position 195: 8.98889867358011e-08
Position 1060: 8.081901285950039e-08
Position 565: 6.387150108593436e-08
Position 214: 5.6913474151070874e-08
Position 700: 3.4956384433707884e-08
Position 346: 1.913729658693173e-08
Position 501: 1.82051216347021e-08
Position 382: 1.7640699317060518e-08
Position 369: 1.1575851944389808e-08
Position 272: 1.0293890450853457e-08
Position 520: 9.413478438651893e-09
Position 337: 6.551669173424535e-09
Position 970: 5.9692189078673684e-09
Position 183: 3.1515068186627748e-09
