Gene = Hddc3
Position 108: 1.1568902918382865e-08
Position 1292: 7.338456294627903e-09
Position 1443: 7.0714614688050305e-09
Position 275: 6.879306478836261e-09
Position 284: 6.400926494497775e-09
Position 125: 6.2611466567698035e-09
Position 201: 2.6905205698753598e-09
Position 151: 8.635167129863576e-10
Position 86: 7.090702341749439e-10
Position 208: 2.354916703684634e-10
Position 137: 2.2531293887846108e-10
Position 204: 6.000201492706072e-11
Position 206: 4.289883085571257e-11
Position 214: 4.223855787323466e-12
Position 225: 1.0247128734764e-12
