Gene = Ppme1
Position 3820: 3.610244677657169e-05
Position 2609: 3.533264659765743e-05
Position 3118: 3.220923970487511e-05
Position 1357: 3.086758811742685e-05
Position 1017: 2.22793064902657e-05
Position 1279: 1.9006542690621195e-05
Position 1509: 1.7771009510456035e-05
Position 2324: 1.6960666776152456e-05
Position 709: 1.582028343759541e-05
Position 2077: 1.4713280183782601e-05
Position 2478: 1.3416343625629453e-05
Position 717: 1.200530046320215e-05
Position 613: 1.076487496184223e-05
Position 1691: 1.0658057460610167e-05
Position 1679: 8.999728117431663e-06
Position 1704: 7.75504215933297e-06
Position 282: 6.0943755338506546e-06
Position 2868: 5.706821815199543e-06
Position 2938: 5.080180691325966e-06
Position 1257: 3.871267026627852e-06
Position 933: 3.1099773576392467e-06
Position 895: 2.6948544764448294e-06
Position 2119: 2.688316306108431e-06
Position 1639: 2.613696674859313e-06
Position 618: 2.5480456903289947e-06
Position 721: 2.4195275218694307e-06
Position 1237: 2.0521917951885987e-06
Position 1620: 2.015988147957603e-06
Position 1833: 1.6606031481064793e-06
Position 557: 1.4791317431315432e-06
Position 2340: 1.469302535849888e-06
Position 1171: 1.4000968981147392e-06
Position 2551: 1.3955981333712108e-06
Position 776: 1.2707340413333993e-06
Position 1886: 1.229013880208686e-06
Position 1807: 1.2040188352978793e-06
Position 2023: 1.17723815807365e-06
Position 2563: 1.124861855854264e-06
Position 401: 1.0522205461248553e-06
Position 2049: 1.036158548158115e-06
Position 925: 8.604417316157436e-07
Position 1199: 8.430316137137902e-07
Position 751: 7.939097554124332e-07
Position 1296: 6.041551633965463e-07
Position 1628: 5.571224552571473e-07
Position 1968: 5.215723308358115e-07
Position 1856: 5.029686922800467e-07
Position 1756: 3.900261524430124e-07
Position 1596: 3.560282892883717e-07
Position 350: 3.521563642356711e-07
Position 233: 3.4983901306352645e-07
Position 266: 3.4356728725636924e-07
Position 1550: 2.963768138682741e-07
Position 410: 2.605881026748477e-07
Position 406: 2.225891503927507e-07
Position 403: 2.0871399125365293e-07
Position 212: 2.060686564752564e-07
Position 1222: 1.8141949056425536e-07
Position 1179: 1.6413789248400475e-07
Position 408: 1.407949827595641e-07
Position 1218: 3.919155622043299e-08
Position 624: 9.346642203644534e-09
Position 306: 6.270906985486319e-09
Position 656: 5.57728840418942e-09
Position 686: 5.5439122819017366e-09
Position 820: 3.808498262454874e-09
Position 904: 3.671782971177725e-09
Position 2034: 2.6826703542114332e-09
Position 668: 1.989436404353983e-09
Position 340: 1.8226702788682398e-09
Position 561: 1.427320650589912e-09
Position 563: 3.8173082066324377e-10
Position 236: 2.510295477242062e-10
Position 178: 2.465438238134938e-10
Position 252: 2.1224748874992015e-10
Position 318: 1.2777725308645998e-10
Position 195: 9.883292184343772e-11
Position 568: 3.684234734358994e-11
Position 634: 9.084479073006625e-12
Position 242: 3.705823542059287e-12
Position 111: 2.7973789473653568e-12
