Gene = A330070K13Rik
Position 562: 3.006217096201714e-10
Position 580: 9.566223373185876e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5504: 0.5167722240170974
Position 2316: 0.33067198389837693
Position 3304: 0.2675751595854225
Position 3261: 0.13825865458378353
Position 2979: 0.0724112636986046
Position 5507: 0.042486867213670565
Position 3335: 0.036599606858679926
Position 3063: 0.03575401841049061
Position 5703: 0.025037213171850235
Position 5310: 0.022327745086973824
Position 2046: 0.020145406224780765
Position 2356: 0.017858083838308617
Position 3789: 0.016272537124227108
Position 3067: 0.016148920764547034
Position 768: 0.011959958517029067
Position 3551: 0.011191646991710595
Position 3958: 0.007323427150564417
Position 745: 0.006928419846318508
Position 1619: 0.0062723543830335545
Position 3031: 0.006144681909373913
Position 5237: 0.0040228090726535945
Position 2283: 0.003674298865491342
Position 3484: 0.003671990220611836
Position 3509: 0.0036314146886262735
Position 1972: 0.0035462631184137645
Position 5650: 0.003453637635331168
Position 1747: 0.0026520969716009053
Position 945: 0.002507633337042688
Position 3624: 0.0024773733284631826
Position 5077: 0.0024648166335369728
Position 1158: 0.0024371133247482026
Position 2989: 0.0023958895379025034
Position 2174: 0.0022299441940512336
Position 4112: 0.0021864286674182077
Position 3088: 0.0021427334291657133
Position 2319: 0.002108739990068517
Position 3410: 0.0020780578238253633
Position 1305: 0.0020611966788029353
Position 1545: 0.001952780867767863
Position 2253: 0.0018935178878685883
Position 1788: 0.0018706655513071188
Position 1531: 0.0017674972049896193
Position 1034: 0.00166856171397674
Position 3274: 0.0016048503259658944
Position 4143: 0.0015696348344013792
Position 3146: 0.0015658362714940164
Position 4957: 0.001490859680874313
Position 3196: 0.001464908303875451
Position 3446: 0.0014391864167403606
Position 3825: 0.0014028662989725822
Position 3337: 0.0013984377137005925
Position 3770: 0.0011401350381619753
Position 4995: 0.0011293945333192019
Position 3912: 0.001109415792879928
Position 1259: 0.001081479973574497
Position 1663: 0.0010693052929823229
Position 5164: 0.0010631320110328695
Position 5002: 0.0010299033447284315
Position 1908: 0.0010006301752394785
Position 1097: 0.0008158257339300529
Position 2146: 0.0008116515174102462
Position 3211: 0.0007847505430601786
Position 1733: 0.0006720289769763198
Position 1023: 0.0006295326222715354
Position 5393: 0.0006139758877588677
Position 3111: 0.0005669300071275596
Position 2220: 0.0005461219213602023
Position 2060: 0.0005371632949785042
Position 173: 0.0005317633081135786
Position 3580: 0.00046354004130950684
Position 2637: 0.0004625656833563431
Position 1449: 0.00042742228941464985
Position 253: 0.00041546039759951227
Position 2641: 0.0004023355076537428
Position 798: 0.0003459680002529988
Position 3733: 0.000342187400416285
Position 4054: 0.00034065066974530713
Position 1795: 0.00030772483836045744
Position 2239: 0.0003033498591956991
Position 2633: 0.00029431805473763853
Position 1753: 0.00029088044886719047
Position 5056: 0.00027824979446628394
Position 2649: 0.0002757920119638054
Position 897: 0.0002719088018133863
Position 1237: 0.0002601638633568588
Position 1067: 0.00025976056955469214
Position 1332: 0.00024602267340101576
Position 1014: 0.0002459722777701837
Position 2131: 0.00023028269774785098
Position 2184: 0.00021210932199294003
Position 837: 0.00021069008285075783
Position 1933: 0.0001710867380508301
Position 1117: 0.00016703092081872607
Position 1981: 0.00015003581149046195
Position 2625: 0.00014744998171686914
Position 1045: 0.00014514073161539913
Position 1581: 0.00014242675523662473
Position 904: 0.00013975409245453534
Position 1392: 0.00013159787186841712
Position 394: 0.00012906156356064653
Position 1287: 0.00012892999533554718
Position 1882: 0.00012768149760732843
Position 1008: 0.00012485933742690774
Position 2113: 0.00011875760663145877
Position 1921: 0.00011253966582300817
Position 1309: 0.00011127386230504447
Position 475: 8.717336526502188e-05
Position 317: 6.209751272232895e-05
Position 1552: 2.3738154757882167e-05
Position 1458: 2.1344611834557086e-05
Position 205: 1.2984015789346093e-05
Position 1054: 1.0087941952898118e-05
Position 842: 9.585164901021214e-06
Position 200: 6.331713575737867e-06
Position 878: 6.311381942489213e-06
Position 1075: 4.3384202051812655e-07
Position 781: 3.499543735850978e-08
