Gene = Snapin
Position 275: 0.0004024466025350327
Position 2031: 0.0003309403023835728
Position 2077: 0.00030485198723052533
Position 1598: 0.00029342290694551906
Position 732: 0.0002785898170552376
Position 993: 0.00019561244715925343
Position 348: 0.00019547464263110074
Position 1328: 0.00019441337612823836
Position 1855: 0.00018976275218095912
Position 2990: 0.00017067438691882472
Position 1408: 0.00017044356151437278
Position 2881: 0.0001658683485515761
Position 440: 0.00015874245614237864
Position 322: 0.0001480283391081662
Position 378: 0.00013765555093745907
Position 942: 0.00010061704031589032
Position 343: 7.665943065767045e-05
Position 1724: 7.530682567878783e-05
Position 780: 7.385008470099603e-05
Position 2930: 6.634777359209218e-05
Position 666: 6.601188542135454e-05
Position 444: 6.433667172668601e-05
Position 1450: 5.988226003527089e-05
Position 630: 4.088928391927563e-05
Position 1934: 4.0651151779990825e-05
Position 948: 3.703990334935261e-05
Position 599: 3.231854948568764e-05
Position 479: 2.577798141709617e-05
Position 302: 2.5361969111682426e-05
Position 1232: 2.182766687275344e-05
Position 1013: 1.9101476495801145e-05
Position 870: 1.8778713008095534e-05
Position 1482: 1.8336132611884695e-05
Position 288: 1.4240645763546632e-05
Position 485: 1.1515274936524343e-05
Position 266: 9.70589320258406e-06
Position 819: 9.542445419641833e-06
Position 836: 8.070187700568764e-06
Position 119: 7.415736271345317e-06
Position 334: 6.895626907762369e-06
Position 822: 5.320330561680959e-06
Position 250: 4.745164667205991e-06
Position 561: 4.711970494865547e-06
Position 2358: 3.1915732961281453e-06
Position 790: 1.7963777358353613e-06
Position 646: 1.5069229849865146e-06
Position 89: 1.472764143464711e-06
Position 1695: 1.1253765552808848e-06
Position 452: 7.45034842380583e-07
Position 449: 7.229380908510257e-07
Position 139: 4.930321573209795e-07
Position 1678: 3.160027593318708e-07
Position 1710: 2.548947940581055e-07
Position 234: 9.385662452738786e-08
Position 172: 5.703243147044106e-08
Position 104: 5.674062104892785e-08
Position 175: 5.4432563417007374e-08
Position 1489: 2.3030583111688e-08
Position 1509: 2.076763065102477e-08
Position 201: 2.059016324421516e-08
Position 725: 1.412397157431471e-08
Position 454: 2.2086522909477235e-09
Position 207: 1.92590509171123e-09
Position 151: 1.5531022082287779e-09
Position 638: 5.822493389451344e-11
