Gene = Ddias
Position 93: 2.769167532169188e-06
Position 2066: 2.359109370746683e-06
Position 2211: 1.7822902491419498e-06
Position 1965: 1.5686136514645467e-06
Position 2870: 8.693692010336686e-07
Position 127: 4.854979478909159e-07
Position 34: 3.2257455620119185e-08
Position 259: 2.912570007065608e-08
Position 1542: 1.9745414117869547e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11760: 0.9970872180005391
Position 7547: 0.9775799956957726
Position 12729: 0.8365930086723697
Position 1402: 0.6711448152708764
Position 6048: 0.6643629278014915
Position 13934: 0.5801789143037493
Position 8779: 0.1865337776884219
Position 9379: 0.18399794794677293
Position 6684: 0.1469044826379643
Position 5924: 0.13114799518171275
Position 14947: 0.12512856547702053
Position 12277: 0.12427280073442452
Position 5741: 0.11948570702023736
Position 5703: 0.1082899226843222
Position 1826: 0.10578418438781112
Position 14672: 0.08721249953997715
Position 3682: 0.06734345404069661
Position 201: 0.0639105055003629
Position 12576: 0.06367577360829049
Position 8095: 0.06327939326143045
Position 6438: 0.05933883625197071
Position 7311: 0.05036380959975203
Position 9892: 0.048900242473782815
Position 2018: 0.04498421388893719
Position 5789: 0.04230905752535378
Position 6405: 0.03944674706858945
Position 12690: 0.037730841565926355
Position 15262: 0.0346668096278193
Position 5902: 0.03219175068022019
Position 15632: 0.03081872147852199
Position 12997: 0.02693990183582573
Position 1115: 0.023098201197070012
Position 6481: 0.021128258717079615
Position 16487: 0.019582511599687612
Position 1316: 0.017375329955588954
Position 15815: 0.01715784103147762
Position 6607: 0.014430231117009584
Position 14408: 0.014377561297610858
Position 7272: 0.01275229636510564
Position 13265: 0.012647016202654895
Position 16018: 0.012021197177350812
Position 14123: 0.011677255574719556
Position 12917: 0.011472653142641797
Position 6384: 0.01091921818052956
Position 12280: 0.010552788362489844
Position 12035: 0.010282854620302338
Position 9663: 0.00962825808901483
Position 15919: 0.00957559295729327
Position 12153: 0.009252751577678155
Position 1159: 0.008513045074833716
Position 12758: 0.008129407857255818
Position 3774: 0.007911433581109593
Position 13226: 0.007788520190013525
Position 8021: 0.007671365715564184
Position 15349: 0.007506246762441552
Position 272: 0.00706446101644848
Position 16599: 0.006922966247174546
Position 412: 0.006863492918989123
Position 10118: 0.0068423497588677926
Position 4339: 0.006823578639844913
Position 16510: 0.006749572765065378
Position 5859: 0.0066611837543581786
Position 3117: 0.00634930751185371
Position 15081: 0.006334614574779353
Position 12019: 0.006286422096769977
Position 12392: 0.006109133944417463
Position 8073: 0.006088732280700837
Position 14211: 0.005877957096241166
Position 14372: 0.00574006225966775
Position 6594: 0.0057376444717151635
Position 15226: 0.005420125175615773
Position 12309: 0.005412168096949064
Position 10007: 0.005396675934134887
Position 2021: 0.0051235189365055785
Position 13170: 0.00498061741274347
Position 3499: 0.004923392083645244
Position 15375: 0.004596404674423486
Position 7044: 0.004294866027055342
Position 15944: 0.004220515101073396
Position 10160: 0.004177151497493819
Position 9920: 0.004159203889133693
Position 15014: 0.0040097216665318635
Position 1951: 0.0036188477467931778
Position 1947: 0.0032498165174751565
Position 12180: 0.0032461372496629857
Position 12510: 0.003090642778616818
Position 8655: 0.003034492261532912
Position 12665: 0.003007854701057706
Position 1221: 0.002908647827447457
Position 2500: 0.002868055292755618
Position 15549: 0.002842759986692897
Position 16568: 0.0027324878524319566
Position 13516: 0.002278629893468514
Position 15992: 0.0022193965727220766
Position 16122: 0.002151163186383449
Position 12501: 0.0018755791009721831
Position 7966: 0.0018379292443615062
Position 14636: 0.0017443329212436464
Position 3686: 0.0017227416199847305
Position 13106: 0.001515648619320266
Position 14890: 0.0015000554288527785
Position 872: 0.0014308797034168065
Position 14307: 0.001412381868690569
Position 2395: 0.0013615976735892438
Position 2576: 0.0011579021598705302
Position 1324: 0.0011006449010145687
Position 2037: 0.0010988483831723447
Position 14893: 0.0010235151913315062
Position 13965: 0.001020408095810792
Position 1130: 0.0009837519636580253
Position 14732: 0.0008672175644621289
Position 12489: 0.0008366180317162361
Position 12196: 0.0008246386526079275
Position 1865: 0.0008240119639743495
Position 4884: 0.0007027216286755454
Position 2561: 0.0006933296350058284
Position 12043: 0.0006854739487441798
Position 15268: 0.0006413323915397043
Position 13020: 0.0005908448637272388
Position 1111: 0.0005733545010192965
Position 12642: 0.0005574506491711898
Position 12968: 0.0005310634392093395
Position 15038: 0.0005179421577690097
Position 3344: 0.0005072996323378098
Position 1522: 0.00045215267594902835
Position 8467: 0.00045077583546843873
Position 1924: 0.00038904928763275933
Position 13661: 0.00038691162592002337
Position 8451: 0.0003852127360907434
Position 5482: 0.000372569377348153
Position 5351: 0.0003484101131639477
Position 8114: 0.00034171572361593565
Position 230: 0.0003350344661503647
Position 8926: 0.00032482860326760513
Position 5478: 0.00032278253977133936
Position 12055: 0.00032097323453164194
Position 1164: 0.0003055745292205661
Position 12106: 0.00029279113942460916
Position 7597: 0.00028917695921187674
Position 12211: 0.00025120063920106576
Position 12740: 0.00020595141023675047
Position 3227: 0.00018462603396225414
Position 1484: 0.0001720729400781416
Position 896: 0.00016913806300771777
Position 7922: 0.0001678036579435401
Position 1181: 0.00015647577687612728
Position 281: 0.00015120074281679312
Position 1822: 0.000139106943833655
Position 1207: 0.00013324876364086507
Position 2641: 0.00010713076203050363
Position 8471: 0.00010413251668922003
Position 1415: 7.551168992042453e-05
Position 1248: 6.384845281612871e-05
Position 316: 5.4456058562981547e-05
Position 801: 4.341893997369498e-05
Position 2044: 4.3235409541826086e-05
Position 430: 4.0186392840868347e-05
Position 681: 3.595061338682141e-05
Position 364: 3.5103846652307154e-05
Position 740: 3.364932657110786e-05
Position 1671: 3.310245138284989e-05
Position 1255: 2.185458114119428e-05
Position 2821: 2.113044638546675e-05
Position 12542: 1.9251628800034515e-05
Position 700: 1.8896151892984735e-05
Position 1436: 1.7433346078565278e-05
Position 1442: 1.6977882084883905e-05
Position 820: 1.4561770719040207e-05
Position 1433: 1.1240445459812897e-05
Position 2904: 1.118765524067262e-05
Position 1891: 1.0661629768268e-05
Position 652: 8.452037881367913e-06
Position 377: 6.206187159955679e-06
Position 1606: 5.67523277933434e-06
Position 460: 5.348577537992192e-06
Position 2644: 5.158304348398538e-06
Position 945: 4.953464966355481e-06
Position 964: 4.823234668289957e-06
Position 2860: 4.444475099216969e-06
Position 1469: 3.671679903729227e-06
Position 632: 3.4420662606898034e-06
Position 1617: 3.399365224936466e-06
Position 1574: 3.3947611830292218e-06
Position 1569: 3.0441114281131278e-06
Position 569: 2.5080798443393514e-06
Position 244: 2.3262178150182207e-06
Position 3156: 1.5918018150893563e-06
Position 11520: 1.5437445140143183e-06
Position 1904: 1.3875619462309561e-06
Position 12167: 1.3669497202899012e-06
Position 2040: 4.5408111912184827e-07
Position 1029: 2.1530971115619245e-07
Position 320: 1.7390979540898186e-07
Position 436: 7.278704915856436e-08
Position 513: 1.0472197396797983e-08
Position 144: 1.292643546551335e-09
Position 325: 9.689444431291832e-10
Position 432: 9.44172875972937e-10
Position 655: 5.682827380405802e-10
Position 465: 3.062347807748601e-10
Position 361: 2.861812905607941e-10
Position 106: 2.6140951789986694e-11
Position 150: 5.631117364331084e-12
Position 164: 3.13347489457412e-12
Position 389: 3.0989346939575614e-12
Position 152: 1.2978442940338074e-14
Position 111: 9.794875297463854e-15
Position 124: 2.220077593397336e-15
Position 127: 2.1734520826510794e-15
