Gene = Kcne4
Position 689: 2.9660477445195455e-06
Position 388: 2.6099062953913985e-06
Position 259: 1.7112360404092076e-06
Position 738: 1.2333976072333743e-06
Position 339: 2.347331933585845e-07
Position 862: 5.667600673414027e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1295: 0.9351633297147528
Position 852: 0.9288415434029297
Position 2607: 0.3890732907231075
Position 1721: 0.2733000910150414
Position 2974: 0.12112347868695708
Position 2500: 0.08504991003742081
Position 1795: 0.08050453488817128
Position 1684: 0.07901783737574589
Position 1779: 0.057295727941857895
Position 2022: 0.055409572003627866
Position 1704: 0.05454541339933186
Position 2241: 0.03910558134936859
Position 2452: 0.03490312649469201
Position 2045: 0.03161800970274839
Position 2112: 0.029096282937876264
Position 2014: 0.022330297799656687
Position 1951: 0.022065062716483206
Position 1845: 0.017534996785235745
Position 1870: 0.016946578444003116
Position 820: 0.015195272379758097
Position 2746: 0.011804577251841199
Position 1301: 0.011622085551248615
Position 2000: 0.009596252939567335
Position 1648: 0.00688503531749802
Position 2647: 0.006615728260871145
Position 1851: 0.005834113770416026
Position 1196: 0.0054209324144310405
Position 2178: 0.005316945073900611
Position 1498: 0.004726913820879761
Position 2908: 0.0045998387063007715
Position 754: 0.004422700578671748
Position 1101: 0.004225913388746035
Position 3083: 0.004045138968270169
Position 1298: 0.0037498655681547886
Position 1918: 0.0036400460616918756
Position 330: 0.003388949511802634
Position 2165: 0.003195640390759045
Position 1738: 0.003094522980654279
Position 2556: 0.002969573359731395
Position 1061: 0.002619504606909405
Position 1743: 0.0019818314077530976
Position 2049: 0.0018874492845026266
Position 2730: 0.0018382775511224805
Position 2183: 0.0016648760520001694
Position 1877: 0.0012589530903479016
Position 1070: 0.001162091593289576
Position 2749: 0.0010828840347178184
Position 1847: 0.0008047883832120408
Position 1063: 0.0006866642499524287
Position 1242: 0.0005753629493826596
Position 506: 0.0005106878923200891
Position 1585: 0.00047076697404726804
Position 1591: 0.0004344090167802084
Position 2527: 0.0004266515570539925
Position 1076: 0.00042441751950888373
Position 2400: 0.0004227824678975308
Position 1073: 0.00039636522516248813
Position 1781: 0.0003876235358967701
Position 394: 0.0003638850234767454
Position 1526: 0.0003163291915041652
Position 2266: 0.0003141265324861751
Position 1898: 0.0003049452627699401
Position 2980: 0.00028149203698711074
Position 1249: 0.0002677659861312558
Position 2154: 0.00024111597605191597
Position 672: 0.00023579351680048485
Position 1159: 0.00021620949794604987
Position 419: 0.00020897041018009106
Position 1881: 0.00020439632600032024
Position 3176: 0.00019557972487432103
Position 827: 0.00015423759938525922
Position 348: 0.00010143951452665985
Position 1322: 9.713238455103352e-05
Position 1354: 9.456525162974216e-05
Position 1351: 9.098112958755911e-05
Position 1925: 8.489023742214311e-05
Position 354: 8.450526771203375e-05
Position 1532: 6.566569966634136e-05
Position 134: 4.719142834897947e-05
Position 1510: 3.762679309191757e-05
Position 1504: 3.310866060367523e-05
Position 1750: 3.124578577783835e-05
Position 784: 2.9538443684775288e-05
Position 1530: 2.473165985006563e-05
Position 1164: 2.4645014955868204e-05
Position 1549: 2.3146726913237308e-05
Position 893: 2.059929457636648e-05
Position 1325: 1.684722408724296e-05
Position 1106: 1.6619828822585472e-05
Position 916: 1.4309552765557258e-05
Position 868: 1.3251109529195193e-05
Position 1133: 1.230389427929052e-05
Position 904: 1.2235101697483685e-05
Position 720: 1.2153182504395972e-05
Position 464: 1.04678496731684e-05
Position 1316: 1.0304557238809596e-05
Position 1543: 9.849943352660736e-06
Position 924: 9.333104296834802e-06
Position 1199: 9.049190305618214e-06
Position 375: 9.027403916468333e-06
Position 1601: 8.913420956193419e-06
Position 964: 8.681744037947946e-06
Position 958: 7.570504943000946e-06
Position 1537: 7.117258426126144e-06
Position 469: 6.78594173580486e-06
Position 1334: 6.413540387153903e-06
Position 1081: 6.257465023690392e-06
Position 1262: 4.5549646914838866e-06
Position 1593: 4.482990662697843e-06
Position 1201: 4.365494835377986e-06
Position 1111: 4.185409917436396e-06
Position 142: 3.6515249410488893e-06
Position 886: 2.0748989257264574e-06
Position 1169: 1.8830603773798415e-06
Position 400: 1.7506385831163905e-06
Position 154: 1.7229620774637637e-06
Position 139: 1.0128651832178476e-06
Position 205: 7.10954920281704e-07
Position 190: 6.776089621612308e-07
Position 161: 3.778529863955792e-07
Position 471: 2.2766308422624743e-07
Position 171: 1.976686025328751e-07
Position 482: 1.9731061139363416e-07
Position 178: 6.954789096393842e-08
Position 163: 6.820789510122629e-08
Position 156: 6.550332811029857e-08
Position 176: 4.405118396212191e-08
Position 1382: 9.740986499249608e-09
Position 1401: 9.328228996167584e-09
Position 931: 9.217590870182419e-09
Position 967: 5.9241150301774695e-09
Position 705: 3.7428976602571956e-09
Position 934: 3.4324411992453426e-09
Position 1109: 1.6099465988180962e-09
Position 681: 9.4948428612476e-10
Position 304: 5.647801938917469e-10
Position 207: 2.67206537128009e-10
Position 232: 2.605984794299708e-10
