Gene = Wfs1
Position 16376: 0.003520399598311691
Position 18567: 0.0035191386183415
Position 1893: 0.0031338667165626446
Position 21726: 0.003054091833043649
Position 587: 0.0027732526703764327
Position 12607: 0.0027443874647011856
Position 4893: 0.0025845154605495984
Position 16673: 0.002481900998196297
Position 13883: 0.0024511370008242586
Position 14894: 0.0022501984764407195
Position 14350: 0.0021770775292794136
Position 9015: 0.0021666966867418674
Position 857: 0.0019784306408388934
Position 270: 0.0019753135894805636
Position 14846: 0.0019741795504187453
Position 247: 0.001969326884905744
Position 17719: 0.0019248894927040067
Position 17860: 0.0019083138343202026
Position 17898: 0.001847353970179612
Position 16538: 0.0018274485038800603
Position 1141: 0.0017966798601803096
Position 15587: 0.0017328882966812004
Position 1285: 0.0017233434956111953
Position 885: 0.0016883978638826181
Position 17873: 0.0016220459292577176
Position 675: 0.0015943160764364662
Position 1250: 0.0015873418156891752
Position 15001: 0.001565462025690311
Position 3020: 0.0015366252302442885
Position 7324: 0.001470748021347044
Position 1391: 0.0014686566297877146
Position 14122: 0.001419168413840697
Position 2067: 0.0014077712448316176
Position 13850: 0.0013453097746077803
Position 2129: 0.0012411201643091879
Position 7352: 0.0011869366830850453
Position 464: 0.0011245144068241636
Position 1104: 0.0010982872625984494
Position 1253: 0.0010880676398754582
Position 15618: 0.0010596569955330826
Position 7268: 0.0009230476901217611
Position 20754: 0.0009132636015270685
Position 647: 0.0008994940942507493
Position 13816: 0.0008545486876293572
Position 1360: 0.0008287600788124929
Position 2808: 0.0008231491143486212
Position 14174: 0.0007663695494575734
Position 1376: 0.0007153159923955685
Position 13823: 0.0006579659590583697
Position 2238: 0.0005988362695034966
Position 1524: 0.000592088054000904
Position 7239: 0.0005804097227642901
Position 19798: 0.0005451433790936063
Position 7227: 0.0005325740143841399
Position 1190: 0.0005301945018196114
Position 2944: 0.0005230759604160807
Position 2975: 0.000522010890317505
Position 20763: 0.00047533513759734873
Position 907: 0.00046091939503568776
Position 15846: 0.0004605648253426869
Position 1708: 0.0004419879657624312
Position 18002: 0.00042682391511562445
Position 17770: 0.0004253136214983665
Position 14228: 0.00038813434591046097
Position 18578: 0.00038731256188591064
Position 8535: 0.00038053409946341035
Position 14765: 0.0003803254824043831
Position 18102: 0.00036762829633728733
Position 1637: 0.0003663253041202764
Position 13862: 0.0003450341987251429
Position 13887: 0.000301003974686771
Position 1169: 0.00026426208681038535
Position 8298: 0.00025057245077635235
Position 917: 0.00024988825536863274
Position 1009: 0.00024822620064614607
Position 690: 0.00024818712569615604
Position 2901: 0.00022737236401032998
Position 532: 0.0002100595473689544
Position 15234: 0.00019113121290551796
Position 15824: 0.0001779833709550003
Position 841: 0.0001773256148827713
Position 17900: 0.0001630091737914839
Position 2028: 0.00016044966448884061
Position 1110: 0.0001570130597698057
Position 1876: 0.0001343607298566962
Position 15979: 0.00013019808506616084
Position 15879: 0.00012069695355890715
Position 557: 0.00010198801208919775
Position 484: 9.980964380922405e-05
Position 526: 9.966013964812416e-05
Position 1125: 9.714451903417117e-05
Position 1143: 6.984507713052865e-05
Position 14152: 5.646407876781992e-05
Position 727: 5.349060050138801e-05
Position 1047: 4.766184015525425e-05
Position 211: 4.6005884867195905e-05
Position 15685: 4.3845811404511415e-05
Position 1587: 4.0175434632700694e-05
Position 677: 3.9567637244689155e-05
Position 1468: 3.501255383696713e-05
Position 758: 2.7800218469000528e-05
Position 3797: 2.545880140234606e-05
Position 1259: 2.458114114225739e-05
Position 3781: 2.085843163281142e-05
Position 491: 2.0743260137239804e-05
Position 568: 1.802697573168958e-05
Position 909: 1.7558365242971993e-05
Position 13928: 1.552844553695058e-05
Position 182: 1.4583845312891593e-05
Position 17281: 1.3879261272685125e-05
Position 179: 1.260885521176439e-05
Position 659: 1.2310358169680866e-05
Position 811: 1.189628701455206e-05
Position 3877: 1.1726698841963454e-05
Position 1570: 1.0026749612228105e-05
Position 13435: 8.873352451469212e-06
Position 17959: 8.377972029582594e-06
Position 767: 5.311116719174775e-06
Position 928: 4.072515494876541e-06
Position 1474: 3.958071141899546e-06
Position 1039: 3.7883122159404596e-06
Position 595: 3.5921144676570667e-06
Position 1528: 2.705284268793286e-06
Position 8033: 2.6420989364141098e-06
Position 18136: 2.286442018583955e-06
Position 473: 1.743300777585728e-06
Position 505: 1.2612310522395052e-06
Position 14199: 1.0229380616973015e-06
Position 657: 6.502957801424741e-07
Position 494: 5.841164356961249e-07
Position 1679: 5.641791722264999e-07
Position 1828: 3.081542916797071e-07
Position 466: 5.405166265282683e-09
Position 198: 1.977118057849828e-09
Position 300: 1.1068609551958791e-09
Position 500: 5.103462570818925e-10
Position 322: 4.862322866772235e-10
Position 120: 4.6108897057459467e-10
Position 414: 2.465106231253143e-10
Position 137: 2.299651664183923e-10
Position 163: 2.2428287532830784e-10
Position 200: 1.8751127916649388e-10
Position 158: 1.7260903890419522e-10
Position 394: 9.4636429131313e-11
Position 190: 5.4535817401423263e-11
Position 328: 5.1990820823762186e-11
Position 404: 4.488753583979801e-11
Position 127: 3.5205774659652434e-12
Position 400: 5.798390262077282e-13
Position 94: 4.821467820363037e-13
Position 99: 3.964891280451141e-14
Position 352: 3.34565747833378e-15
Position 344: 2.195868258516036e-15
