Gene = St5
Position 6918: 0.0031943325879143394
Position 647: 0.00318322417194275
Position 5678: 0.0029006892230638557
Position 2819: 0.002807394082370008
Position 6879: 0.0027230414442584268
Position 290: 0.002420594353129422
Position 625: 0.0023577747825880087
Position 2143: 0.002312556144156364
Position 1122: 0.0018466154038341192
Position 4130: 0.0017449450830938807
Position 5545: 0.0016079027299363198
Position 709: 0.0014377079672073154
Position 3524: 0.0014356182322595248
Position 1517: 0.0012644968163332772
Position 1182: 0.0012500189801432885
Position 488: 0.0012486558252550908
Position 715: 0.0011907611378216753
Position 1024: 0.0011698081779107881
Position 620: 0.0011653008341702548
Position 3471: 0.001082107515404965
Position 2575: 0.001062910405529635
Position 1496: 0.0008734072329994298
Position 229: 0.0008500545529158748
Position 718: 0.0006792582789235435
Position 1631: 0.0006752696908217795
Position 1314: 0.0006690563555284356
Position 5764: 0.000621807370842454
Position 6882: 0.0006207830004005843
Position 669: 0.00045409142189227047
Position 1421: 0.0003983946605441683
Position 1980: 0.0003862680867577417
Position 960: 0.00038266617903696574
Position 2098: 0.0003772251332611173
Position 2021: 0.0003549023600115027
Position 5958: 0.00034813419448153916
Position 693: 0.0003358540003626363
Position 1110: 0.0003176894953872256
Position 4887: 0.0002591728629093355
Position 926: 0.00025580561821690514
Position 2180: 0.00021588949906349922
Position 4813: 0.00017185825814605265
Position 3093: 0.00015978920234896755
Position 2115: 0.00014352247375659774
Position 3101: 0.0001273581115676802
Position 974: 0.00011046002417233958
Position 2863: 0.00010360335752818486
Position 898: 6.88684708100231e-05
Position 169: 4.822768351489963e-05
Position 1768: 4.338809390833625e-05
Position 849: 4.258337344569347e-05
Position 753: 4.163978825893176e-05
Position 1157: 3.796235292456026e-05
Position 630: 3.6071021216262695e-05
Position 261: 3.2805824675861605e-05
Position 573: 2.7325048875500876e-05
Position 4041: 2.4219887906677066e-05
Position 757: 1.346819752619222e-05
Position 1588: 1.29724872373069e-05
Position 548: 9.289457507590052e-06
Position 387: 8.57859323709444e-06
Position 822: 7.890710202811534e-06
Position 2046: 6.263947240460622e-06
Position 747: 5.854057071739849e-06
Position 728: 4.99396901908375e-06
Position 579: 4.941187980368607e-06
Position 497: 4.814885788411746e-06
Position 1179: 4.081989431408645e-06
Position 425: 4.022320877837836e-06
Position 1058: 3.256313465454114e-06
Position 268: 3.2270891922238866e-06
Position 181: 2.7314759853681057e-06
Position 989: 2.1752441772804717e-06
Position 394: 1.8473565588616422e-06
Position 1254: 1.5919485146205884e-06
Position 800: 1.5073545519479156e-06
Position 303: 1.3917027328989481e-06
Position 472: 1.3792524423242098e-06
Position 190: 7.670850265725288e-07
Position 461: 7.600757741448912e-07
Position 340: 7.599351940173373e-07
Position 1251: 5.870419704868763e-07
Position 1087: 5.675838174018747e-07
Position 200: 5.579056361608004e-07
Position 324: 5.434742799459625e-07
Position 601: 4.510601885731683e-07
Position 400: 4.461480487510677e-07
Position 312: 4.2690141268422695e-07
Position 429: 4.253940069273414e-07
Position 1131: 3.741586067639246e-07
Position 586: 3.681693470230533e-07
Position 272: 3.4301258879290613e-07
Position 331: 3.204240280718075e-07
Position 433: 2.723252157345347e-07
Position 518: 2.53704554002178e-07
Position 577: 2.1764321132579959e-07
Position 815: 1.9449656342314134e-07
Position 186: 1.1999717617400629e-07
Position 436: 1.186377084070619e-07
Position 236: 1.1553728012814991e-07
Position 238: 5.6384934167015485e-08
Position 515: 2.8247430010246464e-08
Position 326: 2.6231851579124544e-08
Position 504: 2.2944485020676394e-08
Position 439: 2.0377180957022424e-08
Position 317: 1.1741351887829583e-08
Position 597: 9.221349020651235e-09
Position 242: 5.450429057059987e-09
Position 123: 1.964115070001145e-13
Position 111: 3.933888188971145e-14
Position 106: 1.491663493500006e-14
Position 97: 6.966104844338299e-15
Position 116: 4.1002728540427845e-15
Position 101: 1.7417752944488358e-15
Position 99: 2.1186257525948498e-16
