Gene = Maip1
Position 9327: 0.5882652319143571
Position 6911: 0.5774815682051705
Position 2026: 0.5625690064136262
Position 716: 0.42584771692998513
Position 3583: 0.23334998832000842
Position 5098: 0.12928811120491082
Position 6056: 0.1220236435460841
Position 2598: 0.11930737889292012
Position 2513: 0.11767722816975357
Position 7584: 0.10457192052171202
Position 2136: 0.08469102617826225
Position 8028: 0.08293240124494108
Position 6957: 0.07780665364483093
Position 8507: 0.059243216181321806
Position 9578: 0.053418169875679135
Position 2298: 0.04734519361218239
Position 408: 0.0370203457627943
Position 7003: 0.036009669420437915
Position 2956: 0.029129335994648144
Position 682: 0.028725585852245758
Position 103: 0.027885762864826157
Position 7093: 0.027414839181601765
Position 6074: 0.018030423895179462
Position 2524: 0.016443576032757704
Position 3738: 0.014852284802173316
Position 6972: 0.014097410204460852
Position 7607: 0.013263149439007893
Position 9941: 0.012549744905001929
Position 4738: 0.012367275278096031
Position 10470: 0.010916681428235668
Position 6014: 0.010856279671839861
Position 722: 0.009073925765188635
Position 1183: 0.008650481110032764
Position 1978: 0.007879540693112332
Position 938: 0.0070470345680219175
Position 5491: 0.006656200909573556
Position 1608: 0.005911839589663106
Position 1317: 0.005071412019151077
Position 8168: 0.005014626821365138
Position 2072: 0.004760976933089917
Position 2572: 0.0037219924322530393
Position 92: 0.003635531594325006
Position 530: 0.0030981448483214115
Position 7595: 0.0030351188507977186
Position 2419: 0.002832851041001035
Position 10940: 0.0026248624536226684
Position 6217: 0.002206788381415608
Position 734: 0.0021721790047550013
Position 3604: 0.002131015940530821
Position 382: 0.0021250283373659565
Position 2365: 0.00198269609708415
Position 10320: 0.001955242028456864
Position 147: 0.0017457648582513364
Position 8469: 0.0016458525345769248
Position 5461: 0.0013207573334014608
Position 1575: 0.0011997656061026314
Position 1780: 0.0011764908611506131
Position 344: 0.0011669394045233173
Position 5812: 0.0010443627344817697
Position 5815: 0.0010321044196265952
Position 1762: 0.0009442405989850692
Position 2151: 0.0009207725262323584
Position 728: 0.0008984319358824145
Position 1039: 0.0007638310853809563
Position 7276: 0.0006992006544034959
Position 747: 0.0006954879563027638
Position 9035: 0.0006898031201694526
Position 753: 0.0006317752842245011
Position 662: 0.0005670542882074456
Position 694: 0.0004977822067482017
Position 418: 0.00047440547800611045
Position 3170: 0.00040124866135964206
Position 2112: 0.00038373841103698587
Position 4764: 0.0003742046307048204
Position 593: 0.00035164868700975787
Position 1494: 0.0002736049029228357
Position 4255: 0.00027312041302147305
Position 6650: 0.0002619292831906343
Position 762: 0.00025859614570157124
Position 118: 0.0002575631806542939
Position 537: 0.0002423678994025889
Position 6398: 0.00024062063132402898
Position 223: 0.0002386965252874152
Position 435: 0.00023652057114649825
Position 2303: 0.0002168144264398292
Position 334: 0.00020236989715059284
Position 5862: 0.00019660422154049926
Position 310: 0.00019220483475407323
Position 5739: 0.0001903985252827091
Position 3148: 0.00016175380096176484
Position 1351: 0.0001551606502154467
Position 856: 0.0001378671587577716
Position 741: 0.0001336946914854318
Position 129: 0.00010834619810425931
Position 653: 9.219834212380045e-05
Position 3060: 6.468284482869032e-05
Position 632: 6.016873280246753e-05
Position 426: 5.9495498110359477e-05
Position 2312: 5.926658521656734e-05
Position 1874: 5.876796032890786e-05
Position 208: 5.305678208131548e-05
Position 1988: 5.129579394287131e-05
Position 1156: 4.747333188905284e-05
Position 237: 4.7333780493636615e-05
Position 280: 2.9784933115412268e-05
Position 322: 1.835764531203739e-05
Position 299: 1.8309686089038752e-05
Position 258: 1.4180597736384748e-05
Position 3343: 1.1921555947791538e-05
Position 348: 1.15384549864666e-05
Position 274: 8.039233030284836e-06
Position 428: 5.814452461041954e-06
Position 954: 2.376238721846801e-06
Position 320: 2.151971604011213e-06
Position 239: 1.2169270565210121e-06
Position 883: 5.96977402607363e-07
Position 166: 5.676386460663226e-07
Position 770: 3.6699922070944454e-07
Position 858: 2.2837946333897983e-07
Position 961: 1.4788825325737194e-07
Position 894: 1.259520680726496e-07
Position 1006: 1.5180104450811886e-08
Position 1079: 1.2253868147653322e-08
