Gene = Aste1
Position 1652: 0.0005674678831496797
Position 7347: 0.000526012754697145
Position 1588: 0.00047316030071954115
Position 990: 0.00041380167387229644
Position 6644: 0.0003984486887517467
Position 1545: 0.0003819201935110265
Position 1911: 0.0003684925268217273
Position 2748: 0.00033024442343576404
Position 2085: 0.00032649762926002595
Position 544: 0.00027511982227373634
Position 1045: 0.0002612256392422605
Position 6023: 0.00025922723799212547
Position 1029: 0.0002560780292288031
Position 80: 0.0002527055204310388
Position 4555: 0.00022376485042617856
Position 422: 0.0002081712463690759
Position 1594: 0.00019154215841713472
Position 366: 0.0001788266530600616
Position 2668: 0.00015127592620786792
Position 576: 0.00014911043769188348
Position 1342: 0.00012353340866297106
Position 2097: 0.00011733718047099877
Position 4942: 0.00011659648544743891
Position 4602: 0.00011029362583171361
Position 377: 9.987872449129681e-05
Position 4889: 8.136264814911481e-05
Position 4192: 7.473687760881217e-05
Position 1456: 6.858043739784193e-05
Position 1102: 6.228630843631266e-05
Position 764: 5.377995746835605e-05
Position 5198: 5.1897385131428615e-05
Position 439: 4.87543719397298e-05
Position 107: 4.513100762263005e-05
Position 2917: 4.3865802871827257e-05
Position 1308: 4.312030273915034e-05
Position 2724: 4.1455862596298496e-05
Position 2891: 4.1294771306370845e-05
Position 131: 3.959478942819905e-05
Position 451: 3.7057129826918016e-05
Position 976: 3.3875698379651185e-05
Position 612: 3.326613157062916e-05
Position 1193: 3.189930074292359e-05
Position 1556: 3.0663893283229546e-05
Position 1534: 2.718389555487837e-05
Position 3846: 1.648701241400856e-05
Position 1434: 1.5806823864074253e-05
Position 1034: 1.4426497623606466e-05
Position 4145: 1.3278563055334232e-05
Position 301: 1.32746145595959e-05
Position 1591: 1.2263798409068193e-05
Position 1089: 1.0621243815830375e-05
Position 432: 9.934020365166002e-06
Position 519: 9.50854035567938e-06
Position 462: 7.947108619950892e-06
Position 1313: 6.051699655230588e-06
Position 1123: 4.104258842191128e-06
Position 1563: 4.024150749341576e-06
Position 506: 2.9873885315498895e-06
Position 2817: 1.8919943769576196e-06
Position 494: 1.7236355843990595e-06
Position 216: 1.3251753654109731e-06
Position 997: 1.2481800313802888e-06
Position 84: 1.0354955660785164e-06
Position 2064: 5.782208182681498e-07
Position 1531: 3.869662772884719e-08
Position 86: 3.28310860760735e-09
Position 116: 1.2905352418651073e-09
Position 267: 1.2012403340544772e-09
Position 241: 5.685228744381348e-10
Position 93: 3.801437042192681e-10
Position 261: 2.81282982070461e-10
Position 238: 2.2828407734794924e-10
Position 480: 1.5464132304940007e-10
Position 220: 1.207814793797422e-10
Position 264: 3.793727343921343e-11
Position 103: 3.124095724758514e-11
Position 623: 2.6561915542778673e-11
Position 294: 1.1716550088280135e-11
Position 256: 7.988097420444683e-12
Position 273: 6.263990108861972e-13
Position 467: 1.5436690483156504e-13
Position 281: 1.251902599685558e-13
Position 277: 8.465082820171178e-14
