Gene = Apobr
Position 1554: 0.002289126378737175
Position 3537: 0.0022447725482461194
Position 2680: 0.0019817323810675503
Position 3077: 0.0019184234619264644
Position 2795: 0.001751323392520121
Position 2834: 0.0013892285693719874
Position 3110: 0.0011678836981507022
Position 2695: 0.0011372414687312014
Position 1990: 0.0010365364937740544
Position 2675: 0.0010039040185596158
Position 1280: 0.0010013569515202147
Position 2394: 0.0009765758172386215
Position 2078: 0.0009208905487281499
Position 2098: 0.0008879177670065424
Position 2307: 0.000850217230354337
Position 1640: 0.0008284452186727043
Position 4035: 0.0008226585228910769
Position 1677: 0.0007985880346196142
Position 369: 0.000730608386027142
Position 329: 0.0006830542925826645
Position 3772: 0.0006581243322469747
Position 2843: 0.0006382700750839081
Position 2644: 0.0006226649133062377
Position 1307: 0.0005876560049194182
Position 2856: 0.0005204356451967685
Position 795: 0.0005150515464588875
Position 1563: 0.0005058909607211563
Position 2602: 0.00047883888256609745
Position 2638: 0.00041336707991887587
Position 1598: 0.00039930818187054387
Position 1613: 0.0003971142637217244
Position 1935: 0.00037012014033878686
Position 1674: 0.0003071580848124813
Position 674: 0.0002819282685976471
Position 2214: 0.00027501700564356484
Position 698: 0.0002603596398158177
Position 1333: 0.00025358228712061626
Position 1964: 0.00022748965839726562
Position 1631: 0.0002012129784297679
Position 326: 0.00019404024819426322
Position 769: 0.00018523166633060433
Position 1076: 0.0001781204260707627
Position 208: 0.00015371235194788636
Position 444: 0.00013809395750427028
Position 2396: 0.00011611692882151458
Position 1453: 0.00011080602997066099
Position 883: 9.99066577467177e-05
Position 2561: 9.330202302094035e-05
Position 1480: 8.64409119056333e-05
Position 1052: 8.329988345926941e-05
Position 2363: 7.917469209929856e-05
Position 801: 7.618279583670334e-05
Position 1310: 6.950037402934887e-05
Position 775: 6.222519849797349e-05
Position 2357: 5.595602135197156e-05
Position 1544: 5.0078738992109846e-05
Position 2092: 4.614661800285472e-05
Position 748: 4.549382492127887e-05
Position 2179: 4.42923397727774e-05
Position 1942: 4.2573235421384454e-05
Position 284: 3.8871245722973945e-05
Position 1390: 3.5880045534232406e-05
Position 1949: 3.485027208721025e-05
Position 306: 3.411019558152228e-05
Position 302: 3.092164205176084e-05
Position 724: 2.5702834629434493e-05
Position 1357: 2.3867104494331875e-05
Position 1952: 2.177112359363069e-05
Position 1892: 2.0984483804654773e-05
Position 1427: 1.763327952778279e-05
Position 1759: 1.669881371529122e-05
Position 1330: 1.5441673183425054e-05
Position 728: 1.5230328325396916e-05
Position 108: 4.106997256058983e-06
Position 172: 2.969004311024406e-06
Position 233: 2.2402932890773363e-06
Position 1265: 1.2523879566720192e-06
Position 1368: 1.0918141910221844e-06
Position 1339: 6.081227459215975e-07
Position 214: 5.440689312959155e-07
Position 779: 2.3247389829188196e-07
Position 815: 2.000672402591211e-07
Position 741: 1.546801238883328e-07
Position 820: 1.481952156658632e-07
Position 245: 1.0709305922994415e-07
Position 804: 9.383555687517956e-08
Position 250: 9.218239013330256e-08
Position 470: 6.603343726124355e-08
Position 237: 6.175611382020794e-08
Position 337: 1.8824727302217055e-08
Position 392: 8.186036548074392e-09
Position 385: 7.287645949270471e-09
Position 545: 7.259152701587541e-09
Position 485: 6.07262338324129e-09
Position 116: 5.239716663729503e-09
Position 121: 4.4742100623108794e-09
Position 488: 1.8971754270123154e-09
Position 476: 1.857915116295432e-09
Position 139: 1.7094230928123764e-09
Position 492: 6.534508917741954e-10
Position 579: 6.509830881218244e-10
Position 490: 3.11631477666561e-10
