Gene = Icos
Position 1196: 1.0719338460736614e-06
Position 395: 9.151541439070331e-07
Position 331: 8.576322377050505e-07
Position 1173: 8.097110236424635e-07
Position 1572: 6.57968458839288e-07
Position 296: 5.750621551932189e-07
Position 1519: 5.322496884904173e-07
Position 1523: 4.986204740524983e-07
Position 438: 4.022624266036363e-07
Position 406: 3.8026023607349774e-07
Position 433: 3.7723503028748005e-07
Position 254: 3.21567322345141e-07
Position 496: 2.929586536018145e-07
Position 2077: 2.9261006052432973e-07
Position 2004: 2.5610029623524295e-07
Position 520: 1.8983507041651418e-07
Position 156: 1.8517286488996004e-07
Position 845: 1.8111419040155631e-07
Position 401: 1.6556674518987585e-07
Position 824: 1.5951862175889945e-07
Position 558: 1.5445919103041356e-07
Position 572: 1.4854900399477648e-07
Position 698: 9.345314052667026e-08
Position 1140: 9.225027729914757e-08
Position 724: 8.047665605682014e-08
Position 245: 4.938351967069531e-08
Position 166: 2.568799142493285e-08
Position 503: 2.2597000514243923e-08
Position 403: 6.121412886833612e-09
Position 1265: 2.9603912482723613e-09
Position 1283: 2.3765636882950546e-09
Position 153: 2.067472606899543e-09
Position 1692: 2.9738542544145733e-10
Position 1721: 2.237581527828089e-10
Position 831: 1.7645317766770543e-10
Position 821: 1.0123348511552063e-10
Position 1652: 9.403508140374009e-11
Position 1664: 6.971799857432378e-11
Position 1759: 4.317663657370746e-11
Position 1660: 4.105832784834334e-11
Position 1643: 3.795230455222312e-11
Position 130: 7.690316011824154e-16
Position 107: 3.188978491721282e-16
Position 118: 3.175979369712832e-17
Position 132: 1.2612220589676501e-17
Position 141: 5.228218327174288e-18
