Gene = Eed
Position 8659: 0.9864481189588824
Position 16120: 0.9612462225375655
Position 3933: 0.9459513158108349
Position 13178: 0.9244227877232547
Position 11330: 0.886590672189788
Position 12893: 0.6985342797088823
Position 24569: 0.6727428107786207
Position 10551: 0.6163106096620181
Position 25919: 0.5479139121514056
Position 19802: 0.37570545946241496
Position 18621: 0.3367831323379474
Position 19840: 0.25798548740135635
Position 25378: 0.2531731499487749
Position 2165: 0.18193135423462004
Position 2047: 0.1384748448734873
Position 9469: 0.11996142159307047
Position 5769: 0.10357030523741417
Position 21398: 0.0987405381265516
Position 9377: 0.09704981965702289
Position 11269: 0.09301855985643309
Position 4610: 0.08060896082434489
Position 11578: 0.07097783281495301
Position 20043: 0.06386973454214413
Position 4350: 0.06214702078112764
Position 13344: 0.06121533073104797
Position 9540: 0.05967405599686536
Position 2058: 0.05251232127625472
Position 497: 0.049348139071594826
Position 14804: 0.048935328891158175
Position 2866: 0.04310685438767232
Position 25871: 0.041119339779775964
Position 692: 0.03972102936290624
Position 11599: 0.031990938531595854
Position 377: 0.031010005832257468
Position 2704: 0.03099102765759656
Position 6420: 0.029248951433486443
Position 6860: 0.02845346181219601
Position 10555: 0.026090129307750815
Position 9191: 0.0255159813483127
Position 4778: 0.02373884998745067
Position 21767: 0.022849718143399426
Position 24972: 0.022612060388633844
Position 702: 0.020472288789945257
Position 152: 0.020357661753553028
Position 5437: 0.019115186275793776
Position 14779: 0.0170859844777741
Position 15585: 0.017001235958036036
Position 9945: 0.016639938762509833
Position 7685: 0.015818804229983587
Position 26144: 0.015532027907733448
Position 18637: 0.01537258792118047
Position 9187: 0.01535129469272155
Position 675: 0.01502954874007651
Position 2095: 0.014508952953263854
Position 21945: 0.013519871891300522
Position 15129: 0.013354615175394158
Position 4452: 0.012338885723351194
Position 276: 0.012296204888703264
Position 4551: 0.011791038339684264
Position 4577: 0.011735195803773354
Position 20388: 0.011377800037417283
Position 13367: 0.011169898021110103
Position 7875: 0.01053275067780231
Position 22014: 0.010505489497870415
Position 1904: 0.010191692700556407
Position 14464: 0.010048168138991655
Position 4892: 0.009656714160281915
Position 754: 0.009449778616666531
Position 155: 0.009059646715378341
Position 25566: 0.00899000498230827
Position 7611: 0.008496550109982418
Position 13752: 0.008316632014647985
Position 5601: 0.007876904720351763
Position 4425: 0.007375791073312095
Position 9225: 0.007200131479705721
Position 18666: 0.0071692745491104895
Position 333: 0.007126548727161427
Position 10395: 0.00709461082307393
Position 21284: 0.007051912319561341
Position 366: 0.006976203517129281
Position 520: 0.006723504733217883
Position 14383: 0.006621141981353281
Position 2235: 0.006233738788629081
Position 1441: 0.005903947626905518
Position 819: 0.0058265776131751655
Position 2120: 0.005783148612136007
Position 2281: 0.005513642046836534
Position 6396: 0.0050984177838645905
Position 426: 0.0050400346848570535
Position 473: 0.005004377498844464
Position 799: 0.004977076305248587
Position 1381: 0.00492490211505537
Position 18178: 0.004708102976023727
Position 9273: 0.004394116320787366
Position 9762: 0.004284665866578348
Position 13211: 0.0042526564336005795
Position 12541: 0.004249371432469009
Position 8964: 0.0037486237507039295
Position 1399: 0.003579883041015903
Position 18143: 0.0035478528992987516
Position 12581: 0.003275228183974976
Position 9840: 0.003243390964837809
Position 11650: 0.0031831656707698858
Position 790: 0.003178570644578419
Position 11565: 0.003141929668328694
Position 8692: 0.0030880721939809796
Position 14764: 0.003042668465408736
Position 14428: 0.002902910397257978
Position 14404: 0.0028999149401965378
Position 517: 0.0028952714535145493
Position 1782: 0.0028146816599479442
Position 1530: 0.0028010671594111526
Position 17172: 0.0027682629729655975
Position 414: 0.002737611336147353
Position 12043: 0.0026982280059528294
Position 453: 0.002657005875155663
Position 2128: 0.0026399616533219626
Position 2395: 0.00253429251697176
Position 16635: 0.002523462464892572
Position 279: 0.0024731446684053827
Position 3908: 0.0023522278994520442
Position 3275: 0.00231093369489459
Position 12774: 0.002309225940512143
Position 2863: 0.0022428471600993882
Position 9526: 0.0021990623819327783
Position 13855: 0.002192663587676504
Position 3258: 0.0021138975665304497
Position 8970: 0.0020596543851282836
Position 1819: 0.002057046598281473
Position 12244: 0.0020551462403252947
Position 2168: 0.0020438923879608933
Position 695: 0.0020353347209061275
Position 13578: 0.0019991466004910786
Position 9595: 0.0019394317841750193
Position 1565: 0.001913394395147553
Position 5566: 0.0017294429080703837
Position 6074: 0.0016733178154511882
Position 12023: 0.0016357878276544394
Position 13726: 0.0015386665022167777
Position 12779: 0.0015342925157722086
Position 19057: 0.0014029899044647781
Position 1728: 0.0013770710316140002
Position 11517: 0.0013691828849759719
Position 20575: 0.0013664116435126348
Position 12835: 0.0013310864769065425
Position 22240: 0.0012896714151453424
Position 22456: 0.0012785841590830212
Position 5240: 0.001186297875635719
Position 22310: 0.0011788141835542025
Position 12654: 0.001141068649541514
Position 20105: 0.0010728152790368377
Position 434: 0.0010500222828854523
Position 16663: 0.001030094804264523
Position 3112: 0.000986912391906337
Position 18923: 0.0009547592957169771
Position 18904: 0.0009080668439119912
Position 21619: 0.0008477585187062711
Position 11525: 0.0008449352967225967
Position 16907: 0.0008373297913648604
Position 10615: 0.0008003829735876752
Position 5195: 0.0007782516944139484
Position 17787: 0.0007616866880719019
Position 23251: 0.0007606779806380038
Position 739: 0.0007462344249466787
Position 14694: 0.0007410200434842732
Position 5074: 0.0007081517227530425
Position 468: 0.0007029345451777643
Position 2580: 0.0006929001894216361
Position 11514: 0.0006826363863612956
Position 809: 0.000665663681780819
Position 14666: 0.0006304554790158553
Position 17319: 0.000569925733059974
Position 8992: 0.0005656860216700367
Position 905: 0.0005590527829102557
Position 514: 0.0005490326975163187
Position 20366: 0.000537455882993034
Position 1708: 0.0005317649744122463
Position 2284: 0.0004919241768075162
Position 4176: 0.00046869354970366877
Position 216: 0.0004125158460692045
Position 148: 0.00038934503812734837
Position 3863: 0.00037742759752370386
Position 1472: 0.0003687605698636814
Position 1204: 0.0002925632187575845
Position 2509: 0.0002759386049432176
Position 9404: 0.0002702413353210166
Position 9806: 0.00024446364209171416
Position 758: 0.0002350671266248983
Position 176: 0.0002247691254489885
Position 11251: 0.00022276966352738256
Position 16339: 0.00019060127245918595
Position 3629: 0.0001833804995194785
Position 4318: 0.00016886047630877335
Position 16444: 0.00015665130514426812
Position 3801: 0.0001386921683742845
Position 12292: 0.00012727397910592065
Position 4195: 0.00012410610083124504
Position 12126: 0.0001150546014510159
Position 4954: 0.00011031992822118755
Position 715: 8.905193973018927e-05
Position 523: 8.815534664381618e-05
Position 1674: 8.078600418718731e-05
Position 843: 8.058904536944894e-05
Position 466: 7.660605682983093e-05
Position 13607: 6.98139710843308e-05
Position 14104: 6.571982397944248e-05
Position 780: 6.418442998447051e-05
Position 13463: 5.3072775482163425e-05
Position 1116: 4.9694973012440567e-05
Position 4382: 4.041395682362597e-05
Position 765: 3.8326121200122806e-05
Position 5452: 3.808544967950417e-05
Position 8851: 3.6839847298776e-05
Position 4220: 3.611829079835929e-05
Position 447: 3.490694681178045e-05
Position 543: 3.393058783384763e-05
Position 837: 2.6190938451194987e-05
Position 1605: 2.5869825017965043e-05
Position 883: 2.3487132073516576e-05
Position 1221: 2.342401490737015e-05
Position 1704: 2.0336891625632684e-05
Position 2369: 1.0413181383739558e-05
Position 1081: 1.0346121755030509e-05
Position 10877: 7.137717017347915e-06
Position 563: 2.87100366984477e-06
Position 10921: 2.852685872772791e-06
Position 2466: 2.593983138373427e-06
Position 2425: 2.580530755794799e-06
Position 104: 2.0874299758181903e-06
Position 183: 1.7898848412387049e-06
Position 129: 1.572162157666766e-06
Position 443: 1.142736218664931e-06
Position 11501: 1.1411216388967137e-06
Position 531: 4.932829779274353e-07
Position 229: 4.169143257572449e-07
Position 1483: 3.4943562899349104e-07
Position 528: 3.020271602364791e-07
Position 669: 1.8121289263941755e-07
Position 538: 8.793984816889303e-08
Position 2928: 8.694576142278845e-08
Position 11656: 6.648769489482271e-08
Position 237: 6.33801356530146e-08
Position 226: 6.014015017427415e-08
Position 3647: 4.7569133752612127e-08
Position 248: 2.9785356941778618e-08
Position 581: 1.5021032614581437e-08
Position 992: 9.703742762198707e-09
Position 1122: 7.737093102180918e-09
Position 1011: 7.3155425682298e-09
Position 618: 5.978961160737495e-09
Position 185: 5.525377278897281e-09
Position 119: 3.391039596110481e-10
Position 87: 1.988253394139331e-11
Position 78: 5.163092059303906e-12
Position 75: 1.5121631010485964e-13
