Gene = Lat
Position 1244: 0.00025534833534817476
Position 616: 0.00025227375239254325
Position 978: 0.00023711836679557897
Position 4008: 0.0001803316233756278
Position 1437: 0.00017824908647781802
Position 4012: 0.00013301761912724392
Position 854: 0.00011708054339333591
Position 5343: 0.00011049969578757109
Position 341: 8.165181091508166e-05
Position 5281: 7.156300635490971e-05
Position 5097: 7.136618278536872e-05
Position 129: 6.98571155681355e-05
Position 744: 6.981440242892785e-05
Position 1242: 6.60638145682029e-05
Position 5352: 6.156000365775856e-05
Position 4030: 5.9528703588323376e-05
Position 858: 4.4782857999589175e-05
Position 1367: 3.944808773627367e-05
Position 391: 3.59806554001485e-05
Position 212: 3.472749121194766e-05
Position 1273: 3.468865318743393e-05
Position 5091: 3.2351267407659664e-05
Position 790: 3.206156988112736e-05
Position 5505: 2.9388796305164414e-05
Position 644: 2.9110924493289188e-05
Position 1520: 2.8934195155001776e-05
Position 608: 2.8297710059971795e-05
Position 472: 2.102862074503952e-05
Position 1068: 1.9468861956045917e-05
Position 5407: 1.5956127852391977e-05
Position 379: 1.5714585162690607e-05
Position 5530: 1.4143423685112185e-05
Position 47: 1.0699885117003146e-05
Position 597: 9.69016461492202e-06
Position 564: 9.346361926755196e-06
Position 525: 8.972284154251347e-06
Position 610: 4.694740997932286e-06
Position 620: 2.744735845611875e-06
Position 252: 2.244404660926314e-06
Position 618: 1.4206498554468803e-06
Position 510: 1.2573582800809714e-06
Position 631: 4.659325343511029e-07
Position 2084: 4.603356091329024e-07
Position 545: 3.912299174362339e-07
Position 1694: 2.82338698819808e-07
Position 1663: 2.457820094659918e-07
Position 1675: 1.3696361772604768e-07
Position 1647: 1.1003432453311477e-07
Position 1604: 1.0537504642046388e-07
Position 266: 8.75113171983525e-08
Position 1581: 5.3283019465366926e-08
Position 1525: 4.311279576183825e-08
Position 1523: 3.819447798783788e-08
Position 1568: 2.4365868232485364e-08
Position 742: 1.0191326943056849e-08
Position 784: 7.866712205761423e-09
Position 5254: 5.071855142342247e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5073: 0.9761056480316649
Position 1427: 0.9537724748600788
Position 5233: 0.9344305257387522
Position 1563: 0.8313694807500284
Position 5492: 0.7448483930919796
Position 4862: 0.46738864650019596
Position 1170: 0.4470656440769171
Position 4912: 0.3922202197488901
Position 951: 0.3772560648026942
Position 697: 0.3631887881412102
Position 1131: 0.3475239768246505
Position 4695: 0.34250152544380075
Position 564: 0.29079657504236056
Position 3845: 0.17222766239619566
Position 1318: 0.17089075434949838
Position 454: 0.15915586610891602
Position 863: 0.15130467129517183
Position 4603: 0.14654649771103453
Position 1093: 0.13952368518193764
Position 897: 0.10846985732950759
Position 993: 0.06439722360214573
Position 5407: 0.06373870788581137
Position 642: 0.045816922112349695
Position 5250: 0.04518196335246463
Position 679: 0.043174552263915526
Position 5569: 0.0292602227645115
Position 4443: 0.025987380892822303
Position 5611: 0.01565517042554883
Position 4422: 0.012112201454643432
Position 283: 0.0111041879843527
Position 129: 0.010450011429512312
Position 3991: 0.010308026563935367
Position 1222: 0.008722644655191162
Position 1626: 0.006222916260032035
Position 1133: 0.005655876117675702
Position 801: 0.005531831920549179
Position 1325: 0.005140336363486018
Position 577: 0.004991687607920747
Position 5646: 0.00478612676756181
Position 1433: 0.0047018081524192205
Position 252: 0.004698030415320432
Position 1565: 0.004522411513125284
Position 5498: 0.004362528099049043
Position 3684: 0.004351486480587313
Position 4324: 0.003933984335446261
Position 4651: 0.003895648584646785
Position 1766: 0.0034491845721772918
Position 4285: 0.0031321475539528615
Position 386: 0.0027001984588565097
Position 1219: 0.0025947506830190964
Position 932: 0.0023983308614538884
Position 4746: 0.0023878414550143863
Position 243: 0.0021741230523395377
Position 5669: 0.0021715978744995873
Position 272: 0.0021345555282109665
Position 1143: 0.002110865007409966
Position 588: 0.0020169383357001277
Position 4143: 0.0019946074928107417
Position 1401: 0.0018104581603420487
Position 4697: 0.0016033816577721571
Position 510: 0.0014214979485640611
Position 1581: 0.001298496045414569
Position 5414: 0.0012835684425311848
Position 5106: 0.0012420499847268082
Position 1429: 0.0009468779884105321
Position 106: 0.0008126517253858938
Position 1173: 0.0007584814415151156
Position 5253: 0.0007368597038727193
Position 5692: 0.000674400635765201
Position 1584: 0.0006645657271340705
Position 5673: 0.000646053089809564
Position 5383: 0.0006121108205979351
Position 134: 0.0006042078559308226
Position 1183: 0.000540605274675188
Position 709: 0.0005125225406933284
Position 196: 0.0004932308256196638
Position 2193: 0.0004415945937419844
Position 1454: 0.0004194626607420963
Position 1015: 0.00039439333435096054
Position 2885: 0.0003500100537185005
Position 1019: 0.0003431343487678204
Position 712: 0.0002502500704597025
Position 2098: 0.00022016501194838605
Position 293: 0.0001897244502309312
Position 3765: 0.0001724966982293191
Position 920: 0.00016706105963140559
Position 5538: 0.00014367813014126176
Position 2119: 0.0001248916743252261
Position 5080: 9.10398414464154e-05
Position 164: 7.673494786473875e-05
Position 592: 7.661643283770494e-05
Position 257: 6.333609598381807e-05
Position 2160: 5.677616214855179e-05
Position 155: 4.418308710261964e-05
Position 5540: 4.257962665899963e-05
Position 290: 4.2145930080539966e-05
Position 597: 4.089649739663439e-05
Position 260: 3.730807667634354e-05
Position 138: 3.4967428956350454e-05
Position 1647: 3.1831169870758275e-05
Position 5209: 2.6900009424176358e-05
Position 379: 2.1637959257941915e-05
Position 5260: 1.6832407094492272e-05
Position 95: 1.4565527935685989e-05
Position 1466: 1.1009557624301102e-05
Position 1459: 6.699272791239753e-06
Position 725: 6.177072943520229e-06
Position 147: 5.510755992418083e-06
Position 811: 4.575217393984503e-06
Position 391: 3.7178544132760397e-06
Position 140: 3.4907045626201557e-06
Position 303: 3.0495657430186825e-06
Position 108: 2.5459378488124064e-06
Position 742: 1.7887684866771742e-06
Position 590: 1.6552259452427048e-06
Position 398: 1.4697272064940753e-06
Position 203: 1.3558270444136789e-06
Position 604: 3.453239065941357e-07
Position 142: 2.5503775762937396e-07
Position 5319: 2.2419260401448934e-07
Position 1643: 1.2233460581365575e-08
