Gene = Srsf11
Position 7227: 0.00035380821546678775
Position 23184: 0.0003356349309112471
Position 17742: 0.00030189371280646914
Position 20294: 0.00029597210840684067
Position 8020: 0.00026949736233604674
Position 21607: 0.00023527964206107574
Position 19140: 0.00023094590284042997
Position 1462: 0.00020489399169611278
Position 529: 0.0001707639900430567
Position 23836: 0.00016911107592507374
Position 19551: 0.00014745363757500725
Position 388: 0.00013298381222000857
Position 19329: 0.00013116342538661168
Position 19051: 0.00011935466536873291
Position 1024: 0.00010796505105071
Position 293: 0.00010049412880179347
Position 18927: 9.50294873831779e-05
Position 18915: 7.326290772093462e-05
Position 438: 6.252746763796342e-05
Position 1086: 6.1013229547859975e-05
Position 332: 5.44532087450834e-05
Position 613: 5.427461046730148e-05
Position 1233: 5.0578242537686755e-05
Position 1446: 4.9574804343664166e-05
Position 743: 4.846785195570739e-05
Position 288: 4.7868832413440054e-05
Position 1158: 4.137471275135791e-05
Position 1637: 4.097870584033918e-05
Position 1562: 4.023747336016086e-05
Position 1485: 3.6523125381617695e-05
Position 1505: 3.553861649730731e-05
Position 149: 3.462445170671263e-05
Position 1646: 3.342647998218533e-05
Position 884: 3.242436586060247e-05
Position 988: 2.507666834814172e-05
Position 1272: 2.3644209116623915e-05
Position 24522: 2.1939980135673514e-05
Position 24439: 2.044220999200486e-05
Position 24348: 1.7595683963416065e-05
Position 2087: 1.4243161431237585e-05
Position 24362: 9.761818955302069e-06
Position 775: 9.125459122434107e-06
Position 740: 8.843545740428595e-06
Position 1190: 7.1733184878744525e-06
Position 1466: 7.1243152514219555e-06
Position 20287: 7.035515868629974e-06
Position 732: 6.532183721598158e-06
Position 896: 6.467193760279652e-06
Position 1623: 5.572452111528123e-06
Position 549: 5.383064730591205e-06
Position 1096: 4.7782677537833215e-06
Position 24313: 4.360111823141822e-06
Position 1045: 4.300567856501134e-06
Position 814: 4.227928626299658e-06
Position 24305: 4.0680894936104575e-06
Position 20322: 3.7203833597306937e-06
Position 965: 3.537459929531832e-06
Position 24259: 3.3941334558793305e-06
Position 1814: 3.358068492542169e-06
Position 842: 3.135175949557933e-06
Position 1198: 3.0843507364542838e-06
Position 442: 3.0547150543325463e-06
Position 907: 2.339927790943826e-06
Position 24324: 5.30898172590927e-07
Position 82: 1.0852347889157725e-08
Position 132: 1.4187336832551238e-09
Position 187: 1.2982945625355957e-09
Position 155: 9.073283291722648e-10
Position 225: 7.372684238917023e-10
Position 255: 3.1994964357052435e-10
Position 36: 3.0103284209379904e-10
Position 23888: 2.2274215253047436e-10
Position 233: 1.5085476619247955e-10
Position 39: 1.189011474876121e-10
Position 212: 5.912098807922055e-11
Position 499: 1.6882940711060806e-11
Position 385: 1.029849330655597e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 20185: 0.9947162875369621
Position 22597: 0.9795158125854921
Position 24190: 0.975288199322912
Position 13279: 0.9596179409633249
Position 18747: 0.9322592847967617
Position 14586: 0.9029097896518936
Position 17199: 0.8935502481008876
Position 24438: 0.8057581408693252
Position 4572: 0.8017586176846362
Position 23763: 0.7481988291558335
Position 17440: 0.6372174889193357
Position 12407: 0.5218155803806959
Position 9780: 0.47977812531454095
Position 13688: 0.3908898661754342
Position 1723: 0.37745132670641257
Position 17035: 0.34451902233765347
Position 13653: 0.2519451591861183
Position 9823: 0.19425570294389685
Position 21459: 0.11472705778630142
Position 21600: 0.11067162001810105
Position 8780: 0.08943115279938887
Position 10698: 0.0871896196927923
Position 12186: 0.08044346668962832
Position 6736: 0.07921118118724323
Position 24435: 0.0756624604983361
Position 3860: 0.06702046816837112
Position 25758: 0.06530242339189661
Position 6765: 0.0643006637059333
Position 17235: 0.05879717996966875
Position 23737: 0.05800260123740778
Position 21620: 0.05699540205641464
Position 18722: 0.05284252583295091
Position 5092: 0.052582545857168865
Position 15029: 0.05151987815361558
Position 15213: 0.0402070363897731
Position 22136: 0.039505005988194446
Position 5051: 0.03563413718054784
Position 3318: 0.03179415161679374
Position 8747: 0.03057100228602749
Position 18236: 0.030346256937619845
Position 24706: 0.02921677601839045
Position 6682: 0.028929046297680287
Position 5118: 0.026975737441465274
Position 17872: 0.02648337285773984
Position 13733: 0.025279784326268068
Position 21406: 0.025124368085026667
Position 17003: 0.02481317973424829
Position 15650: 0.02388458791476105
Position 2176: 0.017892111854731812
Position 25286: 0.01778501426238658
Position 11014: 0.01693173249104472
Position 25833: 0.016762809041022928
Position 22599: 0.015974465636628434
Position 24761: 0.015310774768400315
Position 14333: 0.015203226033728437
Position 13569: 0.014791796474075983
Position 21429: 0.01265784230288349
Position 2259: 0.012428492811316902
Position 21656: 0.01234624062118822
Position 6550: 0.012230554050984176
Position 25376: 0.010263905013790363
Position 3555: 0.010236065952586772
Position 24405: 0.010038431089194551
Position 6708: 0.009465350222213054
Position 24170: 0.009359277109447804
Position 10145: 0.008753525322473532
Position 23742: 0.008582151788167599
Position 1772: 0.008572448620205116
Position 5069: 0.00814492066578154
Position 23668: 0.008023969059828856
Position 24865: 0.007522542844139159
Position 22173: 0.006273229532600071
Position 20387: 0.005816660097292715
Position 24081: 0.005379583400971072
Position 13461: 0.005150074485111296
Position 5112: 0.005107762203344719
Position 24771: 0.004906366706494418
Position 15118: 0.0048515284428958085
Position 3297: 0.004518630523376433
Position 3831: 0.004227083725954407
Position 221: 0.00395545036451278
Position 2139: 0.0036421839697989276
Position 24209: 0.0035586722843730235
Position 24408: 0.003550601329726875
Position 5031: 0.0033500248440204465
Position 17113: 0.0033280557179234294
Position 2361: 0.003315179982493486
Position 20230: 0.003303521846217784
Position 1725: 0.0031839339238052705
Position 17509: 0.003167450380751683
Position 1951: 0.0031126254127837507
Position 16928: 0.003032625632299951
Position 25167: 0.0030179402029683186
Position 3440: 0.0029332988094152887
Position 4577: 0.002870716909181602
Position 23992: 0.0028250726791004656
Position 4430: 0.002777635887440459
Position 1700: 0.0027397324546440034
Position 1867: 0.00261402137730652
Position 5158: 0.0025607144524934884
Position 25331: 0.0024344963265260857
Position 24469: 0.0021532115472716225
Position 18314: 0.0019877579470804693
Position 23480: 0.0018984129593503875
Position 24537: 0.0018975531985183107
Position 4990: 0.0016919241183193782
Position 5188: 0.0015665036275579467
Position 21159: 0.0015639055397474839
Position 18282: 0.0014666595168231944
Position 9885: 0.0013963905898427696
Position 21192: 0.00137246581819824
Position 4593: 0.0012224042433650116
Position 24062: 0.001199049602349599
Position 5058: 0.0011645211146328585
Position 25268: 0.0011582230933530676
Position 23681: 0.000997246754260487
Position 21293: 0.0009062408536381018
Position 3338: 0.0008912418584769329
Position 26045: 0.0008900379640770393
Position 2142: 0.0008458223564593134
Position 24126: 0.0008274867329395399
Position 18944: 0.0008094807728812824
Position 21093: 0.0007954809683042873
Position 2316: 0.0007394145550524892
Position 25390: 0.0007187151227184147
Position 3379: 0.0007065811277089718
Position 25625: 0.0006882390664084551
Position 18335: 0.0006733070694098617
Position 3382: 0.0006304091021219857
Position 22951: 0.0006213468310520601
Position 18805: 0.000613828961515224
Position 21384: 0.0005909007811236294
Position 4474: 0.0005477798386856412
Position 21617: 0.0005116189425840397
Position 23048: 0.0004747377856328296
Position 1405: 0.00047253390023892694
Position 23589: 0.0004618242663092993
Position 20123: 0.0004524117331915062
Position 25540: 0.00044963453837060105
Position 19014: 0.000434580663062517
Position 24213: 0.000398117970550586
Position 23357: 0.00039059908519736895
Position 24206: 0.0003719964761141477
Position 1933: 0.0003387356123829375
Position 23642: 0.0003380350427234402
Position 1814: 0.0003215671438997768
Position 25981: 0.0003203059545046072
Position 271: 0.0003022041924295314
Position 22566: 0.0002870100267887597
Position 1982: 0.0002727516938694463
Position 7905: 0.00026949736233604696
Position 22981: 0.00025370180108070253
Position 22892: 0.0002436800043799684
Position 23463: 0.00023665851806853783
Position 23484: 0.0002246220501712105
Position 3211: 0.0002098969809045805
Position 7036: 0.00018529046999864548
Position 2198: 0.00018370638618221512
Position 20206: 0.00017015696310396664
Position 7081: 0.00016851774546814237
Position 5039: 0.00015844541479292413
Position 23765: 0.0001525158187322935
Position 25081: 0.00014794774257814662
Position 19478: 0.000147453637575007
Position 424: 0.00014214448298244126
Position 15670: 0.00013720456728701457
Position 18802: 0.00013359552372177019
Position 1676: 0.0001335038178089386
Position 1567: 0.00012274820193179092
Position 1072: 0.00011412497348706522
Position 1732: 0.00010527080712868568
Position 23698: 0.00010496277616743805
Position 21434: 0.00010311770890675868
Position 23648: 9.819858421692318e-05
Position 19179: 9.762618197079251e-05
Position 4638: 9.354755970097878e-05
Position 23630: 8.980004771442871e-05
Position 22421: 8.957147571625901e-05
Position 1743: 8.67548590890738e-05
Position 20197: 8.177020008299097e-05
Position 1753: 7.973415420927688e-05
Position 21479: 7.922816621513509e-05
Position 3269: 7.913797462424308e-05
Position 1020: 7.703111863869474e-05
Position 23968: 7.466717241939408e-05
Position 24016: 7.2236736547735e-05
Position 4375: 6.409236442893566e-05
Position 571: 5.866200256852243e-05
Position 23062: 5.843567312922005e-05
Position 1848: 5.751237763737243e-05
Position 2304: 5.6794065528147245e-05
Position 22382: 5.5546032559259935e-05
Position 2328: 4.885860648056646e-05
Position 24141: 4.8706019673092166e-05
Position 22457: 4.501592916557851e-05
Position 23943: 4.343728639998353e-05
Position 1316: 4.2583960477341977e-05
Position 24036: 3.778008499990591e-05
Position 24024: 3.610649530035243e-05
Position 860: 3.596877333085422e-05
Position 793: 3.4987476368749096e-05
Position 1958: 3.469733886669638e-05
Position 19294: 3.353724341581917e-05
Position 839: 3.351632438074495e-05
Position 21431: 2.9342533330050477e-05
Position 323: 2.858146863445249e-05
Position 4342: 2.5376083820184977e-05
Position 612: 2.4568195444958915e-05
Position 965: 2.191796406094497e-05
Position 891: 2.18940604703304e-05
Position 23922: 2.11417394717407e-05
Position 375: 1.765257705504569e-05
Position 912: 1.517222038147704e-05
Position 617: 1.4256911595906067e-05
Position 1293: 1.1763367987782059e-05
Position 355: 1.0332942155953266e-05
Position 1534: 1.0020300680758863e-05
Position 1415: 9.30939079821353e-06
Position 842: 8.296612561914182e-06
Position 3092: 7.977065730692445e-06
Position 489: 7.1767629636396e-06
Position 995: 6.549283399954218e-06
Position 3569: 6.503781641821051e-06
Position 17457: 5.798396904526326e-06
Position 2090: 4.834195431823771e-06
Position 917: 4.767079653993057e-06
Position 245: 4.742673969977314e-06
Position 577: 4.737300853104214e-06
Position 778: 4.531279552219311e-06
Position 2300: 4.185344366781178e-06
Position 458: 4.022147530310887e-06
Position 1224: 3.575218555773544e-06
Position 2011: 2.725217770405001e-06
Position 438: 2.7171578925888625e-06
Position 1253: 2.6424712890373034e-06
Position 3405: 2.103835783184752e-06
Position 1615: 1.9885400925029833e-06
Position 1702: 1.9843707180979686e-06
Position 2273: 1.6582147095434574e-06
Position 970: 1.1906504689457877e-06
Position 1344: 1.13885466335583e-06
Position 1268: 1.0481543865381415e-06
Position 845: 9.772081621873352e-07
Position 1207: 9.119779919818097e-07
Position 393: 7.664717448400176e-07
Position 382: 6.825554316978258e-07
Position 1578: 6.777551539987966e-07
Position 631: 4.702135679033502e-07
Position 1623: 4.5968333026173234e-07
Position 361: 3.2354854644552014e-07
Position 19967: 3.2099103716082055e-07
Position 2077: 1.0633843707204969e-07
Position 22767: 6.861628264879023e-08
Position 18823: 5.228889366395797e-08
Position 22792: 4.0521567441837057e-08
Position 19894: 3.7227180517457494e-08
Position 1505: 3.053126270766012e-08
Position 19845: 3.3152718725984338e-09
Position 19934: 2.9063029128870147e-09
