Gene = Ccpg1
Position 28748: 0.0025413180201897855
Position 13930: 0.001974777463967998
Position 14365: 0.0017234607274014776
Position 264: 0.0015842701987158544
Position 17624: 0.0011464294159465494
Position 16796: 0.0009155656761172489
Position 14636: 0.0007746078278381875
Position 14098: 0.0007609784916611811
Position 18211: 0.0007453935896533448
Position 14351: 0.0007259191124108807
Position 14335: 0.0007037444298087735
Position 19937: 0.00022151069351318152
Position 480: 4.546409456238933e-05
Position 26363: 3.883552455554568e-05
Position 203: 3.137579343574712e-05
Position 151: 1.177315395256733e-05
Position 449: 2.014104706131024e-06
Position 218: 1.8744898274085274e-06
Position 513: 1.602076512245652e-06
Position 506: 5.191527652316809e-07
Position 463: 4.796483462257521e-07
Position 385: 2.3277855831229346e-07
Position 16: 9.985673429285379e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 24867: 0.9999622079528754
Position 14033: 0.8812112934367939
Position 13594: 0.8635343126049457
Position 11972: 0.8563335735638569
Position 16247: 0.836415565095425
Position 29902: 0.7727394587043612
Position 18397: 0.6570313067440575
Position 20225: 0.45176447589027363
Position 7064: 0.40213593082623456
Position 8100: 0.36574833262051787
Position 28534: 0.20423732602155914
Position 16576: 0.16188480490158974
Position 6985: 0.16070157447853575
Position 30679: 0.1477675446941117
Position 30709: 0.1411675371451886
Position 18432: 0.1394003741734043
Position 27741: 0.13822714811729464
Position 29854: 0.12901374364406823
Position 7033: 0.12555712996403443
Position 30325: 0.12247392926521551
Position 30768: 0.11818957971198966
Position 20211: 0.11268673277505929
Position 20284: 0.08203954312163836
Position 6279: 0.0792041259783875
Position 11793: 0.07602256352350145
Position 15633: 0.06901398997460427
Position 22178: 0.06706835188182673
Position 7330: 0.06555842268820115
Position 4488: 0.052713013434780805
Position 30787: 0.04660782362488422
Position 30219: 0.04603975327895136
Position 21695: 0.046030616806566095
Position 26500: 0.04541181093252634
Position 21825: 0.04491035288206665
Position 12335: 0.03934505062373821
Position 16297: 0.031110185946285306
Position 22575: 0.029356243148337374
Position 30837: 0.02808795752410217
Position 17414: 0.027918605964645744
Position 21204: 0.026186536892926
Position 7109: 0.02601452768353986
Position 16697: 0.02582715815637366
Position 7299: 0.02518743443042986
Position 24472: 0.02500282619674888
Position 26281: 0.022047177670675825
Position 25563: 0.02122261919358823
Position 30468: 0.018785347889806073
Position 6156: 0.01772690000787603
Position 16414: 0.015884829681806264
Position 7223: 0.015132488232842679
Position 25115: 0.014555471327345982
Position 13628: 0.0142614318578596
Position 25131: 0.013922421225341174
Position 19803: 0.013152379355834486
Position 13449: 0.012557384332759347
Position 21963: 0.012086775112547356
Position 30224: 0.012044446277510001
Position 13974: 0.011029574897188177
Position 16509: 0.01063874662299521
Position 6167: 0.010269419691779342
Position 12674: 0.01007889134289018
Position 21708: 0.009851876343789062
Position 16272: 0.00976004649695972
Position 12967: 0.009686939038098098
Position 30689: 0.009527597585396067
Position 25084: 0.008994997742623316
Position 6181: 0.008817206272014448
Position 20230: 0.008785949646649307
Position 12995: 0.00858548815493047
Position 30487: 0.008003569988436446
Position 29874: 0.007963105265851343
Position 4504: 0.007686649322509538
Position 20116: 0.007626993246508786
Position 16334: 0.007476147203205378
Position 29807: 0.007453677462411922
Position 14257: 0.007279122808415192
Position 6222: 0.006982250662675296
Position 8455: 0.006539273460356894
Position 16551: 0.006436942875082425
Position 6939: 0.006411565147192604
Position 18638: 0.006265762434148786
Position 15960: 0.006162621654384992
Position 7972: 0.006016350089073292
Position 25070: 0.005937524024504329
Position 30380: 0.005405013278918713
Position 28422: 0.005305233406235429
Position 19144: 0.005297596884944665
Position 14002: 0.00506818050201838
Position 18676: 0.004999265508920756
Position 13799: 0.004997096897468268
Position 30712: 0.004882742288449635
Position 30621: 0.004848610787304203
Position 27284: 0.004800223878318793
Position 11632: 0.0047324566376777686
Position 3287: 0.004707018806518065
Position 25625: 0.004704979365679258
Position 18456: 0.004700872893223252
Position 30086: 0.004689454853991191
Position 6916: 0.0046135442435660005
Position 30360: 0.004383809165268457
Position 16417: 0.004250538688451839
Position 3352: 0.004199022913022858
Position 17510: 0.004182860804383439
Position 30108: 0.003984723675504814
Position 28794: 0.003958763237219192
Position 6920: 0.003954049339314645
Position 27394: 0.003943364238213686
Position 6025: 0.003346421103991764
Position 17537: 0.003298542304513521
Position 28824: 0.0032259179632160065
Position 14578: 0.003219705338322677
Position 6045: 0.003204188000732456
Position 28241: 0.0031653573355989503
Position 4541: 0.0031370371286085514
Position 16118: 0.002965568979454545
Position 15761: 0.0028288710212004643
Position 30341: 0.002661608242447799
Position 14465: 0.002605938057903776
Position 16722: 0.0024344298588721935
Position 3262: 0.002400275019069922
Position 4492: 0.002288465303252199
Position 4466: 0.002221517076278635
Position 28493: 0.002145617290308815
Position 12539: 0.0020630387827303555
Position 30721: 0.002006435442466223
Position 15822: 0.0019589498927874626
Position 5829: 0.0019455597111395068
Position 4155: 0.001888122319826442
Position 17551: 0.0018626372920629451
Position 25680: 0.0017793019498837134
Position 26647: 0.0017737364590645092
Position 6777: 0.0017524901831213009
Position 18318: 0.0017481096752067788
Position 26049: 0.0017472919057843744
Position 18680: 0.0017202137199336972
Position 17228: 0.0016806544606188445
Position 8360: 0.0015918419755526416
Position 16253: 0.0015799212498197443
Position 25477: 0.0015764686840738272
Position 3196: 0.0014087477079882422
Position 18358: 0.0013839258405611158
Position 17376: 0.0013688517064230985
Position 19075: 0.001332673448021713
Position 15892: 0.0013287702763489044
Position 3606: 0.0012507658589480388
Position 4421: 0.0012279451792392838
Position 4249: 0.0011598141905706854
Position 3610: 0.0011540915603662045
Position 4510: 0.0011205211610029616
Position 15895: 0.0010814228726156246
Position 1051: 0.0010794166222267085
Position 14037: 0.001027848704088906
Position 1007: 0.0009485502783573572
Position 29947: 0.0008397593975546658
Position 26205: 0.0008366261111233529
Position 13700: 0.0008076900814330889
Position 18096: 0.000745393589653345
Position 26143: 0.0007410267950943921
Position 15479: 0.0006860250906006759
Position 3496: 0.0006099754475822882
Position 1003: 0.0006034398979916908
Position 14427: 0.0005208248443765938
Position 3380: 0.0005182782348617113
Position 19235: 0.000491086466123404
Position 25324: 0.00047954914243985756
Position 15918: 0.0004629353475824192
Position 25746: 0.00046269336924014163
Position 26089: 0.00045384861007442427
Position 4535: 0.00031352310075585273
Position 16515: 0.0002971398616994131
Position 1134: 0.00028275868473176394
Position 26546: 0.000280509289888768
Position 13401: 0.0002735264922466276
Position 21312: 0.0002351605873714902
Position 25600: 0.00019390898971794924
Position 3359: 0.00015877260879210847
Position 4053: 0.00014752793449211235
Position 4169: 0.00014563795684937396
Position 3354: 0.00012697164513482114
Position 29686: 0.00012212657912251022
Position 3406: 0.00010880538314108594
Position 4024: 0.00010267075729592008
Position 4132: 8.470132469417938e-05
Position 4089: 8.122131007094089e-05
Position 3937: 8.039961751215065e-05
Position 3956: 7.3591389220923e-05
Position 4118: 4.153587971362938e-05
Position 25135: 3.4916250340961776e-05
Position 25090: 2.0294828006478055e-05
Position 1073: 1.8505100656982488e-05
Position 818: 1.7580115630301982e-05
Position 845: 1.620481020079469e-05
Position 1118: 1.2236651989445474e-05
Position 1099: 1.1855872324017886e-05
