Gene = Gtf2a2
Position 1085: 2.5124639516035406e-05
Position 1061: 2.4027538669656673e-05
Position 516: 1.8447107757040193e-05
Position 444: 1.7398384796237603e-05
Position 337: 1.3271958533870023e-05
Position 460: 1.0750579022547644e-05
Position 329: 1.068054412947266e-05
Position 261: 1.0115822049991238e-05
Position 432: 7.466550070851747e-06
Position 904: 7.254601175129093e-06
Position 1041: 6.505369082852055e-06
Position 12: 6.047279659676766e-06
Position 473: 3.7788954852432848e-06
Position 379: 3.3609636604587323e-06
Position 6687: 3.0882471678283085e-06
Position 32: 6.412959146733071e-07
Position 3030: 1.239933733048467e-07
Position 172: 6.529083230868428e-08
Position 53: 5.5327136829758604e-08
Position 89: 5.331041927356719e-08
Position 479: 4.115066701740763e-10
Position 637: 3.362291679323055e-11
Position 584: 3.16152300796386e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6838: 0.9245486828836812
Position 2741: 0.7052524923721022
Position 9886: 0.5330425529893263
Position 4237: 0.45233129486370544
Position 4268: 0.44819887851828627
Position 4522: 0.4403423960056386
Position 2372: 0.335567212567945
Position 3217: 0.15481959575131413
Position 6129: 0.10932736000675164
Position 8656: 0.10743760625551066
Position 9482: 0.08568187057530331
Position 7784: 0.059054166910938705
Position 9824: 0.057731654725552126
Position 598: 0.05475407919377917
Position 2786: 0.053826954860741474
Position 1294: 0.048049727722202604
Position 9113: 0.04792433703017738
Position 4277: 0.039399952842994405
Position 2317: 0.0377592556535595
Position 3100: 0.03610365316186452
Position 7993: 0.03568205801757166
Position 9303: 0.03089752044884709
Position 7662: 0.030671308508826895
Position 591: 0.027150273931434953
Position 4534: 0.02528647550489771
Position 8194: 0.023368942823754863
Position 1249: 0.021592181572747254
Position 7872: 0.016727004927733376
Position 4593: 0.015168643381790263
Position 7142: 0.013003185847505646
Position 240: 0.012224614031917897
Position 7441: 0.011716683856171549
Position 473: 0.0116469542484319
Position 7055: 0.011467479052893366
Position 8495: 0.011257155643962933
Position 6151: 0.01052190750637647
Position 10013: 0.009533797272227458
Position 5782: 0.0078188134287784
Position 6858: 0.007456797794601969
Position 8631: 0.007406394324163712
Position 4747: 0.006694803414642349
Position 8150: 0.006476511254910783
Position 718: 0.005995606822341712
Position 3213: 0.005964200158516537
Position 7275: 0.005709711956037271
Position 3311: 0.005681133033753873
Position 2716: 0.005672927443983719
Position 2117: 0.004858258405246701
Position 2321: 0.004555079431133466
Position 7906: 0.004249919568789321
Position 9002: 0.004085814699200493
Position 9969: 0.0036654097596326633
Position 2091: 0.0035574957508514725
Position 7555: 0.003327689188354992
Position 9328: 0.0030649240415280155
Position 8547: 0.0025763613015199675
Position 7459: 0.0022597349972845555
Position 8754: 0.0021537589964698515
Position 3246: 0.0018657732003678775
Position 543: 0.0017398131887166727
Position 4972: 0.0016201965186305825
Position 3103: 0.0015867138272216428
Position 7646: 0.0014396743901867214
Position 4289: 0.0013138722675370181
Position 3507: 0.0013069726689154957
Position 6906: 0.001297149033191847
Position 4955: 0.0011999345564041692
Position 6163: 0.0011577733796717192
Position 7366: 0.0011532668551667987
Position 7147: 0.0011140280450937534
Position 8104: 0.0011061997246978894
Position 4447: 0.0010827519459392242
Position 1471: 0.0010379716763136006
Position 4193: 0.0009759336173221877
Position 429: 0.0009353004773943685
Position 9661: 0.0009320616027697397
Position 1986: 0.0008496816549494037
Position 2829: 0.0007515520623692527
Position 7668: 0.0007056558057127868
Position 7599: 0.0007044111090254392
Position 2206: 0.0006917164419748249
Position 1299: 0.0006815223526077026
Position 7946: 0.0005978117424937061
Position 2800: 0.00058827031474091
Position 3674: 0.0005649300981852536
Position 7780: 0.0005319994897546709
Position 6734: 0.0005028827556179115
Position 1410: 0.0004925687970037443
Position 2669: 0.0004914008568126312
Position 3003: 0.0004797931759116782
Position 3219: 0.00047887642491861704
Position 7493: 0.0004567037642719552
Position 1512: 0.00036148852294181104
Position 3169: 0.0003311961667617663
Position 388: 0.00032548785253304677
Position 2410: 0.0003191745217210668
Position 2550: 0.0003131567404872893
Position 899: 0.00031307669333569807
Position 4302: 0.00030614088106901543
Position 1480: 0.0002839832589162356
Position 3478: 0.00027455545644903385
Position 1255: 0.0002605052486510349
Position 302: 0.00025912431386966437
Position 4140: 0.00025880585700505473
Position 1419: 0.00025287441210930273
Position 5842: 0.0002448531779274608
Position 2021: 0.00023088588658404173
Position 2052: 0.00022336737933160457
Position 355: 0.00021712942697046234
Position 2190: 0.0002119127920793083
Position 7477: 0.0002103534646007147
Position 185: 0.0002090719736461571
Position 1428: 0.00020760287379741944
Position 2808: 0.0001988833710661195
Position 5005: 0.00019820061959084038
Position 1464: 0.0001894064867724251
Position 572: 0.00017771411054967555
Position 4995: 0.00016859069924258092
Position 1157: 0.0001605872458815803
Position 4845: 0.0001306986796888143
Position 385: 0.00011928705908609295
Position 1772: 0.00011132529102569121
Position 251: 9.070398415607497e-05
Position 1389: 8.007148998182035e-05
Position 1749: 7.72925495300384e-05
Position 680: 7.369136095295537e-05
Position 695: 7.02968638335477e-05
Position 1537: 6.525279019962083e-05
Position 3555: 6.044415231736736e-05
Position 1902: 5.193671486904176e-05
Position 310: 3.867553299324434e-05
Position 4612: 3.5640210946518057e-05
Position 1742: 3.041089958218961e-05
Position 2595: 2.920484002404219e-05
Position 662: 2.0780978154261365e-05
Position 1369: 2.0496049208972856e-05
Position 4080: 1.8006565478332135e-05
Position 4099: 1.7825099089062272e-05
Position 624: 1.556465869126292e-05
Position 1001: 1.2273762429071255e-05
Position 219: 8.149265809100568e-06
Position 6637: 4.485219135054544e-06
Position 195: 3.6931463476688366e-06
Position 850: 3.2131310205752735e-06
Position 6587: 3.0882471678283055e-06
Position 6996: 2.435600442536264e-06
Position 6676: 2.039919573909386e-06
Position 778: 1.8733447017875598e-06
Position 609: 1.3898198250520722e-06
Position 819: 1.2394266182897847e-06
Position 199: 1.0218190772896865e-06
Position 1017: 1.005289851431244e-06
Position 904: 9.286182601884357e-07
Position 337: 8.334507342582034e-07
Position 722: 8.306103808806091e-07
Position 783: 7.374173104215348e-07
Position 1864: 6.78339459506723e-07
Position 407: 6.511216939795811e-07
Position 840: 6.246823924373296e-07
Position 1296: 3.947856344960459e-07
Position 314: 2.5347926840255776e-07
Position 362: 1.5975473236028684e-07
Position 329: 1.3256976399923896e-07
Position 205: 1.3039700151379338e-07
Position 216: 6.571843836150505e-08
Position 1170: 4.7843730540637335e-08
Position 1179: 2.3155983289140987e-08
Position 1483: 2.2210445697885028e-08
Position 1224: 2.1787907302653527e-08
Position 375: 2.1327091583069505e-08
Position 1269: 1.6179512378678417e-08
Position 317: 1.4178520664402106e-08
Position 115: 4.5016287643039624e-10
Position 152: 3.895087856564388e-10
Position 111: 3.866441247482924e-10
Position 141: 3.776501148052575e-10
Position 371: 5.4011898547377374e-11
Position 397: 3.7601074716869885e-11
Position 134: 2.8128024912241728e-11
Position 167: 3.015905316000969e-12
Position 98: 5.886701001859871e-13
