Gene = Fuz
Position 28: 6.166947008794263e-05
Position 276: 6.06337228751048e-05
Position 509: 5.9442216495581585e-05
Position 1681: 5.665613518342205e-05
Position 389: 4.7332415365184325e-05
Position 211: 3.954814644256103e-05
Position 567: 3.834845710805101e-05
Position 3026: 3.443122510271027e-05
Position 305: 2.5281044480792057e-05
Position 14: 1.9354729924879672e-05
Position 246: 1.926657200665812e-05
Position 676: 1.7117286408136606e-05
Position 906: 1.3467993323932727e-05
Position 662: 1.1817882505575641e-05
Position 1583: 6.871363292716823e-06
Position 1572: 2.9916346775632534e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1440: 0.9092428210197127
Position 2696: 0.8912626638590242
Position 4053: 0.6652082142190633
Position 2905: 0.620492416748223
Position 467: 0.6075874599968001
Position 1181: 0.5568169118334741
Position 2423: 0.45047046766576243
Position 3232: 0.386635325388531
Position 835: 0.3749045622026356
Position 3094: 0.272072773083851
Position 1141: 0.16439774748397035
Position 4477: 0.15253628908447314
Position 1049: 0.12321233984725566
Position 2436: 0.121787204374946
Position 2372: 0.09499855334526178
Position 3666: 0.09086008347914275
Position 2484: 0.07410875746713824
Position 3307: 0.07269228106820569
Position 2707: 0.058528771435671346
Position 2445: 0.054834087819815816
Position 2970: 0.04861576581463903
Position 1826: 0.046922781430016526
Position 3417: 0.04177909414679629
Position 2406: 0.034043164553494085
Position 2858: 0.02769286483221749
Position 728: 0.024837680500455997
Position 1419: 0.024093601615557615
Position 3063: 0.02282640512648748
Position 3249: 0.0220547529146842
Position 789: 0.021180277307271688
Position 3073: 0.019527708087564037
Position 725: 0.018758692277717155
Position 3899: 0.015703577960149644
Position 501: 0.01446080877605796
Position 1014: 0.014033879218936824
Position 2839: 0.013303694209930573
Position 2290: 0.012210350820513418
Position 221: 0.011900263913433434
Position 1463: 0.011867978744817086
Position 1711: 0.010073626238247594
Position 1084: 0.009196360255069907
Position 2577: 0.0090116468766971
Position 3234: 0.008787157095028142
Position 4033: 0.008198713031802625
Position 984: 0.007736138141667613
Position 283: 0.006606483369969706
Position 1749: 0.005213004048198412
Position 3266: 0.005183054798850623
Position 1445: 0.004756818222800415
Position 2926: 0.004560110881060938
Position 3254: 0.00419545951049052
Position 3563: 0.004001944619771867
Position 2523: 0.003950086943263669
Position 2505: 0.003285300365411055
Position 1679: 0.003230409686355549
Position 4128: 0.00320995053654839
Position 3421: 0.002932957462544675
Position 518: 0.0027529198797229303
Position 3474: 0.002539790731281243
Position 1331: 0.002056213467723469
Position 3143: 0.0020403747203883113
Position 3000: 0.0018542613280990842
Position 255: 0.0018274990850710273
Position 1383: 0.001804070659446061
Position 2873: 0.0017109319759007818
Position 2984: 0.0016548315985224402
Position 3626: 0.0015809715016280482
Position 3530: 0.0015575905168429287
Position 3036: 0.0015338382315348141
Position 2792: 0.001485894434460763
Position 4059: 0.0014811068998104315
Position 863: 0.0013908906187000585
Position 4167: 0.001375007795671459
Position 228: 0.0012431157776454443
Position 2780: 0.001135812327376283
Position 3152: 0.0011169966960062577
Position 3490: 0.0010654082352181714
Position 3571: 0.001014624946564322
Position 3081: 0.0009590654790506958
Position 1202: 0.0009023215718775569
Position 2330: 0.0007831250034224047
Position 3738: 0.0007581726916449621
Position 2741: 0.0006153143685044257
Position 399: 0.0005283850098194274
Position 1958: 0.000493151830164651
Position 1354: 0.00033996234954082724
Position 989: 0.00032083714205355537
Position 2045: 0.0003091308375277123
Position 1655: 0.0003035181727469552
Position 3432: 0.00028284218342778224
Position 1793: 0.00023777850525380764
Position 693: 0.00023158387030236308
Position 258: 0.00022715702052675732
Position 1152: 0.00021773882162627275
Position 1052: 0.00020370923457220416
Position 1789: 0.00019340841729988454
Position 1227: 0.00017219230086408605
Position 547: 0.0001566858389827623
Position 1480: 0.0001352049802911568
Position 589: 0.00013466154201729113
Position 1900: 0.00011412575921114643
Position 3017: 0.00010790734632672383
Position 348: 8.891050337283263e-05
Position 2811: 6.540729601978203e-05
Position 372: 5.920940960683214e-05
Position 1940: 5.794680665975971e-05
Position 866: 5.7891563237544426e-05
Position 641: 5.0829860992926956e-05
Position 2167: 5.075872879181779e-05
Position 954: 5.0005911619841145e-05
Position 567: 4.581791942765173e-05
Position 252: 2.817548750779236e-05
Position 384: 2.6218916608029622e-05
Position 1022: 2.589012975492483e-05
Position 2006: 1.807784016830992e-05
Position 555: 1.4224476359789394e-05
Position 315: 1.041207896466622e-05
Position 430: 9.149431300441447e-06
Position 735: 8.990153386476994e-06
Position 442: 6.047818860619704e-06
Position 121: 3.481320735787052e-06
Position 438: 3.2494968952837753e-06
Position 1373: 2.672157652569849e-06
Position 742: 2.4719641255224995e-06
Position 760: 2.415378269258061e-06
Position 1528: 2.2620113532318606e-06
Position 421: 1.9523291712562816e-06
Position 1593: 1.8392423943497667e-06
Position 357: 1.8167560326394994e-06
Position 172: 6.96317169473905e-07
Position 662: 3.590616264509398e-07
Position 608: 1.3412326146357656e-07
Position 142: 7.550635663187747e-08
Position 747: 6.474021065150188e-08
Position 88: 4.561991023254777e-08
Position 1831: 2.0266695081793357e-08
Position 327: 1.083361649476532e-08
Position 355: 3.6660866668125567e-09
Position 184: 2.37732664255321e-09
Position 352: 1.375652796181559e-09
Position 135: 5.171896538047939e-10
Position 133: 4.768903987764198e-10
Position 195: 4.531758716902323e-10
Position 365: 1.9368842339069806e-10
