Gene = Hykk
Position 452: 9.889614515664455e-07
Position 1875: 3.781739551064365e-07
Position 747: 4.454126964910791e-08
Position 751: 3.3967375900713924e-08
Position 755: 3.259357283303909e-08
Position 759: 2.928012033965041e-08
Position 763: 9.33650749863819e-09
Position 1302: 2.2494656016125174e-09
Position 592: 1.2860577537826141e-09
Position 340: 1.1790178633701859e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19855: 0.9607434726044403
Position 13411: 0.8258575835735684
Position 7463: 0.44694613818058193
Position 4911: 0.40615885187777767
Position 4965: 0.3518671485607105
Position 482: 0.2987506761524966
Position 21101: 0.2775519562373192
Position 3190: 0.22004294591365042
Position 20985: 0.21708567604290388
Position 24856: 0.19984459174734948
Position 963: 0.18290638301459464
Position 21486: 0.15001399753214853
Position 2751: 0.12514058711526657
Position 5699: 0.10062970708269786
Position 5744: 0.08370961442426182
Position 355: 0.08320236839699686
Position 20410: 0.08237926102007635
Position 5124: 0.0518219671807379
Position 4876: 0.044110637696362795
Position 4731: 0.03469284719346423
Position 3447: 0.010608597661319658
Position 16740: 0.010484995736220372
Position 301: 0.00973168589723647
Position 2357: 0.009191445543118262
Position 452: 0.008238435276932401
Position 457: 0.005584516446386442
Position 3274: 0.004420701180308745
Position 2448: 0.0034105605041382524
Position 2794: 0.0026171976937015575
Position 930: 0.0020154213000912265
Position 359: 0.0020071182421274635
Position 988: 0.001672015170244497
Position 5302: 0.0016309567158469523
Position 1808: 0.0015231524759439102
Position 497: 0.0014214240915864302
Position 2251: 0.001352481404985851
Position 490: 0.0013521983766615513
Position 404: 0.0012389348507481103
Position 8021: 0.0009487355614761253
Position 4198: 0.0008488430603507437
Position 1024: 0.0007667180974022348
Position 435: 0.0007339692046301154
Position 5120: 0.000715746749938494
Position 297: 0.000519363181239223
Position 681: 0.0002871310960887877
Position 1389: 0.0002584616142848877
Position 5190: 0.00025122306730306223
Position 9347: 0.00020871105636723335
Position 1168: 0.00019892208341786675
Position 933: 0.00015994534763552745
Position 2804: 0.0001586706234712885
Position 500: 0.00010636474756142055
Position 1586: 9.874769627803949e-05
Position 2380: 8.707827061134257e-05
Position 2426: 7.82512434480491e-05
Position 5306: 7.139382240034258e-05
Position 1476: 6.72981328606881e-05
Position 5970: 6.209981872522736e-05
Position 7800: 5.767712751158085e-05
Position 636: 5.2294483105008876e-05
Position 569: 4.835655883381392e-05
Position 3980: 4.335013137959371e-05
Position 3941: 4.074149672134288e-05
Position 1271: 3.391261504480457e-05
Position 3692: 2.8309110409823926e-05
Position 902: 2.4037614029678198e-05
Position 280: 2.305557191854036e-05
Position 180: 2.2649375474225204e-05
Position 270: 1.7614521932817425e-05
Position 1148: 1.5088966100303437e-05
Position 2180: 1.0998000955147723e-05
Position 2033: 8.116813927182083e-06
Position 1106: 7.879916832631162e-06
Position 641: 1.4003050206770152e-06
Position 514: 8.853859934185933e-07
Position 406: 5.269277700757503e-07
Position 399: 5.153119969028202e-07
Position 502: 5.11618723336011e-07
Position 518: 2.546604493962676e-07
Position 215: 2.413465052678218e-07
Position 430: 2.1856264580265849e-07
Position 375: 1.6627413697657696e-07
Position 415: 1.6508550747145895e-07
Position 1725: 1.3592722609690557e-07
Position 1851: 1.2902251692830432e-07
Position 192: 1.0168294019577822e-07
Position 371: 5.292134827488779e-08
Position 643: 4.5748071234398455e-08
Position 423: 4.3442922996999954e-08
Position 995: 3.885202899065642e-08
Position 198: 3.644981376072716e-08
Position 229: 3.020896848638495e-08
Position 530: 1.4074598505226499e-08
Position 121: 8.616859329346974e-09
Position 816: 6.317769841423375e-09
Position 222: 5.6365400988910495e-09
Position 118: 6.701852192944831e-10
Position 208: 3.5802826642933147e-10
Position 572: 1.4514703581298427e-10
Position 537: 5.695637285937398e-11
Position 526: 3.3791276870475e-11
