Gene = Mei4
Position 732: 5.180745620646776e-06
Position 230: 4.60336577953558e-06
Position 718: 3.7179121357116056e-06
Position 114: 3.3660541929791583e-06
Position 701: 3.319179368934696e-06
Position 366: 2.9453026155724925e-06
Position 264: 2.9405729209007013e-06
Position 181: 2.717404443266631e-06
Position 519: 2.330807501886581e-06
Position 1240: 2.248887681290408e-06
Position 1528: 1.9194348794907342e-06
Position 144: 1.9127405466418484e-06
Position 223: 1.9115879216749694e-06
Position 1622: 1.7460920464932936e-06
Position 1352: 1.3808779568372e-06
Position 1159: 7.183656479927593e-07
Position 164: 2.9560538290865604e-07
Position 351: 1.1034020590631628e-07
Position 510: 6.686973112002432e-08
Position 344: 6.639104332650312e-08
Position 533: 5.7612912839396144e-08
Position 501: 4.603821587420366e-08
Position 339: 2.9548675900956353e-08
Position 337: 2.924742285513309e-08
Position 213: 2.2322056652971106e-08
Position 142: 1.920313692265035e-08
Position 370: 1.6891138100710083e-08
Position 557: 1.6498356362226295e-08
Position 349: 9.204971903050222e-09
Position 15: 3.285746380652854e-09
Position 940: 5.082397074059968e-10
Position 424: 2.7006833734001815e-12
Position 450: 2.3264328221373705e-12
Position 503: 1.5662313958711781e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5842: 0.7959158376612397
Position 9608: 0.4498142397337553
Position 6121: 0.28534588152170354
Position 12909: 0.20973777961720624
Position 8505: 0.17635710566249838
Position 8296: 0.15162640072182662
Position 1668: 0.10700457983640389
Position 6365: 0.0935166692337698
Position 1794: 0.0902290104419708
Position 6079: 0.0896637766508604
Position 9158: 0.0741024860413694
Position 11719: 0.06854547955338565
Position 12220: 0.0682332185439967
Position 4072: 0.04132161412808227
Position 10514: 0.035943702622350276
Position 9322: 0.030023044342206644
Position 4134: 0.02143799431081936
Position 6411: 0.017451742797206515
Position 6047: 0.016123108739297183
Position 11339: 0.015235951596752029
Position 1527: 0.014303069497484907
Position 1591: 0.012667566155247107
Position 13794: 0.011565691439232827
Position 6091: 0.01147848315276131
Position 953: 0.01114788959222857
Position 9356: 0.009381463095356042
Position 2142: 0.009253086055726615
Position 5784: 0.009204115982636615
Position 10423: 0.008114395502544435
Position 14711: 0.007428034457322054
Position 1676: 0.0068280399587615495
Position 6126: 0.006308945029347681
Position 1765: 0.005836602325973679
Position 1747: 0.00497449481086645
Position 5418: 0.004896052929128654
Position 3076: 0.00489038884684757
Position 3241: 0.004855538802114041
Position 9925: 0.004765636790920401
Position 13650: 0.004718783447103527
Position 7270: 0.00435710472081849
Position 1789: 0.003727531815448084
Position 6490: 0.0028531415728384954
Position 12516: 0.0027522510274615867
Position 364: 0.0027173316757969426
Position 9964: 0.002643958359910322
Position 8239: 0.002486685494421073
Position 6997: 0.0024797275210546982
Position 9798: 0.0024128743994167538
Position 443: 0.0023894858857255565
Position 7306: 0.002303605211354168
Position 7671: 0.00195238647977019
Position 1502: 0.0017707616188176471
Position 9294: 0.0017439940228428652
Position 1800: 0.0017170874904706163
Position 6648: 0.001662726198439277
Position 5247: 0.0016450500842384505
Position 597: 0.0016348916958558322
Position 1616: 0.0015698879121411155
Position 8006: 0.0015577033943978923
Position 2037: 0.0013662297794076934
Position 2884: 0.0013627871057555723
Position 978: 0.0012296210952941128
Position 6971: 0.0010536703710647079
Position 3148: 0.0010149362430105589
Position 625: 0.0008685774260330469
Position 6598: 0.000788969023135279
Position 4731: 0.0007253845463714965
Position 7428: 0.0007203953550412953
Position 5158: 0.0006982507942542302
Position 8377: 0.0006843961192634555
Position 1564: 0.0006810205064957788
Position 8353: 0.0006024781704506524
Position 8545: 0.000587762618849788
Position 1142: 0.000535814854924689
Position 4604: 0.0004187110402025032
Position 1682: 0.0003988141382798306
Position 1830: 0.0003470570326189006
Position 2320: 0.0003467882360367454
Position 8057: 0.000343452282858228
Position 475: 0.0003279943390886799
Position 4138: 0.0003067059103012259
Position 3247: 0.00028746041144566363
Position 934: 0.00026397700333003187
Position 6523: 0.0002611159910279926
Position 1539: 0.0002567436814238238
Position 1847: 0.00023776784068137028
Position 603: 0.0002296792372954837
Position 939: 0.0002188974164896568
Position 1227: 0.00021818982670798994
Position 3031: 0.0001971473378237106
Position 6694: 0.00019492355044914837
Position 840: 0.00013780468453530737
Position 2093: 0.0001209533859453318
Position 471: 0.00011239532150557605
Position 2019: 9.340611850194558e-05
Position 2041: 8.94384344000011e-05
Position 392: 7.807711004377103e-05
Position 553: 7.571819055805124e-05
Position 1281: 7.359066407951251e-05
Position 1252: 6.903844677505604e-05
Position 3716: 6.177158862451571e-05
Position 3615: 5.820901361926088e-05
Position 783: 5.232378955280239e-05
Position 1177: 3.5045339010782514e-05
Position 2395: 3.366858664059692e-05
Position 1305: 2.355569392781703e-05
Position 1444: 1.5580604175007065e-05
Position 1003: 1.4672199811417306e-05
Position 571: 1.1742504195904664e-05
Position 422: 7.731725059437507e-06
Position 3325: 5.737654780869241e-06
Position 575: 5.615618952856694e-06
Position 519: 5.244130668277987e-06
Position 577: 3.878606157046218e-06
Position 1477: 3.828483946245331e-06
Position 599: 3.470740137809766e-06
Position 394: 3.282514807035647e-06
Position 811: 2.7868016642487196e-06
Position 366: 1.8402347603419799e-06
Position 497: 1.682929212229043e-06
Position 417: 1.4677193455697395e-06
Position 1386: 7.531818041471208e-07
Position 296: 6.386820808627116e-07
Position 863: 2.0573300420690144e-08
Position 802: 1.772983709916747e-08
