Gene = Ubl3
Position 10890: 0.013349895247115582
Position 677: 0.010479058962803788
Position 1068: 0.00993646655136521
Position 2282: 0.009589296240996305
Position 4390: 0.00874236066355282
Position 1229: 0.008498154395411859
Position 11310: 0.008179405390905673
Position 1421: 0.008043403470729227
Position 3144: 0.007885387610073636
Position 9359: 0.007539560338045136
Position 6940: 0.006449894225380419
Position 2301: 0.00558884099496573
Position 745: 0.004194562520866718
Position 4859: 0.004032748259003479
Position 1022: 0.003988814008156406
Position 5202: 0.002706055464192866
Position 3459: 0.002560314760198119
Position 1450: 0.0024917779548523184
Position 2352: 0.002443265761874348
Position 6956: 0.0024155720214345984
Position 2218: 0.0023911120158290177
Position 1338: 0.002178475892003755
Position 617: 0.0021061780183832066
Position 3017: 0.001706398443191419
Position 1894: 0.001696325770705416
Position 7963: 0.0016572651562812139
Position 1760: 0.0013957850150074919
Position 3545: 0.0010735801351232964
Position 6721: 0.0010472492840262605
Position 2370: 0.0009565243975792927
Position 2028: 0.0009409911030384521
Position 774: 0.0008349104422197432
Position 682: 0.0008217403090983214
Position 2054: 0.0007650850667948696
Position 3410: 0.0007359125311286888
Position 2626: 0.0007293523619149467
Position 2979: 0.0006790353527415803
Position 4481: 0.0006525350638635083
Position 3272: 0.0006206634661938472
Position 3037: 0.000567017318033648
Position 5406: 0.0005283157962795572
Position 4819: 0.0003940778933512606
Position 3092: 0.0003805166149737799
Position 1554: 0.00029591897847437417
Position 559: 0.00026449152642583353
Position 1032: 0.0001421787426646379
Position 1018: 0.0001285710522113872
Position 797: 0.0001138412859287159
Position 910: 6.313102438905627e-05
Position 1110: 5.6255110544066376e-05
Position 487: 3.9089059509692074e-05
Position 578: 1.8633411011822246e-05
Position 588: 1.021357264335163e-05
Position 490: 5.529060228806511e-06
Position 1077: 3.7629826810367e-06
Position 714: 3.550628528623581e-06
Position 983: 3.0226032923879374e-06
Position 725: 1.7649944964305712e-06
Position 690: 1.3793183725023897e-06
Position 564: 1.2584888948302886e-06
Position 2115: 6.652990392750234e-07
Position 246: 5.445909971796022e-07
Position 440: 5.305034331619026e-07
Position 1043: 5.062506739294135e-07
Position 1156: 1.2244554665736695e-07
Position 265: 3.2968208998191537e-08
Position 308: 2.9806098470044484e-08
Position 355: 8.648977345621034e-09
Position 316: 5.107594379313893e-09
Position 357: 4.805024410420466e-09
Position 187: 7.22561967146412e-13
Position 323: 4.860324603965201e-13
