Gene = Alkal1
Position 837: 9.037384199424066e-07
Position 260: 8.358740627695346e-07
Position 1295: 2.5430934934782934e-07
Position 1014: 1.5607432155785614e-07
Position 647: 1.272528938418952e-07
Position 1319: 1.2265764343546778e-07
Position 190: 1.2200144822604868e-07
Position 1021: 8.95241518557677e-08
Position 1341: 5.350981720271054e-08
Position 374: 4.3247859714984093e-08
Position 890: 4.21650878388391e-08
Position 279: 1.8771483194011667e-08
Position 234: 1.779583706916057e-08
Position 81: 1.0534483967861797e-08
Position 95: 9.790823975745549e-09
Position 2449: 5.105168029394086e-09
Position 202: 3.495294913854275e-09
Position 334: 3.0296447215284774e-09
Position 841: 2.878639483405327e-09
Position 207: 2.1308529578779487e-09
Position 876: 1.010710138136145e-09
Position 360: 9.032669379792557e-10
Position 388: 8.641164156581475e-10
Position 859: 7.36450344562742e-10
Position 351: 6.838245847968604e-10
Position 861: 6.674858389206262e-10
Position 215: 5.998997357291908e-10
Position 908: 5.698325441697334e-10
Position 913: 5.64942454944971e-10
Position 395: 5.635779004137739e-10
Position 921: 5.112482849921647e-10
Position 127: 4.6063604571806777e-10
Position 892: 3.501733534199914e-10
Position 204: 3.2612023486712183e-10
Position 229: 3.077477052500666e-10
Position 385: 2.6610286431919674e-10
Position 393: 2.2048418367466424e-10
Position 281: 1.7760227787394674e-10
Position 390: 1.629845320952131e-10
Position 296: 1.0176925803156964e-10
Position 241: 8.482498504288834e-11
Position 239: 7.91168210664881e-11
Position 109: 7.2451687045866e-11
Position 132: 5.7633350000647586e-11
Position 291: 7.820565192486746e-12
