Gene = Hrk
Position 13020: 0.07982680035295399
Position 4423: 0.07314543504046245
Position 2460: 0.06863275587064546
Position 8165: 0.06119168217651988
Position 10302: 0.06060210952015902
Position 2744: 0.059673233988584116
Position 2727: 0.0570958395397699
Position 2602: 0.05183324176972167
Position 7634: 0.044491986613214934
Position 1341: 0.040638649986238395
Position 1593: 0.039799145088777736
Position 4393: 0.03297294764066496
Position 2820: 0.03221205893939847
Position 1766: 0.030310567451502457
Position 15065: 0.030276947386091872
Position 1431: 0.028535749287228924
Position 1823: 0.01894400393902501
Position 12093: 0.017206284984706322
Position 1535: 0.015740793149367792
Position 1393: 0.01402994442507538
Position 6715: 0.013305337886540718
Position 9547: 0.012746996522770964
Position 6872: 0.010511867362902228
Position 7879: 0.009671648911225968
Position 7769: 0.00960712551216863
Position 9390: 0.008883248304937391
Position 6982: 0.00884104201562573
Position 2295: 0.007331771090030759
Position 1539: 0.006776094726207428
Position 1090: 0.005817938958240553
Position 1831: 0.0054826076628456035
Position 2570: 0.004080389667135853
Position 3548: 0.0026351068255280616
Position 3170: 0.002020192315894856
Position 987: 0.001658108305851503
Position 2971: 0.0014482259237333164
Position 1046: 0.0012445585836703872
Position 1736: 0.0011868520876787095
Position 4397: 0.001096134343726084
Position 2115: 0.0008821027867547894
Position 2836: 0.0007748246256556764
Position 1233: 0.00045014470089028047
Position 1873: 0.0003350019021105247
Position 1721: 0.0002591828943688008
Position 1778: 0.00023117607010400182
Position 1976: 0.00021091936105384682
Position 1440: 0.0001953970054323825
Position 1509: 0.00013195084836179673
Position 496: 0.00010610866976179475
Position 380: 6.409201945291504e-05
Position 1501: 4.9171538537101375e-05
Position 6369: 4.3733698551997276e-05
Position 1242: 3.867946396925868e-05
Position 1955: 3.761724893675737e-05
Position 1272: 3.7024223180635624e-05
Position 1278: 2.7539644378508324e-05
Position 268: 2.0437110319788306e-05
Position 6337: 1.4924973010393003e-05
Position 1245: 1.1979591078542456e-05
Position 300: 1.1098923858008613e-05
Position 1551: 3.6086767148718716e-06
Position 2006: 2.5239016620338313e-06
Position 1350: 1.9003669764169377e-06
Position 352: 1.6433615491659964e-06
Position 148: 1.1768622290265403e-06
Position 306: 4.1773407210892703e-07
Position 374: 2.232119142871792e-08
Position 447: 1.9812748020538176e-08
Position 357: 1.2939268569111406e-08
Position 363: 1.1314306875561997e-08
Position 313: 9.94485144599208e-09
Position 127: 6.921641452335613e-09
Position 427: 6.858200630734412e-09
Position 393: 3.886824801478521e-09
Position 411: 1.7939637249301537e-09
Position 417: 1.1105492628927313e-09
Position 423: 6.005450002673866e-10
Position 441: 2.931657885535645e-10
Position 403: 2.371117885504089e-10
Position 405: 3.936538080437959e-11
Position 163: 1.2695667816886733e-11
Position 1515: 5.4686078358039635e-12
Position 1294: 3.2714941225457428e-12
Position 1291: 3.1964599288248378e-12
