Gene = Angptl8
Position 615: 4.543346776698959e-05
Position 222: 3.943849279993709e-05
Position 516: 3.7932067208516817e-05
Position 1820: 3.1573208421418034e-05
Position 1215: 3.157275711991813e-05
Position 1721: 3.143652242822787e-05
Position 1279: 2.9484586160666033e-05
Position 1769: 2.8653482744707095e-05
Position 541: 2.8161698705370813e-05
Position 713: 2.797765432296233e-05
Position 751: 2.6372989338495335e-05
Position 760: 2.1121933215376584e-05
Position 1041: 2.0796663023957767e-05
Position 1408: 2.0246129506147182e-05
Position 1829: 2.0215319475405242e-05
Position 1085: 2.0028140660563e-05
Position 766: 1.956145257034997e-05
Position 780: 1.9068458929321325e-05
Position 963: 1.8337425969855303e-05
Position 769: 1.814109540208209e-05
Position 776: 1.4999190756387511e-05
Position 703: 1.4992877145310139e-05
Position 1289: 1.4640953987058443e-05
Position 1827: 1.2795321418792595e-05
Position 1661: 1.082400526098856e-05
Position 1222: 1.051091488569144e-05
Position 1431: 9.152624976905389e-06
Position 725: 8.756536395185451e-06
Position 191: 8.263516392680085e-06
Position 334: 7.802623654211814e-06
Position 567: 7.249451072960817e-06
Position 582: 7.18569969039569e-06
Position 833: 6.645279063091188e-06
Position 1401: 6.3633041239377285e-06
Position 1750: 5.927473761596328e-06
Position 1220: 5.090669594430087e-06
Position 274: 4.97086098284992e-06
Position 304: 4.2517773300766855e-06
Position 1262: 4.249996593665452e-06
Position 1724: 4.17921136901473e-06
Position 143: 4.0376116162617974e-06
Position 938: 4.007008462459088e-06
Position 993: 3.9593286837907225e-06
Position 523: 3.926585877207698e-06
Position 977: 3.0655253640497088e-06
Position 248: 2.7619227423572627e-06
Position 599: 2.4258437457127353e-06
Position 716: 2.411488846348755e-06
Position 719: 2.3097181500649324e-06
Position 747: 2.2958042162069837e-06
Position 550: 2.2512709853995836e-06
Position 363: 2.0181280074344473e-06
Position 1731: 1.740390379386431e-06
Position 1747: 1.4840081723237725e-06
Position 176: 1.3163635468299344e-06
Position 288: 1.2257516186731526e-06
Position 224: 8.609167009839511e-07
Position 1063: 8.322181942300684e-07
Position 1054: 8.17383723217189e-07
Position 204: 7.845628422486675e-07
Position 252: 5.188896757260914e-07
Position 1057: 4.810845398818283e-07
Position 194: 4.435638406106414e-07
Position 262: 4.0382792787397694e-07
Position 170: 3.884976504762194e-07
Position 148: 3.3917560033322337e-07
Position 89: 1.3202874610263922e-07
Position 277: 6.012395737990446e-08
Position 298: 2.5267577234178907e-08
Position 558: 1.801898327212627e-08
Position 256: 1.2987057898987467e-08
Position 803: 1.1175994241026962e-08
Position 178: 1.022636995124809e-08
Position 107: 5.3876849198994506e-09
Position 521: 4.361647127586063e-09
Position 835: 3.878671785551974e-09
Position 572: 2.326791635807366e-09
Position 91: 2.05534539731933e-09
Position 95: 1.7101648771194914e-09
Position 317: 1.5473561851825898e-09
Position 309: 9.764782838124919e-10
Position 339: 4.688681994898927e-10
Position 341: 3.4403620632307604e-10
Position 109: 2.7154554976099416e-10
Position 589: 4.441493070495335e-11
