Gene = Hcst
Position 1235: 0.00010549525930278998
Position 1221: 0.00010183325096986635
Position 702: 9.575478147487414e-05
Position 574: 9.429361581904823e-05
Position 861: 7.900280093811988e-05
Position 593: 7.859259755908748e-05
Position 473: 7.722044133486019e-05
Position 1812: 7.683571396552199e-05
Position 1856: 7.64700872384392e-05
Position 870: 6.958849437433545e-05
Position 801: 6.78913621303056e-05
Position 202: 5.734474821595237e-05
Position 1127: 4.144981382431917e-05
Position 363: 3.306864024477448e-05
Position 970: 2.4642937060928735e-05
Position 1026: 1.5171289280932263e-05
Position 1049: 1.224295213516194e-05
Position 314: 1.181403120684228e-05
Position 372: 1.0649931779875055e-05
Position 1061: 9.97894845830496e-06
Position 995: 9.348167358922056e-06
Position 1006: 8.762925027501493e-06
Position 931: 5.4681904407817255e-06
Position 270: 5.0586506760523515e-06
Position 584: 4.10934431890074e-06
Position 963: 3.175404035789978e-06
Position 385: 2.5841825403606712e-06
Position 929: 2.1674994680022707e-06
Position 894: 1.987216452787263e-06
Position 74: 1.1555878531274807e-06
Position 94: 6.871746014634963e-07
Position 989: 4.019400755378188e-07
Position 120: 3.706355228944486e-07
Position 1539: 2.5292570889393276e-07
Position 876: 8.931626599402395e-08
Position 544: 4.709036722159028e-08
Position 586: 3.095996543089911e-08
Position 611: 1.8466251593771296e-08
Position 204: 1.492389226526078e-08
Position 591: 1.2915734043086999e-08
Position 180: 6.0767570369461196e-09
Position 210: 3.979908332216155e-09
