Gene = Medag
Position 2213: 0.00038117499647207686
Position 1157: 0.0002853772313424527
Position 2509: 0.0002790728286866546
Position 1264: 0.0002686424481807894
Position 2561: 0.00023872081622509963
Position 321: 0.0002218578100917281
Position 1222: 0.00020629943393385644
Position 5328: 0.000181909447196781
Position 3683: 0.00011668577042165358
Position 539: 0.00011357670898578887
Position 1007: 0.0001129333916238384
Position 3870: 8.911074622268173e-05
Position 2899: 7.90316678691777e-05
Position 2249: 6.529392126978283e-05
Position 213: 4.8055265343244e-05
Position 952: 4.539245180979753e-05
Position 202: 4.521979386106554e-05
Position 477: 4.5218662198146394e-05
Position 825: 4.0931648853581905e-05
Position 596: 3.8738306340850914e-05
Position 929: 3.1971250427979714e-05
Position 221: 3.0111796981318075e-05
Position 1038: 2.653800886859509e-05
Position 249: 2.6366761190692598e-05
Position 168: 2.4766897837503047e-05
Position 3438: 1.457357549152583e-05
Position 1768: 1.4344649269201711e-05
Position 1237: 4.98048375377775e-06
Position 648: 4.519921485578805e-06
Position 793: 4.164968285470531e-06
Position 206: 3.977073620615053e-06
Position 2162: 3.000488340858209e-06
Position 590: 2.4373785000224075e-06
Position 147: 2.1511232125393312e-06
Position 215: 1.503331949748255e-06
Position 1598: 1.2772645607340985e-06
Position 227: 7.963718399325556e-07
Position 943: 6.723882538208207e-07
Position 504: 5.436951942290359e-07
Position 1776: 3.790521094832557e-07
Position 161: 2.73780088808231e-07
Position 141: 1.9793054794931927e-07
Position 72: 6.3560054497268e-08
Position 857: 4.069160123236703e-08
Position 151: 4.02146195059786e-08
Position 651: 3.752337775646413e-08
Position 510: 3.6139113465472116e-08
Position 721: 2.001871955142173e-08
Position 100: 1.5262500020878497e-08
Position 506: 6.386393594940806e-09
Position 83: 3.6900037764180132e-09
Position 108: 8.137188564984304e-12
Position 110: 2.456104176981412e-12
Position 120: 2.454869901999049e-12
