Gene = Ost4
Position 1784: 1.2716685035195112e-05
Position 1700: 1.1872953452147117e-05
Position 1494: 1.0258165301743123e-05
Position 1615: 9.906285258048045e-06
Position 507: 9.492368096361461e-06
Position 1763: 9.483892884271205e-06
Position 1686: 8.458937749752827e-06
Position 1322: 8.286225246811175e-06
Position 1869: 8.176929280704346e-06
Position 1770: 8.152650569865172e-06
Position 360: 7.922986093550617e-06
Position 1251: 7.249093847439459e-06
Position 1816: 5.288516276302062e-06
Position 1782: 4.190757759559501e-06
Position 502: 3.7294994238949964e-06
Position 204: 2.784841955386446e-06
Position 357: 2.284578495860297e-06
Position 210: 2.0299430590092825e-06
Position 202: 1.7341495499105718e-07
Position 354: 1.7008561998216985e-07
Position 640: 1.1344907179694547e-07
Position 676: 1.0108335696475703e-07
Position 793: 1.00335388289077e-07
Position 1319: 9.709551805470166e-08
Position 206: 7.653108683996171e-08
Position 687: 7.607301406162791e-08
Position 213: 7.102394027247654e-08
Position 448: 6.315082592506039e-08
Position 489: 5.686315355053508e-08
Position 482: 5.35130293153916e-08
Position 97: 4.188984569605582e-08
Position 1393: 3.3728584546909815e-08
Position 186: 6.65948010704361e-09
Position 138: 4.277041234263191e-09
Position 157: 3.687476322099196e-09
Position 408: 3.4369812700152573e-09
Position 1177: 2.205549050678518e-09
Position 426: 1.4836990520531695e-09
Position 369: 1.2604097291382333e-09
Position 82: 9.463870828076722e-10
Position 115: 2.528758508963211e-10
Position 405: 2.3124868371645662e-10
Position 438: 1.2667427142035479e-10
Position 606: 1.2354610171627815e-10
Position 646: 1.0779815403172655e-10
Position 105: 9.919156319946062e-11
Position 659: 9.218932211021669e-11
Position 644: 8.561077391151124e-11
Position 167: 7.536899561161082e-11
Position 123: 2.289195992004767e-13
Position 415: 5.666857529421034e-14
Position 431: 1.8512030321395677e-14
Position 128: 1.4553113276921934e-14
