Gene = Elof1
Position 3591: 0.0001450923651208873
Position 4171: 0.00014048584854031867
Position 1006: 0.00014042072799822452
Position 3797: 0.00013781067553481766
Position 1782: 7.951190576619363e-05
Position 3678: 5.992632216930504e-05
Position 769: 2.4259506622468182e-05
Position 138: 2.4030405653534823e-05
Position 1027: 1.82854779457483e-05
Position 860: 1.3501047234916651e-05
Position 798: 1.1595665133076529e-05
Position 212: 1.1526878013589488e-05
Position 3578: 1.1366423010584398e-05
Position 688: 1.0822380733266487e-05
Position 3602: 9.911266914328819e-06
Position 1189: 7.668765097374436e-06
Position 934: 5.660296271860421e-06
Position 468: 4.9383108895303585e-06
Position 145: 4.461457731924462e-06
Position 355: 2.927581451275244e-06
Position 480: 2.777435252265243e-06
Position 685: 2.6856624630236134e-06
Position 406: 2.6139279676381356e-06
Position 488: 2.4193405686202742e-06
Position 3689: 2.247399689907291e-06
Position 416: 2.1388940276792755e-06
Position 181: 1.9905750214695506e-06
Position 3515: 4.081969620918454e-07
Position 2107: 3.773270926840582e-07
Position 351: 6.401246989372376e-08
Position 398: 4.9952144371213945e-08
Position 810: 4.817235734411213e-08
Position 907: 3.836852874133644e-08
Position 507: 9.999609922587308e-09
Position 877: 9.913697568063068e-09
Position 517: 1.1108067310567112e-09
Position 450: 4.0180466332532075e-13
