Gene = Psmg3
Position 655: 0.017215377880219533
Position 2863: 0.015483845159876046
Position 988: 0.012082997016261249
Position 872: 0.011593058746168346
Position 3290: 0.011557371715591123
Position 2221: 0.01109284769717543
Position 641: 0.0110562501868521
Position 858: 0.010763156805157523
Position 976: 0.010344737969944971
Position 1398: 0.010171234606761979
Position 693: 0.009718151094371559
Position 2866: 0.009429497282024028
Position 1925: 0.009409543041755165
Position 1163: 0.009256420071816075
Position 1804: 0.009106791097983015
Position 403: 0.00844308635150454
Position 1196: 0.008099420411673722
Position 3043: 0.007990729830012675
Position 3147: 0.007912618900730264
Position 2955: 0.00789039531699664
Position 342: 0.007743586736239798
Position 2283: 0.007601482441830975
Position 423: 0.006399120932093116
Position 2119: 0.0063811100802496825
Position 3037: 0.006323781852589352
Position 574: 0.006041874598844069
Position 464: 0.0049200331869038915
Position 347: 0.004337256466929366
Position 374: 0.004293240428633334
Position 1140: 0.003979679475646965
Position 1807: 0.003758405967907976
Position 2428: 0.0035920157235488216
Position 1045: 0.00354290504425433
Position 1887: 0.0030694227316435617
Position 1631: 0.002871799659609095
Position 1753: 0.0028476637471948583
Position 2632: 0.002757078727675594
Position 924: 0.002400082845941138
Position 1937: 0.002117414732995344
Position 1201: 0.001972742414880113
Position 2163: 0.001904941610030025
Position 2978: 0.0018543377179187322
Position 2181: 0.0018254104580837647
Position 825: 0.0018157638374209373
Position 2137: 0.0018000333461053381
Position 1033: 0.0016769771476064814
Position 714: 0.001642737603826339
Position 3069: 0.001590591755751456
Position 1788: 0.0014029834950552251
Position 2358: 0.0013916097020310251
Position 2392: 0.0013750764378463636
Position 1460: 0.001290640734870309
Position 2845: 0.0012904133539138917
Position 2975: 0.0012369810308473358
Position 2860: 0.0011631034474596674
Position 458: 0.0009704125610510791
Position 532: 0.0009652876636724259
Position 664: 0.0009028862031498407
Position 577: 0.0008802016684925612
Position 380: 0.0008720841437543047
Position 688: 0.0008342068010987825
Position 1549: 0.0008308505079524679
Position 2187: 0.0008211305382997814
Position 1881: 0.0007890290754812436
Position 1517: 0.0007529829826217686
Position 3102: 0.0007208288639939411
Position 677: 0.0006433558300975274
Position 2338: 0.0005905675246392684
Position 1234: 0.0004906401468702441
Position 2095: 0.0004728233965003294
Position 1553: 0.0004057154453590362
Position 751: 0.00039441616170462877
Position 2034: 0.00037489827388192016
Position 326: 0.0003297251335572618
Position 243: 0.0003085089656001512
Position 1415: 0.0002981955376313964
Position 1586: 0.0002616951510984765
Position 584: 0.0002527609941186239
Position 1350: 0.0002500771852631985
Position 1255: 0.00021861118925441177
Position 1079: 0.00021129933919735952
Position 581: 0.00020228128100804074
Position 563: 0.0001823997402083552
Position 932: 0.0001806028212717285
Position 862: 0.0001633331521369902
Position 548: 5.5131366884635266e-05
Position 2873: 4.517167842798403e-05
Position 2778: 1.2891226823232035e-05
Position 718: 5.22493488879881e-06
Position 203: 4.2978431195569e-06
Position 955: 4.001222765230855e-06
Position 168: 3.2437184642409445e-06
Position 240: 1.2654140314200974e-06
Position 737: 9.812233668268072e-07
Position 211: 9.810739922179989e-07
Position 722: 9.014309223542988e-07
Position 140: 6.392045397895976e-07
Position 271: 4.421266948291373e-07
Position 258: 2.831326697731535e-07
Position 215: 9.40890861350358e-08
Position 735: 8.21488190047133e-08
Position 281: 6.315005229693321e-10
Position 119: 5.800047893806933e-10
Position 122: 3.3907896037454097e-10
