Gene = Qprt
Position 3043: 0.00034456880791793504
Position 690: 0.0003261692214123747
Position 578: 0.00031323225308699736
Position 776: 0.0002447292217766811
Position 618: 0.00024096686261502556
Position 14003: 0.00022019563116126
Position 14994: 0.00021821110144473486
Position 1941: 0.00021126131101710695
Position 3732: 0.0001820764682411186
Position 1847: 0.00016048181596696833
Position 389: 0.0001374453899985919
Position 1967: 0.0001260775004671783
Position 3833: 0.00011588112959653524
Position 1926: 0.00011418339646514815
Position 575: 9.876556116041292e-05
Position 3805: 9.72097161503752e-05
Position 7038: 9.608264353631963e-05
Position 4739: 7.142264344994912e-05
Position 1816: 7.093466135089389e-05
Position 14696: 5.235687677996778e-05
Position 1752: 4.810544955236166e-05
Position 1191: 4.661714544715111e-05
Position 3272: 4.2345084200596326e-05
Position 2932: 3.9588379392439016e-05
Position 779: 3.907998901360324e-05
Position 669: 3.096486021778138e-05
Position 2042: 2.4380069575026415e-05
Position 707: 2.4012339496708632e-05
Position 1782: 2.3180248617131065e-05
Position 1588: 1.767377713811734e-05
Position 11433: 1.4170227488236546e-05
Position 3251: 1.3190382660027748e-05
Position 8729: 1.1721917999133542e-05
Position 2779: 1.1041025828481708e-05
Position 10529: 9.080775868055976e-06
Position 3302: 8.608175375253251e-06
Position 2412: 6.4761407246545105e-06
Position 6006: 6.158074683081473e-06
Position 5193: 5.744726086234171e-06
Position 1599: 5.1272567925369765e-06
Position 4211: 5.121197725700197e-06
Position 3011: 4.6946048331621585e-06
Position 2735: 4.569065861215115e-06
Position 10346: 4.199342574239616e-06
Position 1459: 3.822896777372137e-06
Position 8250: 3.090276613096024e-06
Position 1297: 2.944813999809843e-06
Position 5127: 2.853712657474905e-06
Position 9122: 2.564433445199389e-06
Position 2556: 2.546536187157253e-06
Position 4099: 2.535340737549983e-06
Position 1902: 1.9566331787675727e-06
Position 1912: 1.9534503895450474e-06
Position 1368: 1.9159266404577813e-06
Position 8176: 1.650856319180332e-06
Position 4287: 1.598108832373904e-06
Position 1142: 1.4981689654671282e-06
Position 5869: 8.574022971997345e-07
Position 4376: 4.280613011632701e-07
Position 517: 2.24204849611917e-07
Position 2869: 1.7268992026998095e-07
Position 2597: 1.690758054625601e-07
Position 1495: 1.630498654159371e-07
Position 662: 4.0339427031944883e-08
Position 1153: 2.8012351931642445e-08
Position 1872: 2.106479116613682e-08
Position 702: 1.79940462197225e-08
Position 709: 1.0187012907214219e-08
Position 458: 9.68460926947694e-09
Position 235: 6.4866885850770435e-09
Position 752: 5.771925053136882e-09
Position 730: 5.259344211588012e-09
Position 760: 5.232233171812365e-09
Position 620: 4.8952142222120045e-09
Position 723: 4.2424186907436e-09
Position 798: 4.053542699396744e-09
Position 671: 3.5955927926856704e-09
Position 113: 3.55287414174339e-09
Position 1064: 2.1487236183046495e-10
Position 128: 7.144955110073521e-11
Position 117: 2.2153707381835324e-11
Position 469: 4.3852915737689055e-12
Position 474: 2.7060021921020444e-12
Position 77: 1.257937733240501e-12
Position 488: 1.1666159837115823e-12
Position 477: 7.982717791616558e-13
Position 104: 4.347548892454747e-13
Position 90: 1.9899927486188123e-13
Position 92: 1.9455461739827566e-13
Position 81: 2.1925871121918462e-14
