Gene = Bard1
Position 703: 1.2594265885501232e-06
Position 504: 8.739376612758782e-07
Position 521: 8.447857748240697e-07
Position 534: 3.509360039025982e-07
Position 511: 2.9824166426281045e-07
Position 729: 2.940436898919953e-07
Position 502: 2.408417207956387e-07
Position 684: 1.4619789008755014e-07
Position 543: 1.205787955118523e-07
Position 775: 4.28613022291539e-08
Position 1034: 4.276360802101262e-08
Position 724: 2.5488865842013404e-08
Position 721: 1.96309436398363e-08
Position 387: 2.5241251157174538e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4314: 0.5171414531199138
Position 4872: 0.2826354631169853
Position 6081: 0.18974578350083063
Position 554: 0.11886621136677332
Position 5872: 0.11498658596615093
Position 430: 0.09951875461996036
Position 6590: 0.06557380425822232
Position 569: 0.050932860288601826
Position 3133: 0.04754567702356893
Position 5906: 0.044262673407163375
Position 377: 0.04025115300945875
Position 1215: 0.030122688116456298
Position 1274: 0.026066207350672
Position 3051: 0.02024262572388269
Position 9906: 0.01943805206895372
Position 7244: 0.018643342388058867
Position 5550: 0.014157062882522956
Position 8353: 0.013634503284998135
Position 605: 0.012747340251990357
Position 2846: 0.011579070696002506
Position 3092: 0.011151166355436205
Position 3114: 0.010015680896391736
Position 657: 0.009914675484791134
Position 4794: 0.00970026446246533
Position 787: 0.009684745889894774
Position 3071: 0.008911963078314456
Position 401: 0.008426035413425475
Position 2877: 0.00761111872877207
Position 1813: 0.007402232897616456
Position 8994: 0.006662433429233696
Position 9486: 0.006652775242025639
Position 5891: 0.006587535596756307
Position 2297: 0.006298881169584361
Position 8084: 0.006293766279984881
Position 3095: 0.005895775687352611
Position 2416: 0.005687781654583869
Position 5852: 0.005047124276904086
Position 8236: 0.004963326576594287
Position 4972: 0.004576567318344813
Position 3174: 0.004467583772801091
Position 226: 0.003931394430165897
Position 1034: 0.0037792365684866523
Position 2152: 0.0034690175549193774
Position 7896: 0.0034238830209116053
Position 8332: 0.0033050954819066488
Position 1744: 0.0032650811108467267
Position 790: 0.002530586126954904
Position 4456: 0.002339109867190548
Position 2340: 0.0022392083534742775
Position 5381: 0.0018090020954906647
Position 1601: 0.0017895629471032795
Position 4331: 0.0016099555711472447
Position 5848: 0.0015788730724553934
Position 1323: 0.0015349836434364623
Position 2987: 0.0015240722687652382
Position 2259: 0.0014886964995870057
Position 4477: 0.0014703489711358683
Position 1297: 0.0013838577202751666
Position 2382: 0.0013725921092618226
Position 1554: 0.001349790987910707
Position 5641: 0.0011950864037969964
Position 3020: 0.001143384152485813
Position 2596: 0.0010566884510163342
Position 5233: 0.0009653539531417133
Position 938: 0.0009213530846131239
Position 1706: 0.0007508829962641608
Position 4405: 0.0006812642796352982
Position 2782: 0.0006592793138068099
Position 358: 0.000542546821733476
Position 4271: 0.0005341904213257805
Position 3499: 0.0005311608762621023
Position 1185: 0.0005034259432215536
Position 4344: 0.0004926429822532923
Position 3223: 0.0004327003210254517
Position 4215: 0.0004002693657971009
Position 2674: 0.0003293746053233612
Position 631: 0.00030123996045414777
Position 879: 0.0002847756803013422
Position 2683: 0.0002795696918531597
Position 2972: 0.0002714894695971105
Position 2012: 0.0002662637227340186
Position 1965: 0.0002615172479386244
Position 4157: 0.0002550685875870109
Position 2496: 0.00025242443835843723
Position 4097: 0.0002523026365882299
Position 2927: 0.00021700186373454762
Position 1662: 0.0001937941164852066
Position 1106: 0.00019049869373811133
Position 1037: 0.00014393396485689255
Position 2402: 0.00012056847138456912
Position 976: 0.00011655224344294644
Position 1989: 0.00011039937621885689
Position 543: 9.165452873180423e-05
Position 455: 4.50068826258875e-05
Position 458: 4.368371532953259e-05
Position 534: 2.2366111609830775e-05
Position 167: 2.0060066851378763e-05
Position 210: 1.3512708107546044e-05
Position 240: 1.029876828345982e-05
Position 257: 6.968910577315371e-06
Position 272: 2.9922467146701773e-06
Position 275: 2.571896177197425e-06
Position 636: 2.5125759367409804e-06
Position 189: 2.2264270147143727e-06
Position 234: 1.5235278603559175e-06
Position 483: 1.4540625395796642e-06
Position 675: 1.3664109828088176e-06
Position 155: 1.3194842608775925e-06
Position 1329: 5.067054226001243e-07
Position 1399: 3.76585122118849e-07
Position 292: 3.475166665755273e-07
Position 113: 3.1632209948167906e-07
Position 259: 2.9748061697856043e-07
Position 308: 2.605631077003588e-07
Position 97: 1.831824519032799e-07
Position 851: 1.7574592774877545e-07
Position 883: 1.6563016320885566e-07
Position 175: 1.591916986051611e-07
Position 793: 1.1237543715977882e-07
Position 837: 9.41820654460019e-08
Position 502: 8.516101860311752e-08
Position 1760: 4.514536335194904e-08
Position 310: 3.4960401088556148e-09
