Gene = Nkpd1
Position 5412: 0.014617242879142714
Position 2323: 0.014149661086497341
Position 1062: 0.013230573406827054
Position 1963: 0.011821617780406546
Position 2097: 0.010344097606886784
Position 3810: 0.008732011510440733
Position 1403: 0.008449276898360763
Position 4126: 0.007958444198538809
Position 6656: 0.007653843251120307
Position 2112: 0.006925636181277361
Position 6271: 0.006673556397793282
Position 4349: 0.0058037472342547455
Position 5803: 0.005793407286266643
Position 6179: 0.0057395011740781965
Position 6685: 0.00563474249289298
Position 5955: 0.005505542745323619
Position 1139: 0.005444597811910244
Position 4385: 0.005217375489659716
Position 2281: 0.004855543809668745
Position 4602: 0.0041462425064924535
Position 3415: 0.00391978849880601
Position 1333: 0.003899588352764772
Position 254: 0.0038327688125979593
Position 3640: 0.0037436311658105527
Position 6483: 0.0037145310220953664
Position 6814: 0.003407614609931191
Position 1080: 0.003234997156840123
Position 901: 0.0030463304660532163
Position 6607: 0.003042308909122913
Position 4579: 0.0028636691449098173
Position 2034: 0.00269693095536334
Position 5429: 0.0026873738788531446
Position 5286: 0.0025911060759571405
Position 6691: 0.002433359888108468
Position 296: 0.0020628819707156653
Position 604: 0.001982370756462602
Position 5085: 0.0018803155269345876
Position 3067: 0.001871011551993778
Position 739: 0.001816585355501561
Position 1281: 0.0017959359610792162
Position 1236: 0.0017543694304138838
Position 6802: 0.0015252081725616704
Position 3039: 0.001518601242809722
Position 794: 0.0014659578029726998
Position 5146: 0.0014099381365119642
Position 662: 0.001390529612616604
Position 3396: 0.0013882315094404212
Position 1067: 0.0013284033017602372
Position 3111: 0.001268364360213101
Position 4107: 0.0012198616290424436
Position 5053: 0.001165800652500789
Position 2162: 0.0011086540692665542
Position 1257: 0.0011042256819186595
Position 5689: 0.0010010631826020905
Position 5867: 0.0009640015933032253
Position 1089: 0.0009015908476431809
Position 2879: 0.0008442411873784038
Position 1128: 0.0008261015583019586
Position 3470: 0.0007495795278042093
Position 3552: 0.0007284557134630135
Position 2999: 0.0007236863463098042
Position 3581: 0.0007185749581086374
Position 6214: 0.0006480269352347298
Position 3009: 0.0006146898203849933
Position 3045: 0.0006077866966854482
Position 5143: 0.0005631986670063563
Position 563: 0.0005239199068218047
Position 670: 0.0004814049167795794
Position 1241: 0.00040103268474307345
Position 2538: 0.0003766645065502013
Position 3953: 0.00036512955299291525
Position 1211: 0.0003635043346120629
Position 3597: 0.0003493118376635129
Position 3372: 0.00032789103512389947
Position 629: 0.00025965109084535035
Position 2924: 0.00024721988481811447
Position 339: 0.0002333833053137517
Position 1875: 0.0002129624926636874
Position 4045: 0.00019797962628782567
Position 2915: 0.00016468303260834956
Position 2603: 0.0001637951516811719
Position 925: 0.0001632237401949962
Position 1888: 0.00016039342922454156
Position 4522: 0.00015873121989647896
Position 2022: 0.00015286621834730254
Position 840: 0.00015100119258999086
Position 1084: 0.00014683370405446473
Position 1175: 0.00014427602343802695
Position 813: 0.00013843176300091064
Position 1589: 0.00013031070789530993
Position 2345: 0.00012827123749413949
Position 3185: 0.00011885206147008989
Position 1217: 0.00011411334319063904
Position 680: 0.00010833448623387166
Position 2118: 9.068081103543248e-05
Position 275: 8.905677609608853e-05
Position 1860: 8.173714416858302e-05
Position 1122: 7.28943937835414e-05
Position 526: 6.823966218228491e-05
Position 360: 5.746261593698878e-05
Position 577: 5.559382476368242e-05
Position 214: 5.493838225275586e-05
Position 279: 5.460680827773934e-05
Position 1187: 5.2623770931739204e-05
Position 1490: 5.247206916610885e-05
Position 488: 3.3992965417576925e-05
Position 540: 3.1207604433576006e-05
Position 609: 2.943818366640497e-05
Position 407: 2.3152216632471345e-05
Position 3894: 1.6082695514201295e-05
Position 3984: 1.406513530857912e-05
Position 584: 1.269309491631726e-05
Position 748: 8.895817659598082e-06
Position 478: 8.205525180783597e-06
Position 315: 8.173531271289922e-06
Position 500: 7.089312402182597e-06
Position 4418: 6.591114242092765e-06
Position 1145: 6.106519621781205e-06
Position 2242: 5.81354988630442e-06
Position 464: 5.5446604242297755e-06
Position 2287: 5.1585285789916544e-06
Position 2175: 4.973437742865183e-06
Position 2046: 4.4440382594080955e-06
Position 4449: 3.749073884453141e-06
Position 1410: 3.213260978174478e-06
Position 2049: 3.204647901771694e-06
Position 1096: 2.963748716623672e-06
Position 341: 2.6906699269782492e-06
Position 1222: 2.6092990601354238e-06
Position 2300: 2.561603650868331e-06
Position 2256: 2.1026180155105667e-06
Position 2383: 2.0711915830934466e-06
Position 1825: 2.054550923683642e-06
Position 3524: 1.964600420523581e-06
Position 819: 1.939518390750271e-06
Position 2246: 1.832740119333481e-06
Position 827: 1.5993073558292552e-06
Position 1371: 1.5135714747883042e-06
Position 502: 9.942675120769077e-07
Position 2060: 6.17468545321918e-07
Position 363: 4.6502673666604995e-07
Position 2075: 4.148145011923211e-07
Position 2950: 4.078720431148362e-07
Position 378: 3.871997279801468e-07
Position 1335: 3.727550937878432e-07
Position 1098: 3.1619947959311195e-07
Position 1701: 2.890766054244292e-07
Position 1342: 2.5613198794994725e-07
Position 1164: 2.550498478813168e-07
Position 1305: 2.2557483426697485e-07
Position 1644: 1.4445146760413262e-07
Position 1368: 1.2865750836154172e-07
Position 1444: 3.6042670154904606e-08
Position 1422: 3.224675286401504e-08
Position 1417: 2.9951004303306844e-08
Position 1439: 2.430553691213348e-08
Position 1298: 2.0251098519681142e-08
Position 1537: 6.01649909580389e-09
Position 1648: 5.329219400963802e-09
Position 1153: 4.571162271568883e-09
Position 1189: 4.345672726114126e-09
Position 967: 1.6535340766440767e-09
Position 459: 1.0353385274578855e-09
Position 461: 4.730887157568392e-10
Position 589: 3.1840761906731016e-10
Position 1028: 8.196367862289207e-11
