Gene = E130309D02Rik
Position 3080: 0.0021296194117108322
Position 3903: 0.00205801931367217
Position 8297: 0.001953308720861414
Position 8983: 0.0019367597244763334
Position 189: 0.0017457999660063946
Position 328: 0.0016912690981290962
Position 3807: 0.0015057432257168679
Position 6473: 0.0014025494389966343
Position 8262: 0.0013438718988953583
Position 8874: 0.0013060610139667326
Position 701: 0.001295217033662737
Position 676: 0.0012827961053885474
Position 10778: 0.0012098685339720758
Position 5131: 0.001157891870488322
Position 589: 0.0010752414888113029
Position 1254: 0.0010179871245176897
Position 4233: 0.0010171610856129073
Position 5181: 0.0009986070652204565
Position 564: 0.0008816648780524663
Position 6531: 0.000856242961303178
Position 3547: 0.0008218341265570896
Position 5107: 0.0008070597922553083
Position 5002: 0.0007968297101187558
Position 806: 0.000732022890946459
Position 3045: 0.0006635749990706625
Position 2710: 0.0006413467371751799
Position 6458: 0.0005765560314269322
Position 4173: 0.0005566022812640086
Position 570: 0.0004941476829448058
Position 733: 0.00046880429643679245
Position 1002: 0.00034910955073196
Position 218: 0.00034891830626460215
Position 10729: 0.00031310913977267504
Position 10755: 0.0003108430001318684
Position 583: 0.00030804177476584745
Position 421: 0.00025178777003475943
Position 1750: 0.0002209835689059032
Position 473: 0.0001838836487577378
Position 3714: 0.00017483296973231564
Position 551: 0.0001722925934242531
Position 383: 0.00016760521024503268
Position 398: 0.0001556483726647574
Position 47: 0.0001431790302298962
Position 105: 0.00013174707812159726
Position 373: 0.00012664307079377466
Position 419: 9.853109311294233e-05
Position 852: 9.432663419442333e-05
Position 5023: 9.42288936223769e-05
Position 541: 8.926147368752765e-05
Position 11375: 7.991960486591378e-05
Position 78: 7.937687256986905e-05
Position 4085: 7.706282264557459e-05
Position 4617: 7.08003161739968e-05
Position 14: 3.5685454024417354e-05
Position 1244: 3.3690304997015346e-05
Position 1212: 3.364721006308432e-05
Position 1382: 3.264419344778889e-05
Position 581: 2.521085998286083e-05
Position 1202: 2.1638108260905718e-05
Position 7969: 2.095699498415564e-05
Position 7708: 1.9477502868114286e-05
Position 1138: 1.3579266706361918e-05
Position 1296: 5.024036393843038e-06
Position 7773: 2.6874102601087017e-06
Position 1218: 2.250000352290856e-06
Position 1637: 2.159399716821249e-06
Position 2084: 2.1068794818696446e-06
Position 1155: 1.6711855714752444e-06
Position 1269: 1.1091632539543752e-06
Position 1120: 9.458460661205579e-07
Position 2072: 8.788357506614631e-07
Position 1686: 8.689492617441616e-07
Position 1308: 5.044384611276338e-07
Position 1140: 4.7596253648100584e-07
Position 1036: 4.6738465559526807e-07
Position 1142: 4.6357202361794843e-07
Position 4516: 3.070694809739658e-07
Position 1236: 2.5599104350904947e-07
Position 1248: 2.4704704852403643e-07
Position 1274: 1.899065073101635e-07
Position 1665: 1.2022340409448937e-07
Position 1447: 1.1312030735354355e-08
Position 1453: 1.0574424459079144e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1067: 0.9494875360390168
Position 7665: 0.803509190399391
Position 9204: 0.7123994727315746
Position 13356: 0.499707347648988
Position 4056: 0.33350039091822165
Position 3483: 0.32304456723017005
Position 3609: 0.32020191734939
Position 7219: 0.30926034150719556
Position 8394: 0.30483405364990945
Position 9478: 0.26152704272681376
Position 3428: 0.2547982901669696
Position 11326: 0.24793615949779674
Position 9168: 0.18115534787347645
Position 13116: 0.1424381735778427
Position 5334: 0.12760894489788277
Position 7524: 0.12124462600208782
Position 6006: 0.090399854505165
Position 12445: 0.06621848486854605
Position 13178: 0.06570697166796184
Position 3849: 0.05119793387658622
Position 8554: 0.04124834810044702
Position 12579: 0.039878248158110995
Position 3936: 0.03938225953284103
Position 960: 0.03545584864432148
Position 3442: 0.03512977745757352
Position 11848: 0.03391173384846681
Position 12168: 0.027625082460626227
Position 11541: 0.02537017990913641
Position 11563: 0.022858362352567878
Position 7707: 0.021884514100092612
Position 12941: 0.021157433595338532
Position 13931: 0.020992475473551597
Position 7823: 0.01964335373772812
Position 12171: 0.019376037971333037
Position 3564: 0.018856275856479934
Position 13959: 0.01775359794503671
Position 8137: 0.017497525370673925
Position 4033: 0.016598517762864425
Position 2190: 0.015627579196275606
Position 1525: 0.014943306570858125
Position 9514: 0.014549236591008905
Position 6052: 0.01313895760769116
Position 12697: 0.012833204942362642
Position 9482: 0.011750451439309074
Position 3997: 0.011721304856307232
Position 7336: 0.010428585847297714
Position 8928: 0.00980949353730424
Position 8336: 0.009369234754624143
Position 4975: 0.008893448872570923
Position 7184: 0.008874509041927969
Position 13608: 0.008784102708451022
Position 3232: 0.0076012827500491825
Position 7972: 0.007556234630705688
Position 3370: 0.007369521190245328
Position 9521: 0.0073284452621257745
Position 541: 0.006758577345198943
Position 8428: 0.00660493924367639
Position 1710: 0.0065094050110992546
Position 7503: 0.006431328771625281
Position 5271: 0.005789635996238173
Position 8415: 0.005774358979770785
Position 1778: 0.005761147973945811
Position 8375: 0.005141506387963935
Position 4005: 0.004418070917881673
Position 5205: 0.004353208227829998
Position 11799: 0.004168715074888565
Position 3387: 0.004132337008862027
Position 8894: 0.003994151650764635
Position 699: 0.0038404665728538376
Position 3840: 0.003814621036358448
Position 1007: 0.0034938989832728564
Position 10424: 0.003410952442466513
Position 4013: 0.0033495143750254803
Position 8312: 0.0031367439402091653
Position 13545: 0.0029224458243638273
Position 3447: 0.0028601351152633806
Position 6367: 0.002835348431726744
Position 13526: 0.002829318628228471
Position 3509: 0.002636810896424269
Position 2923: 0.0026289316247513355
Position 9442: 0.002626284813821928
Position 10581: 0.0025365057386252765
Position 1017: 0.002388303507868688
Position 8347: 0.0023558813559848824
Position 11881: 0.0023128767996827074
Position 1075: 0.0022357342287215487
Position 578: 0.00219414963835307
Position 6077: 0.001933083323592621
Position 978: 0.0019226104699743797
Position 10916: 0.001914436661218804
Position 4406: 0.0018952360588347789
Position 12807: 0.0016064069513540098
Position 1822: 0.0015971964185849468
Position 10411: 0.0014864630019598424
Position 3190: 0.0014706921893209283
Position 14148: 0.0014134557672788564
Position 3576: 0.001398608969072048
Position 2324: 0.001378052137126712
Position 3334: 0.0013189311932340676
Position 10644: 0.0013102742748871115
Position 8703: 0.0013060610139667326
Position 3584: 0.001291151628643211
Position 1044: 0.0012090728226243053
Position 7938: 0.0011868293836841133
Position 934: 0.0010317489780917253
Position 10427: 0.0009910491433474055
Position 3865: 0.0009034656858038488
Position 351: 0.000869018479165595
Position 11746: 0.0008400513130623482
Position 894: 0.0007946671275890143
Position 2203: 0.0007928278201127576
Position 253: 0.0007625581883377409
Position 3116: 0.0007439016094827953
Position 10679: 0.0007387798165606521
Position 3912: 0.0006917318970753665
Position 11322: 0.0006254320661702544
Position 9234: 0.0005727183349326146
Position 8491: 0.0005491075658803456
Position 3717: 0.000537540261921087
Position 5358: 0.0004940121492614569
Position 7406: 0.00048702524999728034
Position 2548: 0.00048087107259477856
Position 4893: 0.0004521545220079952
Position 1793: 0.0004431686322279607
Position 8358: 0.00042469834278465753
Position 3355: 0.0004224774154041413
Position 3649: 0.00038347024862197036
Position 391: 0.0003804490223943319
Position 354: 0.0003708463862527489
Position 8517: 0.00036165783608356467
Position 4410: 0.0003379732714547598
Position 8018: 0.0003118200599905741
Position 3776: 0.0003079618276443416
Position 819: 0.00025280862389789015
Position 3077: 0.0002373037143514131
Position 1619: 0.00022821141770288536
Position 11342: 0.0002011188662748353
Position 2987: 0.00019286683304210457
Position 1665: 0.00018909962696666316
Position 3367: 0.00018850836019495429
Position 2422: 0.00017747295912367306
Position 319: 0.00017733301205745953
Position 235: 0.00017046037231199055
Position 2372: 0.00014306584060030255
Position 232: 0.00014175662325795598
Position 2522: 0.00014066011448366525
Position 5180: 0.00014035201398362806
Position 1827: 0.00011753518738742558
Position 1084: 0.00011399245424042025
Position 309: 0.00010314865236092843
Position 9034: 0.00010071024249263592
Position 1182: 9.943306273940754e-05
Position 492: 9.895967895447149e-05
Position 4335: 9.451293462260624e-05
Position 1774: 9.078921184779225e-05
Position 1634: 8.779102903828585e-05
Position 8023: 7.905088710714001e-05
Position 987: 7.841368681024378e-05
Position 1116: 7.768110079716902e-05
Position 721: 7.202519889072773e-05
Position 1569: 7.189233772739672e-05
Position 1654: 6.93166997821412e-05
Position 1251: 6.727203685176547e-05
Position 962: 6.202902856059859e-05
Position 9037: 5.693768454123559e-05
Position 3907: 5.5446160928545084e-05
Position 1474: 5.5075325971225155e-05
Position 11369: 5.422461045364067e-05
Position 5128: 5.4099476775972975e-05
Position 4796: 4.4821002306959226e-05
Position 6959: 4.3852867177800704e-05
Position 4373: 3.339789686981546e-05
Position 3159: 3.248280839707577e-05
Position 4898: 3.086533146999536e-05
Position 4554: 2.3633851932346648e-05
Position 2497: 1.981555009673602e-05
Position 364: 1.8774425806375497e-05
Position 3281: 1.6728908734110323e-05
Position 3916: 1.5286461580629762e-05
Position 7867: 2.486272861621179e-06
Position 3909: 2.0881089739972053e-06
Position 1200: 1.990135639439889e-06
Position 6002: 1.9745146303745387e-06
Position 546: 1.8112731818019305e-06
Position 3139: 1.2164286858153091e-06
Position 981: 1.0878921195174587e-06
Position 4081: 9.72302125422574e-07
Position 1094: 7.964606745691093e-07
Position 1212: 7.592717480919557e-07
Position 674: 7.371608874966223e-07
Position 1020: 7.32316049609525e-07
Position 668: 6.338971124042663e-07
Position 1221: 4.5715693434334506e-07
Position 270: 4.0503078368345834e-07
Position 200: 4.027858798764086e-07
Position 428: 3.798627943954965e-07
Position 412: 3.622348389734281e-07
Position 322: 3.434958576910734e-07
Position 1884: 3.3474886352724546e-07
Position 4839: 3.275716128013892e-07
Position 1540: 2.377820069762759e-07
Position 2020: 2.3106369742326763e-07
Position 1375: 1.8416521405114956e-07
Position 358: 1.737827259461909e-07
Position 436: 1.4397022334360733e-07
Position 415: 1.384262500833186e-07
Position 4139: 1.2746733350437448e-07
Position 1253: 1.1022479893312137e-07
Position 1389: 1.0681098258501109e-07
Position 2057: 1.0086693747484039e-07
Position 1445: 9.305913670125351e-08
Position 3889: 9.205197378001957e-08
Position 1870: 9.158568996793643e-08
Position 1225: 6.658700870760485e-08
Position 1327: 3.271602612293667e-08
Position 1601: 2.98513212508775e-08
Position 1730: 2.5705251071002915e-08
Position 3212: 1.8425104955801955e-08
Position 1596: 1.831383662446372e-08
Position 1308: 9.822791627496363e-09
Position 1428: 8.243078195144474e-09
Position 3851: 4.39068712146338e-09
Position 841: 1.8532548594780975e-10
Position 764: 2.9722027443041254e-11
Position 759: 2.8621712226648166e-11
Position 403: 9.083739175321916e-12
Position 559: 7.685728720413403e-13
Position 439: 2.872399806124265e-13
Position 506: 2.549519682433369e-13
Position 451: 2.1607675584462515e-13
