Gene = Nelfa
Position 1549: 1.5838911857178588e-05
Position 2577: 1.574611637719877e-05
Position 106: 9.533970579369363e-09
Position 267: 8.932697475891481e-09
Position 502: 4.362514474748899e-09
Position 1044: 3.857009369998665e-09
Position 64: 2.934756133185113e-09
Position 331: 1.9415704400531024e-09
Position 681: 1.822910535403269e-09
Position 520: 1.817228937071874e-09
Position 491: 1.3977457840822805e-09
Position 1002: 7.764867506186234e-10
Position 547: 7.758056477416834e-10
Position 210: 7.723573865505155e-10
Position 17: 1.1480036549424562e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14395: 0.9967344839858915
Position 15759: 0.9518271073878566
Position 9575: 0.6176793672303337
Position 6420: 0.21788824481357041
Position 16163: 0.21729369711449642
Position 8013: 0.19770104965200336
Position 21459: 0.1839249346008356
Position 12193: 0.14846731565000537
Position 25045: 0.10822061091575412
Position 24019: 0.08046700309192817
Position 3771: 0.05835503968433855
Position 8049: 0.057637045918599125
Position 6393: 0.05241529604681077
Position 23262: 0.05022355774537194
Position 1815: 0.047847743428847636
Position 9596: 0.04734597121076829
Position 21962: 0.04046703102810553
Position 16213: 0.03959821947055775
Position 14733: 0.036454811193691025
Position 23212: 0.03575830782320784
Position 19376: 0.035558697892099776
Position 15504: 0.035484295950468196
Position 6461: 0.0291281979667972
Position 12270: 0.02774557692809985
Position 3918: 0.0270023590570057
Position 18294: 0.02682218167020394
Position 23308: 0.026283401020379304
Position 18623: 0.024666929427126977
Position 18077: 0.023925947904369204
Position 6281: 0.023154295334120858
Position 17549: 0.022531964399776068
Position 16246: 0.02219381629942681
Position 18983: 0.021910228027440703
Position 10091: 0.02136694865295234
Position 16194: 0.02113127328990079
Position 9462: 0.02100884458321692
Position 12154: 0.021003673381568742
Position 17895: 0.02093788246584254
Position 19982: 0.01985656335876898
Position 4748: 0.019137867218202403
Position 22096: 0.01806854706748404
Position 16130: 0.017294896437053665
Position 19193: 0.01672391796506252
Position 17735: 0.015006502474231517
Position 16731: 0.014747210594181956
Position 18590: 0.01395787964166848
Position 17467: 0.013777612495787253
Position 5249: 0.013382711461766086
Position 22964: 0.012655489470799714
Position 16099: 0.012164358485134351
Position 17585: 0.012159843296735454
Position 9648: 0.011511293218962364
Position 24846: 0.011437052612618518
Position 18566: 0.010584689826650838
Position 4608: 0.009852878694674766
Position 6340: 0.009434051906117775
Position 5272: 0.009130326859107992
Position 14913: 0.00815019391689889
Position 5844: 0.008147940090198594
Position 23589: 0.007597322766664358
Position 19821: 0.007076221515263657
Position 21633: 0.007062839250698996
Position 21697: 0.007028874275245615
Position 14781: 0.0065716240378789975
Position 19409: 0.005867757536458531
Position 15855: 0.005397483804704462
Position 16411: 0.00517138763143667
Position 16348: 0.005009190864727445
Position 16804: 0.004969397385698843
Position 16550: 0.0048481044202933685
Position 6246: 0.004833064455221044
Position 18011: 0.0048228719911838705
Position 20695: 0.004798362411261995
Position 15183: 0.003971681340825466
Position 18428: 0.003957214077535393
Position 16385: 0.003746478697891809
Position 16534: 0.003228615431193677
Position 16026: 0.0030491143430216514
Position 21994: 0.0029210492585611436
Position 16064: 0.0026552958764406573
Position 15977: 0.002470790009928704
Position 1922: 0.0022773237655223893
Position 15763: 0.0021036511936662035
Position 3953: 0.002014664810373835
Position 3777: 0.001974934356681045
Position 6491: 0.0019682252490473154
Position 14651: 0.0019581836509170933
Position 16250: 0.0018876500965379372
Position 17690: 0.0018418044777476533
Position 1887: 0.0016494017853560515
Position 4679: 0.0016418676196178468
Position 4768: 0.0015599808687108063
Position 6278: 0.0014996483406862283
Position 16305: 0.0014126105266075958
Position 14847: 0.0012170970614348332
Position 5177: 0.001203108776572056
Position 14850: 0.0011555936442145844
Position 14806: 0.0010331897113020558
Position 15384: 0.0009639070091054642
Position 5822: 0.0008863443432508241
Position 4057: 0.0008384491476581736
Position 3827: 0.0007920722793092107
Position 15553: 0.0007806538894029882
Position 16345: 0.0007316015504600354
Position 18291: 0.0006092468981387547
Position 17865: 0.0005909767620167416
Position 17802: 0.0005785189567091416
Position 1962: 0.0005061211393007139
Position 17161: 0.00043444560021239605
Position 15222: 0.00042350622031302144
Position 15072: 0.0003846975196218434
Position 15606: 0.00031511533334441537
Position 11365: 0.00027627241653410353
Position 5599: 0.00019982515391321485
Position 5931: 0.00019460777155452523
Position 3830: 7.785772797881339e-05
Position 3901: 7.361096961535195e-05
Position 2496: 1.646430432054547e-05
Position 1321: 1.0890849866402177e-05
Position 7140: 8.769116475933096e-06
Position 2202: 7.002895246676528e-06
Position 2251: 6.690223096858271e-06
Position 2034: 4.8807709788835954e-06
Position 1283: 4.7375098205661666e-06
Position 225: 4.69303799908785e-06
Position 336: 4.034000345339696e-06
Position 2226: 3.7820944103609644e-06
Position 260: 3.409844674636834e-06
Position 3897: 3.316883901481615e-06
Position 1662: 2.4382597714585395e-06
Position 765: 1.2585424195355954e-06
Position 1348: 1.1712344816805632e-06
Position 2821: 1.077966911965244e-06
Position 2414: 6.362242770532019e-07
Position 599: 5.587128159239399e-07
Position 1398: 4.7186241931848696e-07
Position 342: 2.2129181470295903e-07
