Gene = Acbd6
Position 2707: 0.01386965484815529
Position 17301: 0.01333618930974604
Position 7946: 0.012848655324736136
Position 2561: 0.012679513010449268
Position 11062: 0.011135891430255486
Position 13427: 0.0105458685149165
Position 18012: 0.010336892060511913
Position 872: 0.009885175930642342
Position 462: 0.009678618544588152
Position 17325: 0.008754369641603695
Position 1744: 0.008641157684306554
Position 11493: 0.008460852652519113
Position 16145: 0.008111219757825982
Position 8341: 0.00739447491049014
Position 6992: 0.007003103154676984
Position 12867: 0.00673104751503878
Position 4483: 0.005911340922515002
Position 2617: 0.005723836049239504
Position 6859: 0.0057233079572440275
Position 15319: 0.00551312897438903
Position 8896: 0.005445140718246233
Position 241: 0.0054079845038639465
Position 12979: 0.004862329544575628
Position 12263: 0.004491417516981438
Position 18773: 0.00424208342646198
Position 437: 0.003683355321317176
Position 559: 0.0036673782809550208
Position 9297: 0.003519747775996464
Position 7975: 0.003475011487612187
Position 7759: 0.0034559846852362454
Position 15229: 0.003324330246345177
Position 8285: 0.00319481713913523
Position 12796: 0.003172066919539355
Position 3536: 0.0031224059394653124
Position 11984: 0.0029650992918772187
Position 626: 0.0027232000539059113
Position 8327: 0.002539624694586211
Position 8362: 0.002474553168338828
Position 1122: 0.00240625580903271
Position 2816: 0.002396083049261712
Position 6764: 0.002320828881636379
Position 6909: 0.0022623613228164867
Position 10520: 0.002205162400655277
Position 13025: 0.002193472865508177
Position 285: 0.0019256245386845745
Position 689: 0.0018729855479752756
Position 6324: 0.0018643128613457197
Position 620: 0.0018465667981369567
Position 14195: 0.001845822807351806
Position 99: 0.0018401373911282907
Position 11350: 0.0017189291209893601
Position 10464: 0.001565445088736918
Position 9645: 0.001548885446859763
Position 727: 0.0014633374779079178
Position 10601: 0.0013455301351516364
Position 10213: 0.0013090927645313995
Position 13522: 0.001251322751305581
Position 659: 0.0011202709082672668
Position 9941: 0.00089654754837653
Position 9780: 0.0008522273706427634
Position 6729: 0.0008239630850586036
Position 6767: 0.0007872609256778804
Position 1201: 0.0007459719767507543
Position 1171: 0.0007238883007130992
Position 14773: 0.0007065284640057301
Position 1863: 0.0005291887840804792
Position 11725: 0.0005007974504525551
Position 574: 0.0004997617494256165
Position 13760: 0.0004609498407210222
Position 502: 0.0004507312751930802
Position 9279: 0.00040226951759354926
Position 144: 0.00030495063816073277
Position 9623: 0.0003040183396865381
Position 982: 0.0002714235214816819
Position 10406: 0.0002475285703518345
Position 9905: 0.00024564422059017714
Position 490: 0.00024075161609417837
Position 9651: 0.00022917707619357454
Position 678: 0.00020695864423958177
Position 1018: 0.00016082995437952729
Position 375: 0.00012625401224594548
Position 8359: 6.565592570707058e-05
Position 9970: 6.044735252234335e-05
Position 295: 5.8834424175209876e-05
Position 11362: 5.339092056894543e-05
Position 10052: 4.719272510696268e-05
Position 406: 2.1972532307157082e-05
Position 9826: 1.7208199484811714e-05
Position 205: 1.4354489246231811e-05
Position 410: 1.2642179811440135e-05
Position 656: 1.1156641375475883e-05
Position 637: 1.0115390497258782e-05
Position 152: 8.339260479425473e-06
Position 510: 6.380256384312375e-06
Position 312: 4.662069039425694e-06
Position 387: 4.5186147219925945e-06
Position 647: 4.472697307426992e-06
Position 332: 3.933193103038071e-06
Position 693: 3.2893472776315904e-06
Position 149: 2.1456657592832813e-06
Position 1137: 2.0770090354334048e-06
Position 734: 1.3499433568386163e-06
Position 788: 1.2529860619435708e-06
Position 6283: 7.538676387369284e-07
Position 326: 4.4988253107032975e-07
Position 1021: 4.0420493541556494e-07
Position 791: 3.1602178429364425e-07
Position 10019: 2.8487553923316727e-07
Position 381: 7.713090428098494e-08
Position 347: 4.322589103373394e-08
Position 398: 2.498026393748396e-09
