Gene = 4931406P16Rik
Position 692: 9.096643775929806e-08
Position 291: 4.153976922408672e-08
Position 548: 2.1772401215975868e-10
Position 179: 1.0904121406278591e-10
Position 197: 9.766694613516375e-11
Position 13: 9.306156352474136e-11
Position 763: 6.716904853604747e-11
Position 576: 3.187369061160375e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16892: 0.9933734897128885
Position 7628: 0.8684728299085449
Position 1374: 0.6744164699408114
Position 27597: 0.6552933331182889
Position 21465: 0.6352164744771456
Position 22816: 0.2794859160816168
Position 10947: 0.25420725476499734
Position 28368: 0.23700673925343987
Position 17252: 0.15255675771692023
Position 13359: 0.13168653164424565
Position 20174: 0.11970560727754684
Position 11913: 0.07850527592409401
Position 13664: 0.07800028690508101
Position 1184: 0.06586499621953969
Position 17182: 0.06560505621921772
Position 10737: 0.06408969964036894
Position 10931: 0.061661155757017264
Position 10688: 0.057355093820086155
Position 8046: 0.04344654201271392
Position 7584: 0.0371312099276579
Position 7995: 0.0280369218690414
Position 887: 0.0268801601180314
Position 742: 0.024493822532308234
Position 7605: 0.024476595108606364
Position 7708: 0.020285503413274883
Position 8060: 0.01637729350939732
Position 791: 0.015371961975762958
Position 703: 0.011970277962415211
Position 1199: 0.010436709053960476
Position 13595: 0.009233409809993426
Position 23776: 0.009187480285698855
Position 8002: 0.007591172347326256
Position 5737: 0.006413982975804371
Position 599: 0.005714334810448063
Position 797: 0.0053060620361207065
Position 6215: 0.005023916187259918
Position 1309: 0.003932379451289777
Position 692: 0.003849556005642517
Position 961: 0.0035331399048313394
Position 1204: 0.003345180473795113
Position 1240: 0.0032949450713135493
Position 8108: 0.0030672986997645436
Position 10810: 0.002944156108496014
Position 19548: 0.002795541260270663
Position 7933: 0.002379589482657527
Position 676: 0.002304493773002619
Position 11451: 0.001084425982084822
Position 889: 0.0010424602495474114
Position 5742: 0.0010201211966321738
Position 14597: 0.0010129374301338433
Position 6250: 0.0009012206118471351
Position 596: 0.0008883219217200706
Position 7398: 0.0008736267779727406
Position 901: 0.0007749660414663615
Position 16197: 0.0005892991166059889
Position 632: 0.0005240528856867555
Position 983: 0.000439474147041823
Position 10124: 0.0003878902260706022
Position 1091: 0.0003017581325461429
Position 1249: 0.00024587569291055966
Position 13264: 0.0002308033947726155
Position 1223: 0.00021768204139811686
Position 9647: 0.0001751517771503714
Position 16396: 0.00013452775032041722
Position 4992: 0.0001345046355960884
Position 8630: 0.00013268206491365525
Position 856: 0.00011519530683033444
Position 427: 6.952294540092297e-05
Position 898: 5.672058661629419e-05
Position 407: 3.771144647297353e-05
Position 9668: 3.530880721526716e-05
Position 3357: 2.6341211710536588e-05
Position 11205: 1.947852497793764e-05
Position 6511: 1.712934802962862e-05
Position 3596: 1.5201098436178946e-05
Position 800: 1.4214393827334547e-05
Position 6167: 1.3870618637395162e-05
Position 569: 1.3594757680021331e-05
Position 3757: 1.2502135093661889e-05
Position 2928: 1.1116238305334318e-05
Position 2341: 1.0707661670440565e-05
Position 2177: 9.92020248179703e-06
Position 8870: 9.29312394597805e-06
Position 9151: 8.949826090209891e-06
Position 557: 8.521127356937982e-06
Position 8843: 7.821959514307288e-06
Position 8324: 7.118836159909433e-06
Position 608: 6.935684559139794e-06
Position 8839: 6.641648454274478e-06
Position 6693: 5.373927206514878e-06
Position 4735: 4.986444149252098e-06
Position 1621: 4.853734736512318e-06
Position 1943: 4.340002246303993e-06
Position 1670: 4.284828177795604e-06
Position 2022: 4.016151981330498e-06
Position 865: 3.628724903966475e-06
Position 2999: 3.5440721287188716e-06
Position 3313: 3.313631391627387e-06
Position 860: 2.970799547374053e-06
Position 2868: 2.3149780542184694e-06
Position 685: 1.9955670033845282e-06
Position 480: 1.9223373019616474e-06
Position 347: 1.916703141967847e-06
Position 2421: 1.9127339272619935e-06
Position 2396: 1.838393207146267e-06
Position 1927: 1.742529395136469e-06
Position 4949: 1.6663607643496415e-06
Position 5111: 1.5062561914826933e-06
Position 303: 1.4532106996562581e-06
Position 525: 1.3179749650495913e-06
Position 202: 1.2081762274361879e-06
Position 2568: 1.2036079266534018e-06
Position 515: 1.1771626042931263e-06
Position 4531: 1.1357423357774082e-06
Position 4119: 1.0012905711312571e-06
Position 5162: 1.0002190877520529e-06
Position 4672: 9.52783971131252e-07
Position 4592: 8.546543900136026e-07
Position 910: 8.544203090568877e-07
Position 2258: 8.191346846832409e-07
Position 2377: 7.959070730599591e-07
Position 3839: 7.311877662735485e-07
Position 3113: 6.968180586724847e-07
Position 3051: 6.77570751343686e-07
Position 4102: 6.548952335965291e-07
Position 3611: 6.353330063542935e-07
Position 1721: 6.169106638008637e-07
Position 3780: 6.151529970854193e-07
Position 3252: 5.906930982564062e-07
Position 532: 5.590057495947237e-07
Position 3076: 4.673005300912192e-07
Position 3592: 4.649109025848703e-07
Position 2044: 4.47431806100614e-07
Position 2120: 4.3000772248193344e-07
Position 2513: 3.104529577417678e-07
Position 2009: 2.525755456882087e-07
Position 1584: 2.2515743360833739e-07
Position 1032: 1.0057434799469944e-07
Position 503: 4.018599317897469e-08
Position 536: 2.36319178901526e-08
Position 145: 1.7933654263796036e-08
Position 1405: 1.4732178423052245e-08
Position 1382: 1.4089615329466225e-08
Position 610: 1.0599557071806209e-08
Position 508: 1.054676159760531e-08
Position 241: 1.0423706179763644e-08
Position 1216: 5.861220186826579e-09
Position 1329: 2.9601003991252353e-09
Position 1323: 1.3638080060059523e-09
Position 1440: 6.257103393010073e-10
Position 1255: 4.1603038789803164e-11
Position 1263: 1.1812098686552488e-11
Position 1269: 1.1723414878521879e-11
Position 276: 1.5244504157511154e-16
