Gene = Jhy
Position 1252: 0.00025926611763244363
Position 5623: 0.0002506544817702995
Position 1811: 0.0002488751311060755
Position 1074: 0.0002394246006574149
Position 3722: 0.00023664480149323966
Position 6080: 0.00023012347454001798
Position 1395: 0.00022408682593198643
Position 2791: 0.00021614011726582864
Position 911: 0.00020762608442774207
Position 363: 0.00020399491669484995
Position 2181: 0.00020211791563793738
Position 2176: 0.0002012699273967383
Position 229: 0.0001951345273587481
Position 1846: 0.0001873706699760845
Position 1809: 0.00018390067467582023
Position 4714: 0.00018338412161824976
Position 2266: 0.00016391134555389936
Position 870: 0.00016247984830345666
Position 4514: 0.00015771169634050178
Position 5144: 0.00014687385131379236
Position 1895: 0.0001415876623714781
Position 4854: 0.00013978954514710373
Position 1735: 0.0001298617827903551
Position 1312: 0.00012236897773705726
Position 4511: 0.00012178224649998815
Position 5290: 0.00012014773915341609
Position 3630: 0.00010947518517200543
Position 995: 0.00010901847629269405
Position 1792: 0.00010547482531392572
Position 3585: 9.907386197577325e-05
Position 3496: 9.82535861964459e-05
Position 4048: 8.714380302031724e-05
Position 3648: 8.547373009044448e-05
Position 2247: 8.215496766036387e-05
Position 4011: 7.588420011303356e-05
Position 3477: 6.917409738755626e-05
Position 1215: 6.690641442309371e-05
Position 3624: 6.545783229441894e-05
Position 1239: 6.505603680707332e-05
Position 1875: 6.368638653465464e-05
Position 3469: 5.113518739969159e-05
Position 1191: 4.809569727855876e-05
Position 420: 4.654862613479983e-05
Position 2540: 4.46309701067896e-05
Position 176: 4.264393211561766e-05
Position 2537: 4.081088452177962e-05
Position 2290: 4.0628680775957875e-05
Position 1753: 3.5080406276337845e-05
Position 3329: 3.464368228615388e-05
Position 1392: 3.143611885181754e-05
Position 1236: 3.137815639236919e-05
Position 1344: 2.926615708278162e-05
Position 3317: 2.8421630310603137e-05
Position 1133: 2.518166015903812e-05
Position 5772: 2.3616882809567408e-05
Position 848: 2.1641561242196877e-05
Position 618: 2.0756993538945095e-05
Position 486: 1.7352669398118908e-05
Position 3235: 8.433979089069977e-06
Position 2854: 5.420488098434844e-06
Position 2820: 5.238491626783418e-06
Position 3425: 4.723775604931626e-06
Position 2794: 2.7187956851926865e-06
Position 1662: 2.0236287115311884e-06
Position 1452: 1.8643628165369207e-06
Position 1711: 1.6339405924191513e-06
Position 437: 1.298708678259214e-06
Position 1087: 1.0407214938161878e-06
Position 443: 9.442584137985223e-07
Position 1424: 9.371375343077056e-07
Position 1714: 7.163603686243566e-07
Position 652: 6.998511507681914e-07
Position 529: 6.506320864000183e-07
Position 1900: 5.674747828137385e-07
Position 526: 3.9718032386676116e-07
Position 989: 3.074543863891053e-07
Position 1028: 2.47507734110601e-07
Position 1315: 2.3960119974704977e-07
Position 1025: 1.409075114452113e-07
Position 627: 1.2986214260715347e-07
Position 875: 1.045176708622175e-07
Position 493: 8.973896093551628e-08
Position 304: 7.854065113814813e-08
