Gene = Rps3a1
Position 84: 1.4276687166949341e-05
Position 650: 1.384056746816043e-05
Position 590: 1.3498247679251644e-05
Position 491: 1.3301588061167175e-05
Position 7: 1.2594714146634817e-05
Position 335: 1.1984532418222334e-05
Position 448: 1.1812330980158396e-05
Position 1503: 6.392227365043517e-06
Position 2064: 5.037656631519526e-06
Position 1538: 2.625251710105334e-06
Position 1497: 2.4154565966266452e-06
Position 952: 5.701001882285047e-07
Position 411: 3.3324690131799526e-07
Position 522: 2.7518209094714845e-07
Position 545: 2.2271470530402218e-07
Position 383: 9.778068728845246e-08
Position 401: 6.697666056526581e-08
Position 293: 5.093258636310941e-08
Position 503: 2.5756015769001536e-08
Position 420: 2.3643997765177872e-08
Position 641: 2.314924750368978e-08
Position 268: 1.3999878313846445e-08
Position 5: 2.609656132918294e-09
Position 612: 4.6285091763228816e-11
Position 462: 1.0749244114202439e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4591: 0.9459068265919678
Position 900: 0.9010329598462171
Position 4109: 0.8756702064598905
Position 1275: 0.42062555090005066
Position 3453: 0.4125321396207978
Position 1334: 0.25022142287693083
Position 3531: 0.24640000738112208
Position 3546: 0.10894205051196089
Position 1298: 0.06768379904482809
Position 4568: 0.04284295723059969
Position 1314: 0.04176702793502573
Position 3570: 0.03376154910796762
Position 716: 0.03038091894347327
Position 3576: 0.026585780918855353
Position 1106: 0.02060132180897779
Position 923: 0.016480248373833967
Position 1040: 0.014873920822034769
Position 869: 0.014430086868238826
Position 4184: 0.013496082173164203
Position 4117: 0.011530251958255392
Position 4093: 0.009632224364636536
Position 1354: 0.009262446163461153
Position 1154: 0.008297856524052996
Position 3988: 0.008043100448859062
Position 1891: 0.006999660616526174
Position 3407: 0.006310005433955282
Position 3483: 0.005684121508429819
Position 3246: 0.004708259066538381
Position 2155: 0.004622584680752128
Position 1149: 0.0046014261514890275
Position 963: 0.004574986553192599
Position 1385: 0.004403175215773968
Position 491: 0.00434288606148666
Position 733: 0.004107101778718508
Position 919: 0.0037587044157778426
Position 3920: 0.003733024401375923
Position 4415: 0.0036635905757490092
Position 1537: 0.0033638329176251974
Position 1111: 0.002746173519203659
Position 3730: 0.0026124869127923276
Position 3400: 0.0025099636895338307
Position 1255: 0.0022044669857978387
Position 3200: 0.0021969685885585735
Position 1364: 0.002177053885703267
Position 1318: 0.0021002723662444872
Position 4386: 0.0015962632309807062
Position 3323: 0.0015935512113023778
Position 1584: 0.0015049722871891063
Position 3786: 0.0014569366317248422
Position 1852: 0.0014197331091846527
Position 3874: 0.0013808243531483685
Position 3700: 0.001334231090507186
Position 752: 0.001177502054927576
Position 4031: 0.0011735113261684676
Position 3436: 0.001137721111522706
Position 408: 0.0010670798823305642
Position 3429: 0.0008271958010009348
Position 1742: 0.0007520822347534469
Position 1202: 0.0006316863554016452
Position 3294: 0.0005930353282635444
Position 3733: 0.0005357668045158079
Position 238: 0.0005145422821762819
Position 4121: 0.00047271108143157243
Position 2188: 0.00046552721757670365
Position 721: 0.00043536472226855924
Position 618: 0.0003787997020973376
Position 1120: 0.00037128988801848217
Position 775: 0.0003663930384540239
Position 411: 0.0003656504762800928
Position 1182: 0.00032426131940336704
Position 1924: 0.0003241965889596948
Position 1616: 0.0002930712479902532
Position 1855: 0.0002878688049292052
Position 4628: 0.000265825096101346
Position 4540: 0.0002637942447933249
Position 4642: 0.00026152951844938275
Position 2117: 0.000232599700049691
Position 770: 0.00022472545131787614
Position 3735: 0.00020082255215442727
Position 4400: 0.00020071587086314125
Position 3775: 0.00019796433993310016
Position 1564: 0.0001930713117728662
Position 3306: 0.00017425218066630075
Position 1604: 0.00016077714806869017
Position 1703: 0.00015084290712960905
Position 4545: 0.0001434140718411704
Position 1541: 0.00013167578045454267
Position 3120: 0.00012843746740777122
Position 583: 0.0001280537800085001
Position 1648: 0.00012475359351675713
Position 941: 0.00011144168808535122
Position 4599: 0.00010274737482434373
Position 1163: 8.97989976651133e-05
Position 1806: 8.855927601757498e-05
Position 947: 8.679322255992187e-05
Position 672: 8.220212843479452e-05
Position 580: 8.036916800498377e-05
Position 606: 7.704831172307976e-05
Position 1908: 7.077671305947358e-05
Position 812: 6.479832300407456e-05
Position 669: 5.321505502674359e-05
Position 2416: 4.84715720750656e-05
Position 1171: 4.493952757721765e-05
Position 634: 3.7333793355583976e-05
Position 1612: 3.638955911364886e-05
Position 4648: 3.116043664754569e-05
Position 871: 2.9457192701878877e-05
Position 2479: 2.9256362109990843e-05
Position 3927: 2.7844499269541704e-05
Position 4455: 2.48477548076967e-05
Position 4621: 2.360971240780036e-05
Position 4731: 2.1118698603196698e-05
Position 1191: 2.0619125214922327e-05
Position 650: 1.9621431244654706e-05
Position 561: 1.9510309569375906e-05
Position 880: 1.540401620909394e-05
Position 1212: 1.4928622292622067e-05
Position 2877: 1.045900452968735e-05
Position 815: 8.914319250320154e-06
Position 639: 8.57403261747948e-06
Position 586: 8.067547827478625e-06
Position 2483: 7.993624248049163e-06
Position 2399: 5.2777684280769275e-06
Position 2672: 5.158421223730901e-06
Position 2539: 4.6982511092297e-06
Position 458: 4.2626939976056624e-06
Position 241: 2.790685876975989e-06
Position 787: 2.218504436214901e-06
Position 1454: 1.9311828767257242e-06
Position 1376: 1.745159417165512e-06
Position 1510: 7.072128429297547e-07
Position 998: 4.973004124343639e-07
Position 1230: 3.8303438372857245e-07
Position 1248: 3.1763972112419046e-07
Position 1786: 2.694575894013811e-08
Position 983: 2.4222356971131716e-08
Position 284: 1.638030218278746e-08
Position 1623: 5.967955406143142e-09
