Gene = Urad
Position 213: 0.017946869914550013
Position 6600: 0.015476477323139505
Position 2156: 0.014728109243495902
Position 1732: 0.012937078109783213
Position 5234: 0.011561695672194392
Position 6500: 0.011253386709039965
Position 1850: 0.010182044070416082
Position 7030: 0.009348148366057143
Position 2128: 0.008308726413084349
Position 3311: 0.007757002508848773
Position 2482: 0.0074184047366703575
Position 1860: 0.007019058200915347
Position 4335: 0.006544516175851042
Position 3924: 0.0063145918677495316
Position 5941: 0.006077491576115155
Position 419: 0.006046928038563516
Position 1937: 0.005521818740015029
Position 4280: 0.004425828295633244
Position 4213: 0.0042649645421376035
Position 1832: 0.004138535098228771
Position 6849: 0.0038738522525736223
Position 1769: 0.0036577370583031864
Position 1907: 0.003320294691201484
Position 235: 0.0032799302405394377
Position 3591: 0.003248470408576867
Position 1879: 0.002604373042349091
Position 3008: 0.0025313388450213994
Position 715: 0.0023980280035738087
Position 6621: 0.0022242996083574563
Position 6739: 0.0022119502292942596
Position 1997: 0.002033613497277303
Position 751: 0.001775711918852685
Position 3832: 0.001766114013287763
Position 3214: 0.0016492040743857584
Position 3352: 0.0016378422690815388
Position 1964: 0.0015018544679303344
Position 1943: 0.0014987371937469345
Position 1240: 0.001395260604933539
Position 1522: 0.0012325155927309997
Position 5052: 0.0011558362706600089
Position 367: 0.0009698010718876591
Position 2419: 0.0009135103150415233
Position 770: 0.0008625008545896237
Position 1076: 0.0008461638856467066
Position 6149: 0.0008088521989596529
Position 2532: 0.0008056845835471698
Position 2633: 0.0007374061742546854
Position 4104: 0.0007348902837809269
Position 5670: 0.000723595201868426
Position 2636: 0.0006958110198509486
Position 429: 0.0006946827253774919
Position 5237: 0.0006391634431424827
Position 4141: 0.0006372476481256477
Position 1195: 0.0006183884536054265
Position 1486: 0.0006136051414840439
Position 2203: 0.0005637375495058856
Position 2349: 0.000561443082130418
Position 1959: 0.0005414842858521661
Position 3862: 0.00042541322254316193
Position 7320: 0.000387763015724049
Position 2324: 0.00028629447180919136
Position 2407: 0.0002596644684983556
Position 1947: 0.00024569564912209417
Position 375: 0.00022898717667712873
Position 676: 0.00021246843533984287
Position 667: 0.0001960133586395912
Position 2748: 0.00018541135379484562
Position 1744: 0.00017754242598229725
Position 903: 0.00017223486938859045
Position 606: 0.00015587506725844833
Position 1985: 0.00015421110299086317
Position 1639: 0.00014767300488301765
Position 2009: 0.0001458102787217915
Position 1003: 9.34970944951711e-05
Position 4882: 8.790409891124529e-05
Position 4846: 8.032205809974693e-05
Position 1720: 7.499671904364701e-05
Position 992: 7.163440075928689e-05
Position 609: 7.083295859035713e-05
Position 1266: 6.817298885919761e-05
Position 388: 6.76024861311225e-05
Position 241: 6.690041575018515e-05
Position 731: 6.245633479839201e-05
Position 391: 5.953618162767696e-05
Position 2424: 5.735494523008673e-05
Position 1449: 4.661227367428281e-05
Position 486: 3.8994016350209204e-05
Position 1738: 3.7031165212305565e-05
Position 4258: 3.354121726820116e-05
Position 2263: 3.331290502065071e-05
Position 822: 2.699963460117617e-05
Position 2979: 2.40817512734071e-05
Position 501: 2.2614505812450248e-05
Position 278: 1.937528339308303e-05
Position 736: 1.4888512061967658e-05
Position 2066: 1.147119712367291e-05
Position 354: 1.0509677535351109e-05
Position 812: 9.832102959077895e-06
Position 1037: 9.613593839221101e-06
Position 648: 8.331807392210801e-06
Position 495: 7.494194681336652e-06
Position 283: 7.454886912981197e-06
Position 344: 7.417414417492695e-06
Position 3060: 6.500824097117727e-06
Position 2960: 2.617595158131588e-06
Position 2297: 8.818826722095933e-07
Position 520: 6.871619332506894e-07
Position 644: 4.489750194582866e-07
Position 463: 4.3603306641866364e-07
Position 865: 4.1294974288859396e-07
Position 874: 3.9166581025500166e-07
Position 759: 3.201931889682074e-07
Position 855: 2.7111696028903437e-07
Position 615: 2.3068828120419928e-07
Position 678: 1.635722658690682e-07
Position 497: 1.5401174768459185e-07
Position 1047: 1.53225114978612e-07
Position 100: 1.3763621592115462e-07
Position 514: 1.2707765849977392e-07
Position 1252: 1.1544937406578369e-07
Position 1022: 6.575269146772606e-08
Position 525: 5.374985339755318e-08
Position 547: 5.184627400256346e-08
Position 584: 4.559792051486285e-08
Position 535: 4.331609852660764e-08
Position 72: 7.796113235302707e-09
Position 481: 7.790509579144285e-09
Position 123: 7.663305812112358e-09
Position 440: 5.993043244536729e-09
Position 95: 5.113838197791037e-09
Position 400: 4.920412137762425e-09
Position 541: 3.659585483541747e-09
Position 467: 3.583640539527728e-09
Position 491: 2.4771254558331647e-09
Position 556: 1.2266570249914557e-09
Position 76: 7.464572903684272e-10
Position 106: 6.868978193910509e-10
Position 81: 5.171922812933094e-10
Position 177: 4.377943080239819e-10
Position 537: 2.58562599897255e-10
Position 145: 2.059825315841567e-10
Position 397: 1.766147032938233e-10
