Gene = A830018L16Rik
Position 1191: 0.0004228788729747285
Position 7190: 0.0004012513633395232
Position 8758: 0.0003648354886680684
Position 4286: 0.00034744567829145874
Position 354: 0.0003194792686590227
Position 408: 0.0003166727597795828
Position 6206: 0.0002971078646750215
Position 2064: 0.0002963010808839406
Position 7800: 0.00027847087092359264
Position 1229: 0.00026065999961680263
Position 410: 0.00023647316359068265
Position 1407: 0.0002231109948255308
Position 1255: 0.00022084374334723736
Position 2431: 0.00021474220529430225
Position 1145: 0.00019895575260899355
Position 1047: 0.0001869029644783359
Position 1197: 0.0001618651066066602
Position 3001: 0.00015460430278787396
Position 315: 0.00015398446851552861
Position 3324: 0.00014202754107462372
Position 731: 0.00011750599593490069
Position 420: 0.00011103338918367299
Position 2435: 0.00010762300790304228
Position 948: 9.731867112098899e-05
Position 2137: 7.610897444168519e-05
Position 1473: 7.581946988241388e-05
Position 3052: 7.566890277219479e-05
Position 1712: 6.231648755678655e-05
Position 4422: 5.976536617505792e-05
Position 3753: 5.7496789071345393e-05
Position 1152: 5.15455933061194e-05
Position 1981: 4.6689359791201314e-05
Position 3863: 4.205691810350438e-05
Position 2117: 4.129076398169125e-05
Position 405: 3.9751239048833245e-05
Position 1074: 3.451525774462505e-05
Position 1458: 3.3249295002582136e-05
Position 634: 3.2331418815798556e-05
Position 591: 3.137668734504996e-05
Position 1002: 3.0300491976779968e-05
Position 514: 2.689957627433457e-05
Position 347: 2.682202175637794e-05
Position 2253: 2.0452929125731156e-05
Position 1615: 2.04463616430725e-05
Position 1576: 1.9511091960762607e-05
Position 1730: 1.7289326803292388e-05
Position 954: 1.330832111917484e-05
Position 537: 1.307475986358111e-05
Position 1204: 1.2558019339507383e-05
Position 1011: 1.2353104646825475e-05
Position 532: 1.2244747944183581e-05
Position 1024: 1.1053965948077233e-05
Position 1110: 1.0659038337244262e-05
Position 1240: 7.651425987168161e-06
Position 657: 7.580121829102559e-06
Position 721: 7.151265015938804e-06
Position 1201: 6.558530675688747e-06
Position 378: 6.434013832892356e-06
Position 1216: 5.301847552831072e-06
Position 765: 3.5100321485382433e-06
Position 293: 3.2975331186192127e-06
Position 659: 3.220742381581734e-06
Position 757: 3.057467192687493e-06
Position 1164: 2.9104208662396445e-06
Position 643: 2.527423655294654e-06
Position 505: 2.156897431225352e-06
Position 277: 2.133577123971115e-06
Position 799: 1.3133189646955538e-06
Position 1755: 9.926713214346379e-07
Position 1767: 4.591838240958197e-07
Position 1678: 4.5823162427954915e-07
Position 2417: 4.3411074534864926e-07
Position 2226: 4.0942360737510804e-07
Position 1423: 4.0606666467644004e-07
Position 1735: 3.053425499063147e-07
Position 1277: 1.8739356418623782e-07
Position 1439: 3.534647680979927e-08
Position 736: 7.38057564574198e-09
Position 386: 7.0914857789432976e-09
Position 295: 5.186706272894008e-09
Position 802: 4.428178230830214e-09
Position 540: 4.3234439168072654e-09
Position 1260: 2.562945340290829e-09
Position 165: 1.6754918477149222e-09
Position 1264: 9.90508177134305e-10
