Gene = Vcpip1
Position 2630: 2.321870881724656e-06
Position 418: 2.088180840800362e-06
Position 193: 1.6538864538500853e-06
Position 25: 4.868489835848313e-07
Position 228: 4.4117883102117564e-07
Position 429: 2.9587756185545533e-07
Position 181: 1.7439236629439635e-07
Position 11: 1.5123481978944246e-07
Position 475: 4.4996334749375966e-08
Position 14: 4.22131236060215e-09
Position 47: 2.9427548866158673e-09
Position 20: 1.186535211793251e-09
Position 612: 1.0092778301540331e-09
Position 754: 6.625599115237967e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11329: 0.710909158101374
Position 8983: 0.5733870167917987
Position 422: 0.05850714039905581
Position 13344: 0.051735112734807694
Position 11573: 0.04950881140662001
Position 9410: 0.04097782942662711
Position 8680: 0.03558804895451359
Position 6704: 0.03153792615501646
Position 2818: 0.028361926362055805
Position 2712: 0.02685532937525567
Position 1141: 0.024703031858497183
Position 11202: 0.022343376351068676
Position 3927: 0.021202865898761313
Position 2667: 0.020141364057735714
Position 3302: 0.019836048406403985
Position 502: 0.019179934310232013
Position 7967: 0.018728272114961066
Position 8763: 0.016341430111699903
Position 5152: 0.01431890734427407
Position 1807: 0.014192227456766732
Position 2695: 0.013267989261107485
Position 8710: 0.010487134119138168
Position 3789: 0.009443891523792948
Position 1786: 0.008385969879457805
Position 1078: 0.007161166293773449
Position 4882: 0.007012034995875019
Position 10948: 0.007000929028855031
Position 4998: 0.006152808297747504
Position 10904: 0.0060485880484748
Position 6764: 0.005925267978159288
Position 10371: 0.005802232716033853
Position 3654: 0.005750548358349556
Position 480: 0.005719560360929512
Position 2920: 0.005478455558543999
Position 3423: 0.005125400776228127
Position 2745: 0.0046024994119134395
Position 2756: 0.00426312173237666
Position 447: 0.004109891473563963
Position 459: 0.0037277524072271266
Position 1210: 0.003546990010440386
Position 465: 0.003284917912380737
Position 387: 0.002972451037317568
Position 2716: 0.0025684775518839647
Position 381: 0.002468561476299489
Position 3537: 0.0023112349188863825
Position 3469: 0.002285883409683541
Position 279: 0.0022688709093654125
Position 2514: 0.0022203942682657626
Position 4818: 0.002124639419863667
Position 3449: 0.0021139779436693145
Position 4838: 0.0020799602276701757
Position 6735: 0.0020159756319727915
Position 3584: 0.0019160245518325095
Position 2227: 0.001787219277380979
Position 9313: 0.0017706418473374358
Position 558: 0.0016849594895248714
Position 483: 0.0015930643708866503
Position 191: 0.0014072152120602093
Position 288: 0.001345383775769787
Position 7435: 0.001240063157514843
Position 3326: 0.0011982410466028024
Position 234: 0.0011332795197159175
Position 1066: 0.0010612212572560736
Position 1865: 0.000986956522736433
Position 3612: 0.0008462288735218588
Position 2406: 0.0007841116223447059
Position 214: 0.0007547845100913913
Position 429: 0.0007387523181398751
Position 1748: 0.000727839721732775
Position 2871: 0.0006820879790712797
Position 1180: 0.0006617239816536071
Position 1907: 0.0006237892700876669
Position 3680: 0.000610286823942469
Position 8629: 0.0005773147214076941
Position 2376: 0.0005660346394038353
Position 739: 0.0005557499946345144
Position 2128: 0.0005272348535585963
Position 7754: 0.0004867711694791959
Position 1511: 0.00048662526806830196
Position 6358: 0.0004833120902355053
Position 1831: 0.0004644988271735827
Position 6414: 0.00045332260061515476
Position 6124: 0.0004294480276916111
Position 6232: 0.00035098205837409056
Position 7680: 0.0003437604837346738
Position 7205: 0.00029828340128986434
Position 1368: 0.0002860477288833381
Position 2313: 0.00026927732513956724
Position 1919: 0.0002611966840840614
Position 1351: 0.00025296606227785337
Position 210: 0.00023477896678903072
Position 6158: 0.00023181758812174596
Position 2541: 0.00023132567687423637
Position 1151: 0.00022645415657983456
Position 5626: 0.00021401363845885578
Position 4539: 0.00019292981188188648
Position 5463: 0.0001847413263486064
Position 3055: 0.00018338949693043653
Position 5678: 0.00016340279255511699
Position 2055: 0.00014620270219015667
Position 4425: 0.00014514545145927104
Position 5231: 0.00012266061191511235
Position 5267: 0.0001205282789418817
Position 1966: 0.00011596348193446972
Position 4052: 0.00011172068114841123
Position 1300: 0.00010624304838983116
Position 4501: 0.0001043600865354779
Position 4693: 0.00010146685114043514
Position 216: 9.78282647554282e-05
Position 3239: 8.921713164564455e-05
Position 899: 8.308296614734872e-05
Position 2184: 8.224108416133688e-05
Position 1684: 7.095060729251469e-05
Position 1990: 6.551779770185764e-05
Position 3081: 6.419512099118089e-05
Position 350: 6.333317772283539e-05
Position 963: 6.288667059008457e-05
Position 341: 6.139806262226824e-05
Position 2468: 6.013549540468351e-05
Position 1533: 6.00200753830391e-05
Position 754: 5.7576144186701836e-05
Position 2386: 5.59664814568399e-05
Position 2081: 4.7889999774356905e-05
Position 2334: 4.4117079104034024e-05
Position 966: 2.8882317610008977e-05
Position 1725: 2.8703784016823105e-05
Position 954: 2.5495782707000794e-05
Position 685: 2.0364632643706306e-05
Position 1792: 1.0061807434463461e-05
Position 2625: 5.75261362959986e-06
Position 365: 5.316957455229665e-06
Position 1993: 4.366562485563625e-06
Position 221: 3.850039816382418e-06
Position 438: 3.1054781548085475e-06
Position 938: 2.8477231696229296e-06
Position 555: 2.3961325664620984e-06
Position 942: 2.0039078717510415e-06
Position 456: 1.770640018668893e-06
Position 1383: 1.6807991286540482e-06
Position 1423: 1.4367054684458217e-06
Position 907: 9.467040037809117e-07
Position 1085: 7.446030779831285e-07
Position 1392: 6.708973825284751e-07
Position 1972: 6.680802867457102e-07
Position 538: 5.703511930960602e-07
Position 910: 5.673543801144731e-07
Position 663: 5.520753547112699e-07
Position 1426: 4.721258866880253e-07
Position 1163: 3.7160802510632996e-07
Position 223: 3.505188151281199e-07
Position 951: 3.3956420568683346e-07
Position 985: 1.8740155453548348e-07
Position 1023: 1.6529616163426785e-07
Position 475: 1.6020324341354473e-07
Position 973: 8.880648191076755e-08
Position 853: 8.375926642011503e-08
Position 741: 7.344002180647758e-08
Position 576: 3.8055028110361744e-08
Position 170: 3.6298961779948886e-10
Position 150: 3.0879363794666915e-10
