Gene = Gar1
Position 3104: 0.013501940228751959
Position 4737: 0.01323391945552558
Position 5261: 0.013188185251805084
Position 4168: 0.011773243719936767
Position 6282: 0.011161847458060668
Position 1934: 0.01075062770741466
Position 2159: 0.010277100146150811
Position 3044: 0.009545773700809758
Position 1910: 0.008106195665085197
Position 1232: 0.007846360313586
Position 631: 0.0073557610966341145
Position 5500: 0.007333757666126919
Position 2431: 0.006544332309974433
Position 679: 0.006071209069238019
Position 2390: 0.006049044215153571
Position 2003: 0.005890197505150429
Position 4774: 0.005595658338804339
Position 712: 0.0043864732873793826
Position 4707: 0.004364002413297779
Position 880: 0.004076271853429397
Position 549: 0.004045282389814905
Position 3568: 0.003075685086015931
Position 1963: 0.002786598880030152
Position 2123: 0.002675817112356662
Position 1543: 0.002636177221759467
Position 4205: 0.0025128850663670953
Position 2357: 0.002378123843653925
Position 522: 0.0023044148578728347
Position 2441: 0.002300975732506503
Position 2937: 0.0022144465113292443
Position 567: 0.002183834787046114
Position 6093: 0.0021671677757322955
Position 5929: 0.002024628185424933
Position 2976: 0.0015967055341974102
Position 6190: 0.0014041985887948871
Position 6279: 0.0013629736154124228
Position 4994: 0.001343743267799321
Position 1559: 0.0013048205959074017
Position 110: 0.001287757707343289
Position 5789: 0.0012489534880972867
Position 609: 0.0012306321143348716
Position 5352: 0.0012305619691000802
Position 706: 0.0011723185145891748
Position 519: 0.0011545952217020402
Position 1715: 0.0011009180376840876
Position 1455: 0.0010653622860421611
Position 6215: 0.0010506610958710796
Position 135: 0.0009719791298372208
Position 4710: 0.0009473603355905115
Position 1972: 0.0008872451347298863
Position 844: 0.0008633195158952328
Position 3318: 0.0008464862594633643
Position 6390: 0.0008447215885559536
Position 5660: 0.0008443773663724353
Position 6440: 0.0008427828909068155
Position 1670: 0.0008141231666036234
Position 1272: 0.0008103957673238984
Position 603: 0.0007699719879143726
Position 6200: 0.0006917400986591968
Position 2757: 0.0006501779959221667
Position 159: 0.0006227846924102048
Position 4910: 0.0005073602480930809
Position 1780: 0.000452396526168841
Position 6030: 0.00043425399800816223
Position 774: 0.0004116456224704831
Position 6012: 0.00040010332821938577
Position 673: 0.00037820632650822136
Position 490: 0.0003628911029818363
Position 922: 0.00029303807890318305
Position 6305: 0.0002722269414209002
Position 895: 0.0002370642519301031
Position 660: 0.0002045540364912614
Position 648: 0.00016262240144775147
Position 890: 0.00015089324547665228
Position 471: 0.00014339916354666845
Position 1114: 0.00013499341765819283
Position 210: 0.00011256214206279698
Position 864: 0.00010081032245471078
Position 475: 7.897403506323569e-05
Position 2205: 7.885433520041476e-05
Position 553: 6.538555004274305e-05
Position 687: 6.391236873153494e-05
Position 1587: 6.175543556622909e-05
Position 2301: 5.4935265356277934e-05
Position 481: 5.178276602724766e-05
Position 1744: 4.9792408019788346e-05
Position 433: 4.362038950292997e-05
Position 582: 4.0505515439004655e-05
Position 729: 3.9401674533278074e-05
Position 1805: 2.613746788002307e-05
Position 1246: 1.860541358072911e-05
Position 257: 1.6614429094248984e-05
Position 207: 1.4366881591520388e-05
Position 1815: 1.3959491132823144e-05
Position 217: 1.1204564451614031e-05
Position 1134: 7.991439880918622e-06
Position 726: 3.404703687416956e-06
Position 857: 3.0943901387498893e-06
Position 1158: 2.900593681727501e-06
Position 1756: 2.8569692655140776e-06
Position 551: 2.251961243101517e-06
Position 780: 1.8912905447174911e-06
Position 806: 1.7517973359160975e-06
Position 228: 1.6875719983516174e-06
Position 756: 9.966316714160384e-07
Position 949: 8.951611329200037e-07
Position 264: 8.551308735165763e-07
Position 1605: 2.666904301080241e-07
Position 1575: 2.4247117643667916e-07
Position 385: 1.4264416312726392e-07
Position 427: 1.1250420585276908e-07
Position 789: 9.843364346188903e-08
Position 741: 7.953145533098774e-08
Position 283: 3.844639088550876e-08
Position 299: 6.031146886107875e-09
Position 293: 2.6194552251332767e-09
Position 303: 8.935156784307636e-10
