Gene = Map9
Position 1153: 0.00032911379807975784
Position 176: 0.0003095394918871819
Position 1164: 0.00029634056787276414
Position 4971: 0.0002543722453081626
Position 362: 0.00024587674118684884
Position 4284: 0.00024282278175049562
Position 741: 0.00023879248924453265
Position 1440: 0.00022376127596347373
Position 915: 0.00020139914415970072
Position 5886: 0.00019639984292217562
Position 267: 0.00019528164531816203
Position 3813: 0.000174540057136622
Position 293: 0.00014373739667662317
Position 218: 0.00013598453632597519
Position 573: 0.00011258724525272423
Position 155: 8.497719390254853e-05
Position 8729: 7.099240006654524e-05
Position 1487: 6.835475874234864e-05
Position 892: 6.7405940181844e-05
Position 933: 6.1004859916057497e-05
Position 1700: 5.580363130674924e-05
Position 867: 5.2703017197747905e-05
Position 1740: 4.147727442885734e-05
Position 6527: 3.401990148950188e-05
Position 1507: 3.160014515501518e-05
Position 1299: 2.4435237750743272e-05
Position 2716: 2.409091533056212e-05
Position 5879: 2.296469396032963e-05
Position 648: 1.9424841301082706e-05
Position 1518: 1.898464595007231e-05
Position 674: 1.6436521688136046e-05
Position 2852: 1.6346759542524225e-05
Position 5869: 1.51511391707682e-05
Position 116: 1.3098395848300728e-05
Position 425: 1.1470390336165529e-05
Position 508: 1.1394408789107746e-05
Position 187: 1.003506744449769e-05
Position 439: 8.290639284214692e-06
Position 2288: 7.637391007101454e-06
Position 496: 7.54598224135774e-06
Position 31: 6.522036345689375e-06
Position 1933: 4.873942327613756e-06
Position 2278: 7.247982681116024e-07
Position 2243: 5.365136892983037e-07
Position 2094: 5.275402265941531e-07
Position 483: 5.177359939315203e-07
Position 247: 4.492277834321241e-07
Position 53: 3.679254968437852e-07
Position 547: 3.668793408082468e-07
Position 556: 2.400554099918115e-07
Position 1864: 1.368923640805877e-07
Position 513: 1.354379701307318e-07
Position 240: 1.3359097484611331e-07
Position 579: 1.3230204580717157e-07
Position 576: 1.0875402587325623e-07
Position 651: 8.861178736007464e-08
Position 640: 6.562149951753493e-08
Position 598: 5.805060329688433e-08
Position 600: 4.467047004147099e-08
Position 625: 3.733374570904644e-08
Position 668: 3.3853465564595996e-08
Position 820: 2.3667330102775856e-10
Position 1400: 9.20131814614773e-11
Position 1356: 8.900777786375596e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1817: 0.992283802641745
Position 5218: 0.5961600555346612
Position 8351: 0.5206055026858597
Position 13106: 0.4528172624465123
Position 961: 0.44846234387981154
Position 5384: 0.23976223661484078
Position 15133: 0.19283799236342913
Position 3543: 0.18105516996474325
Position 11805: 0.176306017215975
Position 9674: 0.15712272482275563
Position 13769: 0.14994900473098494
Position 958: 0.12607880854952455
Position 16035: 0.10950296541630633
Position 902: 0.10409389812241703
Position 933: 0.08275002443792587
Position 773: 0.08200112695831535
Position 5343: 0.08089183092292172
Position 8993: 0.0792864593168948
Position 6269: 0.07779576553743353
Position 9333: 0.06156726138581652
Position 13783: 0.05725929966557574
Position 1215: 0.05185805473934836
Position 9721: 0.05045274539353475
Position 10742: 0.04981503556139159
Position 997: 0.04823986745621173
Position 5663: 0.04325265884924755
Position 5396: 0.034964827998127716
Position 16320: 0.03467806860092737
Position 2369: 0.03390247870764083
Position 17274: 0.02738369603460271
Position 17163: 0.025594644747555406
Position 10341: 0.024544254657646355
Position 5227: 0.022677035290867044
Position 5795: 0.02055345368939714
Position 12623: 0.019912392863201834
Position 6133: 0.018441523518867523
Position 9567: 0.01658584432857539
Position 5775: 0.015580629751321285
Position 8725: 0.015553567941113709
Position 10526: 0.014603021832399754
Position 5239: 0.01403394785734897
Position 10243: 0.013279702549652684
Position 6623: 0.013012963073467157
Position 5746: 0.012672953311587147
Position 1625: 0.012096744925925914
Position 1167: 0.011920949356265769
Position 6371: 0.01177949687173987
Position 15418: 0.011770622122186675
Position 10725: 0.011165903893213598
Position 10791: 0.009687749897143423
Position 1192: 0.009635257670449333
Position 9606: 0.009217207582437992
Position 6458: 0.009211220139771449
Position 6118: 0.009062541823047004
Position 6420: 0.007465915617649919
Position 14101: 0.007400615360755148
Position 6006: 0.007261181461018677
Position 969: 0.0067090169317804505
Position 1555: 0.006581898948949684
Position 1490: 0.0064587676666390415
Position 6407: 0.00606981603336859
Position 9641: 0.005976949456394116
Position 13729: 0.005813769567924097
Position 1600: 0.00570106353272288
Position 9938: 0.005603895048873981
Position 6334: 0.0054780605627475195
Position 5347: 0.004971466020668018
Position 5801: 0.004806760011535202
Position 963: 0.004568229063058597
Position 562: 0.004384868926732864
Position 8691: 0.0037174900084673747
Position 5829: 0.0034347196819014716
Position 2405: 0.0033670686102792906
Position 8518: 0.003325864775968492
Position 8368: 0.002930625859821144
Position 6348: 0.0028730014348297968
Position 5354: 0.0028379573088213863
Position 7786: 0.00282708733714116
Position 651: 0.0027947226335705176
Position 3422: 0.0025968202747941815
Position 9059: 0.002435927826892905
Position 1285: 0.002339033527732389
Position 6148: 0.0020923063679429456
Position 1823: 0.002080183723443758
Position 10182: 0.0018274661687516106
Position 5251: 0.0016593504206820883
Position 6461: 0.001626812024353601
Position 6084: 0.0016168499859789717
Position 10874: 0.0015965313114471157
Position 4872: 0.001587367745038261
Position 4527: 0.0015735214648086545
Position 7527: 0.001548511177440504
Position 668: 0.0014994258510962622
Position 840: 0.0014955879018478957
Position 5715: 0.0014381406877686915
Position 5637: 0.0014377294375675612
Position 912: 0.0014103390129023919
Position 4538: 0.0014084798949297603
Position 1244: 0.0013896956896767554
Position 5321: 0.0013825012278160026
Position 1799: 0.0012404795739901133
Position 1503: 0.0010509787089315256
Position 9036: 0.001029916364626062
Position 5672: 0.0010275144795742735
Position 7935: 0.0010033469038410476
Position 4966: 0.0008988070690422293
Position 99: 0.0008441221407630732
Position 1157: 0.0008195874633820578
Position 7577: 0.0007920245771077541
Position 3503: 0.0007677026843630447
Position 3580: 0.0007177883052993038
Position 183: 0.0006774861641121065
Position 343: 0.0006512943398068433
Position 1603: 0.0005223829018407254
Position 1019: 0.00045487173640410477
Position 1306: 0.00043678291655711783
Position 6155: 0.00043616991420239784
Position 1730: 0.00043603523481380076
Position 307: 0.00042721573602982747
Position 3611: 0.00039712502023175964
Position 8189: 0.00039315430682496425
Position 5697: 0.0003818635720019356
Position 1755: 0.00035864714184833855
Position 5644: 0.00033071318652513193
Position 1394: 0.00029129070256422607
Position 7629: 0.00027992024311321165
Position 6051: 0.00027683647752160595
Position 797: 0.00025562670446479304
Position 2262: 0.00024385794410632124
Position 4044: 0.00024282278175049543
Position 5112: 0.0002297545554918286
Position 7530: 0.00022941181571426388
Position 914: 0.00022737555685276305
Position 5861: 0.00022219290663068921
Position 2800: 0.00020132000007364013
Position 1511: 0.00019510632432821203
Position 7636: 0.00019255713309029588
Position 2008: 0.00018255860408565821
Position 2831: 0.00017826856627957993
Position 7160: 0.00016659661137554093
Position 2927: 0.0001592588985110945
Position 6550: 0.00015480501280426163
Position 1117: 0.00014477115592049792
Position 815: 0.0001349844722768241
Position 1562: 0.00012613508870997593
Position 8193: 0.00012602784359083452
Position 6546: 0.00011979056253548732
Position 1632: 0.00011663282250566863
Position 1467: 0.00011555486139981969
Position 5831: 0.00011365280983222506
Position 1954: 0.0001028961859860902
Position 1052: 9.97973963072332e-05
Position 491: 8.641093066182501e-05
Position 3427: 7.895069118266742e-05
Position 2389: 5.953642411600478e-05
Position 2413: 5.815941612082809e-05
Position 317: 5.773235966765636e-05
Position 2222: 5.5126038643084325e-05
Position 5130: 5.188399342945139e-05
Position 1315: 4.84954326593455e-05
Position 846: 4.849161538226637e-05
Position 1021: 4.139157952442691e-05
Position 5717: 2.613176427513602e-05
Position 193: 2.3739067988011692e-05
Position 1251: 2.17194791545013e-05
Position 5721: 1.96586902923572e-05
Position 1028: 1.8296607538974057e-05
Position 519: 1.7632905201526857e-05
Position 124: 1.3611739729635713e-05
Position 1842: 1.1800961027181304e-05
Position 2729: 1.0759898924060117e-05
Position 677: 9.943748121962128e-06
Position 547: 9.55980528715815e-06
Position 2139: 8.715114749633549e-06
Position 2115: 5.273511392460854e-06
Position 2465: 4.548291926081684e-06
Position 2507: 4.085557160034812e-06
Position 352: 3.848135597094803e-06
Position 2599: 3.349143623681056e-06
Position 2689: 3.2003771865727297e-06
Position 6072: 3.0725462588699965e-06
Position 2442: 2.38579700573403e-06
Position 2527: 2.2821784908522236e-06
Position 1745: 1.3295694253933126e-06
Position 4887: 1.308633053992815e-06
Position 1891: 1.3033719128956446e-06
Position 6008: 9.91885915135036e-07
Position 227: 6.969601580391182e-07
Position 617: 6.961957063289031e-07
Position 447: 6.197941837980429e-07
Position 252: 5.753998638025472e-07
Position 425: 5.696562625797815e-07
Position 1851: 4.4711951461470937e-07
Position 1682: 4.2176912762834906e-07
Position 682: 3.2111123987459073e-07
Position 2014: 2.809294768790804e-07
Position 2175: 2.5573186829705406e-07
Position 2060: 1.8131023762031684e-07
Position 2030: 1.5518502116534863e-07
Position 405: 1.110227894334748e-07
Position 2187: 1.0015682127219381e-07
Position 260: 8.09948280232113e-08
Position 213: 7.030745266172128e-08
Position 2162: 6.684175332558394e-08
Position 132: 3.377355700010741e-08
Position 1136: 1.1433051591216856e-08
Position 230: 1.760041346069781e-11
Position 168: 7.776446804660457e-12
Position 432: 4.738293851006609e-12
Position 161: 3.3306290511563066e-12
Position 163: 1.4558164203785255e-12
