Gene = Ppp1r13l
Position 11420: 0.0026775067565466895
Position 10464: 0.0021798105343304778
Position 10130: 0.0019781614493391032
Position 16420: 0.0018986636119180807
Position 7730: 0.0017886673964841704
Position 8888: 0.0017047241524991384
Position 14436: 0.0016546372714034046
Position 804: 0.0015865845826426948
Position 8075: 0.00146127922200805
Position 14574: 0.0014445897914979137
Position 16977: 0.0014234451504311113
Position 9027: 0.0014017597557652924
Position 8684: 0.0013244567346698795
Position 9474: 0.0011975483967933175
Position 4381: 0.0009616905389347944
Position 9758: 0.0009434423838369615
Position 9053: 0.0008763179906936948
Position 7580: 0.0007350044974673486
Position 569: 0.0007090095780983862
Position 495: 0.000692243887185411
Position 7589: 0.0006917119444421033
Position 7847: 0.0005209154288434057
Position 868: 0.00046418501327184146
Position 14416: 0.00045546046302748206
Position 79: 0.0003859915414106972
Position 503: 0.0003431843089203555
Position 590: 0.00027461437159459056
Position 9080: 0.000250584360494069
Position 633: 0.00017440140065715746
Position 14424: 0.00015317220212432038
Position 8729: 0.00014529129374064986
Position 244: 0.00012896448602853255
Position 9229: 0.00011886451351023648
Position 14173: 0.00011555169541698881
Position 123: 0.00011524880865036092
Position 275: 0.00010155956629765349
Position 819: 9.913794766047285e-05
Position 187: 9.676603067070991e-05
Position 9498: 7.533073658752245e-05
Position 14455: 7.420244720732639e-05
Position 105: 7.416103991813901e-05
Position 14377: 7.342729485254071e-05
Position 11456: 7.30062293783813e-05
Position 297: 6.697415201020271e-05
Position 9276: 6.173755309820753e-05
Position 9481: 6.018914322424e-05
Position 14973: 5.8450036683421435e-05
Position 9246: 5.353976939182749e-05
Position 202: 5.148582849571409e-05
Position 549: 4.338677488671217e-05
Position 9789: 3.7068571710668944e-05
Position 8850: 3.5030757988732634e-05
Position 10751: 3.4950989479729715e-05
Position 807: 3.454682932363266e-05
Position 393: 3.365032759485487e-05
Position 9059: 3.347104524376739e-05
Position 588: 3.138333068840137e-05
Position 447: 3.091457541306191e-05
Position 767: 2.663267403980216e-05
Position 382: 2.54572179175809e-05
Position 313: 2.2169195009498544e-05
Position 14330: 1.80805874771332e-05
Position 7916: 1.7999335837871772e-05
Position 294: 1.436841767181065e-05
Position 612: 1.2241260517754694e-05
Position 7782: 1.0819580266106301e-05
Position 573: 1.0644267197305306e-05
Position 536: 9.506870041458378e-06
Position 922: 9.203728315347313e-06
Position 15811: 9.01084942288418e-06
Position 7632: 8.989267584141973e-06
Position 7713: 8.224648752653294e-06
Position 14463: 7.860588152176905e-06
Position 9494: 7.616666215304227e-06
Position 1051: 7.087194541779613e-06
Position 10030: 6.291674168140011e-06
Position 9504: 5.378411183175223e-06
Position 459: 5.1327134283026085e-06
Position 705: 4.553183317420585e-06
Position 2278: 4.470575289485381e-06
Position 990: 4.026889482743267e-06
Position 14347: 3.4407010578617987e-06
Position 10459: 3.0167196483716187e-06
Position 11863: 1.341085082999352e-06
Position 9502: 1.2334133098939643e-06
Position 9838: 7.803583137454661e-07
Position 14689: 6.888689266001374e-07
Position 14523: 4.4626453945539475e-07
Position 9785: 3.9290409551957563e-07
Position 200: 8.32634812316906e-08
Position 323: 4.9837916340259004e-08
Position 151: 4.534661589646231e-08
Position 14601: 2.036794991980424e-08
Position 14730: 1.7581913774481313e-08
Position 372: 1.7308462579976022e-08
Position 14692: 1.0161267557799745e-08
Position 400: 4.7937506741839145e-09
Position 387: 3.639822583501241e-09
Position 374: 1.9687291681581425e-09
Position 14212: 1.4563060320017068e-09
Position 24: 8.070584496590753e-10
Position 406: 6.736566334779176e-10
Position 9719: 7.56572923188142e-12
Position 421: 6.595143413920758e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14268: 0.9983526880076996
Position 14033: 0.9938125275600006
Position 9172: 0.9835663270684907
Position 7500: 0.9371861853159995
Position 14508: 0.8524786175112805
Position 9349: 0.8455251810021182
Position 16271: 0.7742282611741723
Position 7325: 0.7408910262539924
Position 8763: 0.5979170112224517
Position 909: 0.36525097199816803
Position 10360: 0.2735738977531429
Position 8724: 0.2340280101228325
Position 8980: 0.2282970670994884
Position 8961: 0.2277665764097151
Position 9007: 0.18689276504311175
Position 14558: 0.14104804134413226
Position 10324: 0.12187432943625146
Position 15735: 0.11123853156358866
Position 12109: 0.10231433294553491
Position 9988: 0.10190886835525767
Position 983: 0.09540377657521414
Position 16750: 0.09106607813866767
Position 7329: 0.07893300248187504
Position 3356: 0.07718244848090626
Position 5709: 0.07201129852714182
Position 17161: 0.07175104337184018
Position 9390: 0.0715336396193428
Position 8708: 0.06866583144204733
Position 12127: 0.054654378196690515
Position 10330: 0.05350592376860839
Position 8577: 0.05245471135659244
Position 10222: 0.04801508298975236
Position 10094: 0.04422674330817318
Position 8976: 0.037925872701025445
Position 10300: 0.03704452042790204
Position 4300: 0.03674469240419581
Position 6253: 0.033827183542788984
Position 3430: 0.03200951166242928
Position 10119: 0.030526599822226063
Position 16761: 0.027519038200386405
Position 11707: 0.025836739643445572
Position 7532: 0.025569503353898952
Position 15779: 0.025192129505003175
Position 10158: 0.025036522308361085
Position 10312: 0.02402431278654692
Position 8947: 0.0235696919412544
Position 11973: 0.02340576062779316
Position 17304: 0.020715816074608876
Position 10286: 0.019284337010206522
Position 16332: 0.017795326824766425
Position 697: 0.01688970140262932
Position 14853: 0.016656114508003007
Position 10203: 0.016359472638676393
Position 7221: 0.014633852499850341
Position 7176: 0.014374234884032125
Position 11819: 0.014090672719308356
Position 15559: 0.01405440200434227
Position 11988: 0.013518780301174874
Position 8777: 0.012650438623729493
Position 9816: 0.01262446191040709
Position 3401: 0.01252147805885069
Position 4276: 0.01227989207632372
Position 17164: 0.012195670977067977
Position 13491: 0.011055181882141564
Position 15928: 0.010585318296644435
Position 14793: 0.009108793616374684
Position 11924: 0.00873717779003198
Position 15501: 0.008355301661351814
Position 6335: 0.00816359702545213
Position 9194: 0.007915958272621499
Position 2239: 0.007807392197939255
Position 7514: 0.0075322448855016455
Position 9019: 0.007481178075789767
Position 13689: 0.006877089595690261
Position 16697: 0.00677321980443398
Position 8939: 0.006715506611909695
Position 16890: 0.005922018861236841
Position 4570: 0.005900876495176825
Position 8780: 0.005368991097867572
Position 6436: 0.005149465369792629
Position 676: 0.0050175359988437005
Position 16597: 0.004982439590530939
Position 14601: 0.004868430514219538
Position 1021: 0.004736377757377476
Position 15967: 0.004619161804263597
Position 16145: 0.004438197310884556
Position 3305: 0.0042870754999076825
Position 16661: 0.0041488400084104355
Position 16862: 0.004088206754060133
Position 15299: 0.00407399285113481
Position 3325: 0.003839864916909125
Position 12138: 0.003593706503731063
Position 15750: 0.003541735191768761
Position 17003: 0.0034684951884925586
Position 17199: 0.0033420021645745746
Position 17202: 0.003280199383356629
Position 14982: 0.003190136297288027
Position 8923: 0.0031336046262271247
Position 17183: 0.0029693897279385903
Position 10165: 0.002877519466202221
Position 6040: 0.0028515260557875136
Position 10050: 0.0028166714520136684
Position 946: 0.0027877099667550803
Position 14972: 0.0027555143028542336
Position 1239: 0.0024966204315541407
Position 4518: 0.002396509424573212
Position 418: 0.0023692871134829924
Position 9204: 0.0023511067395514612
Position 5933: 0.0021896526973920003
Position 2160: 0.002155091574019687
Position 11367: 0.002115559595867399
Position 13973: 0.0017900068886282212
Position 6006: 0.0017804915800022606
Position 5984: 0.0016350821197559208
Position 3225: 0.0016313261124373307
Position 10068: 0.0016071342600272205
Position 3352: 0.0015762820901569477
Position 3978: 0.0015729754603674968
Position 8804: 0.0014806876424099072
Position 14036: 0.0014788010643204399
Position 1178: 0.0014476438699597746
Position 15344: 0.0014096479040696097
Position 10366: 0.001343843219526512
Position 3473: 0.0013258116742057083
Position 14282: 0.0011163368459055588
Position 15130: 0.0010956237243330668
Position 8952: 0.001030696496113562
Position 470: 0.0009293355994591272
Position 1228: 0.0009102458146233726
Position 7847: 0.0008865639330310724
Position 8484: 0.0008623709627029666
Position 2164: 0.0008598311819679007
Position 929: 0.000847518867242826
Position 4304: 0.000827873671839999
Position 871: 0.0007576297424750462
Position 11828: 0.0007243439397601937
Position 16190: 0.0007140329512861461
Position 16033: 0.0006770352544731072
Position 8621: 0.0006598555150436623
Position 9661: 0.0006229835365901444
Position 11299: 0.0006017528918616554
Position 4459: 0.0005939570539158235
Position 3358: 0.0005436829283918086
Position 2183: 0.0004898885544501067
Position 15507: 0.000488096259280719
Position 7797: 0.000477711014875807
Position 15649: 0.0004736191405493549
Position 8419: 0.00047342481106231
Position 8624: 0.0004713154147080843
Position 15307: 0.0004574980739839612
Position 8785: 0.0004429641910115841
Position 9133: 0.00041833345589257636
Position 723: 0.0004046510846283971
Position 828: 0.0004011199509383699
Position 1000: 0.00039570006434382196
Position 4255: 0.00038029786540427616
Position 8324: 0.00036762354908145736
Position 3488: 0.0003659698604761416
Position 3276: 0.00036306248017640833
Position 856: 0.0003620447492605265
Position 15802: 0.00034815264364836693
Position 14787: 0.00033371630717643876
Position 9124: 0.000329094786456582
Position 9518: 0.0003088426626975522
Position 14824: 0.0003033341897289351
Position 14989: 0.0002816672865205929
Position 7954: 0.00025776773998793746
Position 8452: 0.00023263266589701546
Position 14286: 0.00022537233750181078
Position 10044: 0.0002168322619120001
Position 1377: 0.0002049628837887468
Position 9232: 0.00019729188760791145
Position 629: 0.00017505752430488017
Position 16337: 0.00015521458117494054
Position 10186: 0.00015257905473425523
Position 7692: 0.00015058166345937877
Position 581: 0.00014518230478999966
Position 8824: 0.00013546494882389962
Position 7949: 9.947361540600946e-05
Position 294: 9.789681061070441e-05
Position 709: 9.674549046366051e-05
Position 494: 8.875025975889135e-05
Position 10027: 8.229153509203005e-05
Position 742: 8.205318727049402e-05
Position 380: 7.835134207956839e-05
Position 14295: 7.825663470991617e-05
Position 10126: 7.820400380700369e-05
Position 13800: 7.820129775097114e-05
Position 728: 7.059150298232535e-05
Position 9255: 6.994067980481992e-05
Position 14298: 6.709660361277867e-05
Position 3182: 6.67884302674354e-05
Position 755: 6.251365696423181e-05
Position 15012: 5.9990986639448784e-05
Position 9088: 5.444121230653039e-05
Position 14233: 4.480594940772204e-05
Position 803: 4.3994977104373357e-05
Position 1071: 4.0102382349966355e-05
Position 13654: 3.4900248596591136e-05
Position 11253: 3.3200498196011186e-05
Position 8831: 2.970238355619702e-05
Position 4352: 2.9425340751948166e-05
Position 263: 2.659782222530775e-05
Position 2263: 2.5830854723353934e-05
Position 7988: 2.338731022786793e-05
Position 7919: 2.3156697905555802e-05
Position 10650: 1.990766572722167e-05
Position 9869: 1.8510744749491732e-05
Position 950: 1.8354765742063458e-05
Position 2216: 1.8148089579374256e-05
Position 9410: 1.7635062391985292e-05
Position 725: 1.756212743810369e-05
Position 480: 1.6781709748308466e-05
Position 9404: 1.5594945714627307e-05
Position 1252: 1.22588586804988e-05
Position 745: 1.152449524909276e-05
Position 10622: 1.0787398371211499e-05
Position 10103: 1.0307876223297368e-05
Position 442: 1.02281942086569e-05
Position 14393: 1.0102971778468839e-05
Position 9665: 9.772036830765728e-06
Position 848: 9.063592102243191e-06
Position 584: 9.014798820631068e-06
Position 9856: 8.903690488466528e-06
Position 911: 8.894210539982577e-06
Position 15061: 8.499962915071361e-06
Position 649: 7.723289093278049e-06
Position 372: 7.5602403352091514e-06
Position 15045: 7.074371987717026e-06
Position 9706: 6.5719274593144325e-06
Position 547: 6.335812873245184e-06
Position 10002: 5.470237117304041e-06
Position 633: 5.253787287974635e-06
Position 1267: 4.991259981601564e-06
Position 392: 4.650731192037345e-06
Position 9736: 4.315373599924065e-06
Position 10737: 4.2559253812965435e-06
Position 432: 3.759534935197415e-06
Position 526: 3.1217876799615855e-06
Position 9640: 2.975140914509399e-06
Position 15099: 2.909037602514938e-06
Position 9681: 2.8052360476324997e-06
Position 9541: 2.1013699444870725e-06
Position 9690: 1.920412315276119e-06
Position 1174: 1.9188379351622693e-06
Position 640: 1.3653813837038202e-06
Position 14675: 1.1597155781631583e-06
Position 761: 1.1295396136678408e-06
Position 1078: 5.877122117770425e-07
Position 187: 5.584246255304299e-07
Position 235: 5.48959814735456e-07
Position 512: 5.452857901582611e-07
Position 819: 3.5380388823216154e-07
Position 1314: 2.2216598100909043e-07
Position 1073: 1.850241429752327e-07
Position 9408: 1.8434305163050263e-07
Position 919: 1.6153113583096026e-07
Position 14654: 1.3925322890183544e-07
Position 9413: 1.2022557150335485e-07
Position 232: 1.1803762166556971e-07
Position 840: 9.705748254629129e-08
Position 835: 6.452642542933948e-08
Position 9434: 6.450317637103976e-08
Position 14951: 6.096563634212519e-08
Position 14626: 4.255539628595948e-08
Position 14644: 1.2043877655290435e-08
Position 9406: 3.4352547827756454e-09
