Gene = Ankle2
Position 748: 7.98531373849819e-08
Position 18: 7.502914221063187e-08
Position 883: 7.133977505670841e-08
Position 950: 6.8960000328383e-08
Position 137: 2.4451655848828292e-08
Position 238: 2.21592665730827e-08
Position 695: 1.9560607908895538e-08
Position 850: 1.911588258481297e-08
Position 1175: 3.0579285932372807e-09
Position 584: 1.6987089516004723e-10
Position 586: 1.5584107110282388e-10
Position 437: 1.3628373272316193e-10
Position 597: 2.1622212359480367e-14
Position 668: 2.0029156616984053e-14
Position 591: 1.472111541920331e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 10924: 0.9690270662298762
Position 6942: 0.95440830003107
Position 20571: 0.9233478742373327
Position 19696: 0.8686360060977864
Position 22778: 0.8207328481676001
Position 13879: 0.7510414048925429
Position 18326: 0.6970004244067733
Position 23296: 0.6608319559717101
Position 19935: 0.6053721178282238
Position 5539: 0.5812847748602424
Position 6650: 0.39449885688117975
Position 13499: 0.3526837481038637
Position 12593: 0.22691897698356328
Position 14410: 0.2116089360265216
Position 6653: 0.21061117345755598
Position 17267: 0.18700951485655706
Position 23965: 0.18080140837510564
Position 3342: 0.16046838515603704
Position 22175: 0.15915346351554774
Position 14101: 0.1435415975180683
Position 730: 0.11404187243859763
Position 5268: 0.11296612791097868
Position 16931: 0.1123761994042637
Position 14287: 0.11026929264637306
Position 6727: 0.11002466928360186
Position 23036: 0.0924246238499498
Position 13751: 0.054179074724404794
Position 2707: 0.05176891528332031
Position 21131: 0.0511087800673929
Position 23362: 0.047661362799099216
Position 20575: 0.045622720598947494
Position 6677: 0.04513152433979111
Position 3666: 0.04508271764968332
Position 2987: 0.03853740633916329
Position 3646: 0.03843941681859147
Position 19700: 0.03831400369786059
Position 5235: 0.03776262286717577
Position 18268: 0.034718482213450086
Position 11165: 0.0343114406958775
Position 5343: 0.03313670360464466
Position 20492: 0.031028964959206998
Position 20772: 0.030610615493848983
Position 644: 0.030520660058764224
Position 20868: 0.02789016929680578
Position 13698: 0.02656278418477187
Position 13826: 0.0264167952251549
Position 2188: 0.026301932456295033
Position 13257: 0.025867757522369434
Position 18692: 0.024428005565413906
Position 9153: 0.023384182932635965
Position 9578: 0.02305059682592725
Position 12627: 0.02228908819794563
Position 7057: 0.019530795084381776
Position 21957: 0.0193631680950123
Position 13286: 0.019230424781483624
Position 14598: 0.01883912535499698
Position 5441: 0.018586512566464434
Position 23786: 0.018195285995907074
Position 20787: 0.01794174884439221
Position 5289: 0.016289869263687612
Position 2941: 0.016011300102120866
Position 20748: 0.01587954015966572
Position 23256: 0.01472855816115383
Position 7005: 0.013403039687110043
Position 22034: 0.012434735903730482
Position 998: 0.011986631634572854
Position 23440: 0.011585545582987548
Position 9632: 0.010990919987989598
Position 3721: 0.010373255454666403
Position 7713: 0.010369147627887274
Position 611: 0.010282773492961276
Position 2519: 0.00951402247478379
Position 11200: 0.009432601990169891
Position 23508: 0.009369751038635674
Position 20106: 0.00930183951001214
Position 3530: 0.008758243465642536
Position 6946: 0.008720909826973088
Position 14200: 0.008272676455684936
Position 9017: 0.007912029098942189
Position 20109: 0.007553475920387015
Position 21707: 0.007495438478352114
Position 23690: 0.0074846704421754565
Position 9438: 0.007322631811010155
Position 22855: 0.007059075858590783
Position 24445: 0.006692126509884231
Position 3393: 0.006514487596532215
Position 22088: 0.006334498260798268
Position 3563: 0.0061159715411363644
Position 21204: 0.006047243820264861
Position 13966: 0.006033378277607166
Position 23643: 0.005809408642620874
Position 23917: 0.005585788496064156
Position 789: 0.005247822493612106
Position 11679: 0.005215003515151636
Position 23884: 0.005107808813988878
Position 937: 0.005092326763554392
Position 6590: 0.005081127039592255
Position 22128: 0.00490656038090204
Position 9619: 0.004830192920242024
Position 5210: 0.004570276426841409
Position 12947: 0.00438339708053474
Position 3709: 0.004248467145029265
Position 832: 0.0042264716182023624
Position 9109: 0.004158351163305219
Position 899: 0.0036621671005186126
Position 23761: 0.0035140765520177636
Position 22132: 0.003502121422947725
Position 10061: 0.0034382782452198027
Position 22252: 0.003377476561473582
Position 8798: 0.0029848131779348914
Position 3699: 0.002974277536717096
Position 8745: 0.0029734879322012133
Position 1860: 0.002959798219144196
Position 8723: 0.0029085728187788545
Position 2398: 0.0029051142396077146
Position 8823: 0.0028835368832037496
Position 23842: 0.0027634082205647125
Position 1979: 0.002641797107706792
Position 21041: 0.002554146716023144
Position 20806: 0.0023583270566978932
Position 12898: 0.0021431358724058247
Position 11664: 0.002038814295573851
Position 11734: 0.0019098369994126263
Position 8284: 0.0018731640734740013
Position 22059: 0.0017131858352572914
Position 8772: 0.0016946325664648379
Position 3631: 0.001533104063727587
Position 19554: 0.0015082436738008708
Position 1888: 0.001442714616655626
Position 680: 0.0014046124595175089
Position 7399: 0.0014030970867862343
Position 11280: 0.001377821604314876
Position 22310: 0.001305836208381043
Position 8303: 0.0012751758228413713
Position 3535: 0.0012552667139017067
Position 13802: 0.0011716448364634644
Position 2962: 0.0011490642664039607
Position 8703: 0.0011121358714216443
Position 12095: 0.0010734176626073044
Position 7314: 0.001061646372078658
Position 8664: 0.001024054943502569
Position 7236: 0.0010175944126652296
Position 8677: 0.0010169954613764272
Position 2890: 0.0009894266096319975
Position 21077: 0.0009616704863604466
Position 8362: 0.0008983103702484489
Position 2826: 0.0008732743160147477
Position 12914: 0.0008381995033606886
Position 812: 0.000826789098098882
Position 887: 0.0008173192050596607
Position 1851: 0.0008033442448007842
Position 13778: 0.0007698546096129105
Position 841: 0.0007571199266583642
Position 688: 0.0007454714725746317
Position 1168: 0.000730006293329422
Position 22527: 0.0007025540692290549
Position 19758: 0.000691361960314135
Position 1031: 0.0006677839961191393
Position 2020: 0.0006399541975759035
Position 2546: 0.0005984107379207008
Position 21163: 0.0005928001310344229
Position 3627: 0.0005660424119295368
Position 854: 0.00051658296692238
Position 692: 0.0005157289604910541
Position 822: 0.0005117475554446587
Position 2142: 0.00048118232872433294
Position 3025: 0.00044322200206029205
Position 21877: 0.00043423383642986126
Position 24427: 0.0004316095345563313
Position 1069: 0.000392658876331499
Position 7885: 0.00039049902054181737
Position 11698: 0.0003877695112640251
Position 21562: 0.000366348464038578
Position 12669: 0.00036290271790154823
Position 22471: 0.00035412065205568053
Position 13141: 0.00035347055397132887
Position 11512: 0.00034256036119333327
Position 7866: 0.0003261790774391604
Position 1818: 0.00028793789216508117
Position 869: 0.0002783173184658014
Position 11778: 0.0002709617881124877
Position 2130: 0.00023989748619946438
Position 11714: 0.00023161345885219027
Position 3118: 0.0002244755939807877
Position 11172: 0.00022026512945713244
Position 12216: 0.00020003735840254025
Position 11634: 0.0001844815930721403
Position 12305: 0.00017704566871722121
Position 1034: 0.00017032185014220996
Position 524: 0.00015781762570317293
Position 2995: 0.00015615819109194743
Position 2620: 0.00014235095181107003
Position 2465: 0.00011529024315629599
Position 1248: 9.777722720700048e-05
Position 2351: 9.45601987211912e-05
Position 11256: 9.406281220174792e-05
Position 1394: 8.839062539430026e-05
Position 2829: 8.47456602444018e-05
Position 2429: 8.317144759385082e-05
Position 21003: 7.136731072145748e-05
Position 1829: 6.622952498830742e-05
Position 1911: 6.578819625320905e-05
Position 11515: 6.245429093734643e-05
Position 390: 5.9990382627115606e-05
Position 2586: 5.869883380844724e-05
Position 1986: 5.44454700216918e-05
Position 1678: 5.1728482940919985e-05
Position 844: 4.133456589594409e-05
Position 2755: 4.087240327156597e-05
Position 2506: 3.7509270362730165e-05
Position 1312: 3.6233397547334154e-05
Position 1701: 3.203204023723328e-05
Position 11196: 3.12660369214405e-05
Position 1893: 3.047806839421652e-05
Position 2072: 2.881714082210286e-05
Position 943: 2.1922523686217605e-05
Position 668: 1.9253269538177724e-05
Position 1245: 1.5895226772816772e-05
Position 10655: 1.5802649518084667e-05
Position 1051: 1.4388865672030243e-05
Position 912: 1.3330154033029261e-05
Position 197: 1.2113300494524475e-05
Position 7460: 9.120764411949724e-06
Position 2225: 8.690293066743148e-06
Position 1730: 6.80023815691394e-06
Position 1870: 6.1630132051419e-06
Position 1938: 5.93590706540835e-06
Position 1946: 5.693485870533155e-06
Position 1923: 5.524976940357284e-06
Position 2414: 5.369151515348232e-06
Position 9061: 4.649970009319366e-06
Position 9123: 3.180070852551542e-06
Position 7220: 3.1411879553238166e-06
Position 7278: 2.6993030737007073e-06
Position 7360: 2.220630864823594e-06
Position 7365: 1.7938151781613181e-06
Position 2679: 1.777240650558599e-06
Position 961: 1.7046609897640493e-06
Position 12602: 1.5543090087856224e-06
Position 621: 1.4891701217117662e-06
Position 1751: 1.0917697815247818e-06
Position 1627: 9.401068103990384e-07
Position 7472: 8.996219753107011e-07
Position 21080: 8.058159543557185e-07
Position 7262: 6.046673669018623e-07
Position 1725: 5.631782218937534e-07
Position 1005: 5.40891499791647e-07
Position 1077: 5.290293867931536e-07
Position 1836: 4.847574211239569e-07
Position 338: 4.6192947373424734e-07
Position 1688: 4.3359727201646084e-07
Position 7308: 3.551459455742112e-07
Position 7841: 3.0943744534223873e-07
Position 699: 2.9801780271995343e-07
Position 515: 1.9481972405418665e-07
Position 2659: 1.8184929253833023e-07
Position 914: 1.7011088436996357e-07
Position 846: 1.6316485191396195e-07
Position 20820: 1.1832119525004472e-07
Position 533: 1.0108021258278124e-07
Position 11128: 3.426140928035093e-08
Position 169: 2.223126408129184e-08
Position 244: 2.07314284986574e-08
Position 415: 1.782901818499163e-08
Position 917: 1.720673050744823e-08
Position 340: 1.5910605691085406e-08
Position 401: 1.0836523536847702e-08
Position 343: 1.0540177094816308e-08
Position 1188: 9.151023983726712e-09
Position 419: 6.523124644276673e-09
Position 1011: 6.125249185712093e-09
Position 1098: 5.946925305956128e-09
Position 1767: 4.689963089218605e-09
Position 176: 1.8113964878535282e-09
Position 211: 1.7758161424906056e-09
Position 480: 1.7089010151192811e-09
Position 579: 1.2614927205067119e-09
Position 283: 9.028991865942285e-10
Position 114: 8.292748546651631e-10
Position 149: 3.9539879486050846e-10
Position 262: 3.795054756159413e-10
Position 428: 2.86491656878505e-10
Position 1208: 1.6266464785668652e-10
Position 424: 1.2561283422793428e-10
Position 161: 1.1414760220735921e-10
Position 434: 1.1154886188755054e-10
Position 1114: 9.457130880780641e-11
Position 144: 7.734491808533408e-11
Position 108: 5.671485006578465e-11
Position 443: 5.188444231148358e-11
Position 111: 4.531806570602948e-11
Position 125: 2.3077601426193544e-11
