Gene = Mto1
Position 683: 0.0009506516541497547
Position 23420: 0.000822582636424659
Position 943: 0.0007283474062124128
Position 5977: 0.0006945935776160625
Position 589: 0.00062227049901768
Position 1084: 0.0005288767439450928
Position 364: 0.00047875177346835845
Position 10365: 0.00042066686559565937
Position 1286: 0.0002512969969741592
Position 688: 0.00024671848498183225
Position 564: 0.00022992821071254828
Position 5200: 0.00018013899355615666
Position 10029: 0.00017777578002910516
Position 358: 0.00017533862953827297
Position 200: 0.00012337625721000413
Position 441: 0.0001207169720206778
Position 920: 7.464314143462608e-05
Position 524: 7.194878295066831e-05
Position 153: 6.477334696285019e-05
Position 454: 6.414950822467744e-05
Position 480: 5.735406775587137e-05
Position 620: 5.415686349495911e-05
Position 11453: 5.344344244767253e-05
Position 582: 4.33250793937847e-05
Position 13841: 3.941695664670991e-05
Position 10983: 3.347712366507674e-05
Position 374: 1.503000135709034e-05
Position 91: 7.932667606430539e-06
Position 755: 3.5978505991189174e-06
Position 290: 2.92011444445177e-06
Position 9870: 1.8770291671875452e-06
Position 9976: 1.639470286749748e-06
Position 206: 1.174191955797384e-06
Position 108: 6.679844036510711e-07
Position 258: 4.424138774743306e-07
Position 9313: 3.148424906108089e-07
Position 10218: 1.94756196176787e-07
Position 127: 1.9111170022937241e-07
Position 10214: 3.73220241876571e-08
Position 517: 9.284434802784345e-09
Position 785: 9.228804058555536e-09
Position 503: 1.2153824983139724e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9001: 0.9989455821899208
Position 1210: 0.9383556145817379
Position 25581: 0.7662243222866706
Position 16675: 0.7354345298692172
Position 9708: 0.7323954916876771
Position 13311: 0.49543957246605913
Position 22422: 0.4635924564452678
Position 18457: 0.4467610056555376
Position 9207: 0.3853629783728179
Position 13343: 0.3805465161409044
Position 22451: 0.3634726900322887
Position 12613: 0.3268312499025298
Position 9262: 0.3020659628565387
Position 3748: 0.29111503988213594
Position 9232: 0.26288861447109557
Position 12624: 0.2291308266658133
Position 16634: 0.22413336127038438
Position 22803: 0.19836407570364945
Position 12904: 0.18307009637140062
Position 18547: 0.18035101223742916
Position 25229: 0.16529874455060706
Position 894: 0.12613198345884485
Position 5064: 0.11787694879384106
Position 11744: 0.10533160492395621
Position 4555: 0.09158872886062165
Position 788: 0.08715825989157322
Position 25204: 0.08406261019997877
Position 811: 0.08402687273557428
Position 1509: 0.07656005090364353
Position 5339: 0.07159885487068555
Position 22403: 0.06286329983276481
Position 25341: 0.05473918573144461
Position 22653: 0.04411962742504778
Position 468: 0.04364523059057987
Position 917: 0.04034167029483871
Position 9735: 0.039577502181917745
Position 9666: 0.038425467845038475
Position 4558: 0.03800518659939318
Position 165: 0.037424336988160244
Position 5083: 0.0330228684777571
Position 12916: 0.029432423090113707
Position 22525: 0.028980756141912537
Position 9800: 0.027766010571046735
Position 12743: 0.026459666012399227
Position 12927: 0.026348663882480798
Position 12900: 0.025752883687446184
Position 12767: 0.02519015155526387
Position 3792: 0.022731355246710487
Position 23347: 0.02200505895089681
Position 19377: 0.021308564043167753
Position 6062: 0.019882811193084403
Position 5131: 0.019348724525009846
Position 16694: 0.019221313857491675
Position 9746: 0.017764397667303963
Position 15527: 0.016631660481367588
Position 12770: 0.015838203143818237
Position 4651: 0.01567848959380438
Position 25188: 0.015493062579693316
Position 24787: 0.014300408063885686
Position 853: 0.0136745622236056
Position 727: 0.01332817140244157
Position 24810: 0.013115877210979282
Position 877: 0.012399550575062698
Position 3763: 0.011727786690725342
Position 1215: 0.011222711962352125
Position 1311: 0.009907176084487419
Position 743: 0.008685042136952372
Position 9606: 0.007471940710639318
Position 18561: 0.0074527272003027095
Position 12005: 0.0073422825407692995
Position 25640: 0.0073055116300888324
Position 18630: 0.00727388145613697
Position 6059: 0.007261977662749096
Position 5303: 0.007033615744272054
Position 9676: 0.006909575683240856
Position 1545: 0.006698980057348975
Position 19300: 0.006619762593388175
Position 25499: 0.006389973521845549
Position 138: 0.006281125697347723
Position 19180: 0.006176506124052894
Position 125: 0.00567099999718257
Position 14562: 0.005350746739966738
Position 14591: 0.005116705871366331
Position 12553: 0.004780146077802168
Position 12386: 0.004644576902951345
Position 843: 0.004560256890835543
Position 9332: 0.004355121374685165
Position 9764: 0.004271898080403857
Position 10281: 0.004229522562682248
Position 24314: 0.004211274416444131
Position 12390: 0.00412947979830231
Position 14325: 0.003969722712536332
Position 9523: 0.0037962195900050084
Position 24479: 0.0037881757896920266
Position 3147: 0.0037042723540801673
Position 9311: 0.0036963975205811833
Position 14588: 0.0036641016776183663
Position 12111: 0.003604103301637445
Position 23970: 0.0033140297159289416
Position 1251: 0.0033106788496792853
Position 15504: 0.0032081343349080454
Position 2158: 0.0029417022192122937
Position 14174: 0.0028396234316315455
Position 24913: 0.00283391245398433
Position 22544: 0.0027956070239480084
Position 9281: 0.0027394297816570666
Position 859: 0.002612609185068205
Position 14357: 0.002571325063239217
Position 672: 0.002351641987747362
Position 11917: 0.0023485148653305506
Position 11954: 0.0021311021447599225
Position 703: 0.002077399258763237
Position 12114: 0.0017559405392478782
Position 9779: 0.0017484463942792389
Position 11315: 0.001648789697211328
Position 508: 0.001356569473122218
Position 598: 0.0012320862074311305
Position 21406: 0.0012091722808834206
Position 23906: 0.0010763611619257303
Position 16844: 0.0010363527258553384
Position 1401: 0.0010069249469971163
Position 16907: 0.0009701897426480261
Position 943: 0.0009597772649087753
Position 9722: 0.000805148238336068
Position 20770: 0.0007974710890414421
Position 3523: 0.0007323904132429952
Position 432: 0.0007009378594732626
Position 9653: 0.0006969783266250846
Position 171: 0.0006959895607148785
Position 5900: 0.0006945935776160625
Position 17542: 0.0006725741570551732
Position 16924: 0.0006715318231899468
Position 22699: 0.0006711765703221024
Position 19538: 0.000634694781121873
Position 22808: 0.0006293248743402406
Position 19968: 0.0006102791075275566
Position 17470: 0.0006064745856683589
Position 9751: 0.0005998817150161156
Position 655: 0.0005591957367255812
Position 22761: 0.0005556030027016664
Position 22085: 0.0004148039315711153
Position 839: 0.00040031789187276306
Position 9343: 0.00038995182513172877
Position 23116: 0.0003602217003683504
Position 1330: 0.0003349594577809125
Position 10596: 0.00031425437051279837
Position 989: 0.00029658655397132264
Position 871: 0.0002962289807332371
Position 3564: 0.00029290211135802154
Position 813: 0.0002827772485357147
Position 20822: 0.00025485906997714324
Position 16164: 0.00025257585639308085
Position 903: 0.00024583765354135786
Position 9188: 0.00023042454607385978
Position 3383: 0.0002241995375458442
Position 21892: 0.00021414943810315538
Position 16944: 0.00020667947371391809
Position 10437: 0.00019150240008136007
Position 17750: 0.00018851044379227243
Position 19021: 0.0001882589842857858
Position 17003: 0.00018185499474167714
Position 992: 0.0001699891453887342
Position 11692: 0.00016666226662841646
Position 470: 0.000145760761545962
Position 18931: 0.00014562643185766068
Position 1513: 0.00012397349765097684
Position 394: 0.000101093508285469
Position 20118: 9.712652985999612e-05
Position 1410: 9.224530233907906e-05
Position 18172: 8.622394254347089e-05
Position 11355: 8.416481525108084e-05
Position 9933: 7.184976917659097e-05
Position 9959: 7.164682075530671e-05
Position 13765: 6.425872126154091e-05
Position 9398: 6.171389179493694e-05
Position 9532: 5.506067398904837e-05
Position 17237: 5.376535753096315e-05
Position 971: 5.282840647274497e-05
Position 755: 4.8016127401812416e-05
Position 1084: 4.466897920689958e-05
Position 706: 3.632591686347733e-05
Position 11335: 3.571980473243686e-05
Position 9864: 3.4195165495908285e-05
Position 10949: 3.3477123665076746e-05
Position 206: 2.0589206632852585e-05
Position 9566: 1.9768794918716627e-05
Position 9484: 1.9577729058204757e-05
Position 1176: 1.8488315747602302e-05
Position 17564: 1.5156657276988977e-05
Position 1270: 1.1209059311087409e-05
Position 1164: 9.899453706580065e-06
Position 10567: 8.20400885297381e-06
Position 1132: 4.4833826492571645e-06
Position 403: 1.5866008622551741e-06
Position 398: 1.3848027544019894e-06
Position 374: 1.1042587034175506e-06
Position 356: 1.0924010000156808e-06
Position 9579: 7.984073096388474e-07
Position 9556: 6.973735787928163e-07
Position 9562: 6.265197203631314e-07
Position 235: 5.531528590789107e-07
Position 347: 5.318015454182904e-07
Position 9914: 3.334726199343744e-07
Position 10157: 2.3207822036444392e-07
Position 9366: 5.9489860835487697e-08
Position 215: 1.5921104252752538e-08
Position 218: 1.506956630967161e-08
Position 10324: 6.529952218438816e-09
Position 412: 6.444771692567202e-09
Position 9481: 1.846285106740026e-09
Position 9545: 1.7534938229763612e-09
Position 533: 1.1993571984384751e-09
Position 307: 1.0085880471309738e-09
Position 535: 8.980616695525661e-10
Position 310: 6.640825427075254e-10
Position 480: 1.357187824761376e-10
