Gene = Chek1
Position 17001: 0.013003779286907801
Position 5254: 0.012792892406022422
Position 15082: 0.012250929368643738
Position 13779: 0.012061583259448153
Position 10315: 0.011815241748903594
Position 15959: 0.011404722680355653
Position 13185: 0.009385099781511572
Position 521: 0.009093872698943
Position 4375: 0.00905319521155882
Position 13217: 0.008652088050362826
Position 1338: 0.008280622162575302
Position 1968: 0.007984979435153262
Position 9638: 0.007170056933240279
Position 7984: 0.006840599538125285
Position 2166: 0.00661380675624443
Position 12032: 0.006130963074574097
Position 14925: 0.005833554889220276
Position 10491: 0.005199827538457867
Position 11031: 0.00518447787824451
Position 1363: 0.004717570133964662
Position 7923: 0.004560582690556697
Position 448: 0.004509918357632646
Position 2793: 0.004165211918036875
Position 614: 0.00410446287585866
Position 17078: 0.004057607606669491
Position 7973: 0.0039243415044677744
Position 10318: 0.003619203422452257
Position 17665: 0.0034972716544786767
Position 7305: 0.003411678511612709
Position 14304: 0.0033261232044968616
Position 13231: 0.0033068159276372386
Position 15879: 0.0032771915347000243
Position 458: 0.003099437303182218
Position 12425: 0.002859034735124622
Position 1233: 0.002687124630957267
Position 14994: 0.002639879895590442
Position 14286: 0.0026334731864050592
Position 1179: 0.002450913550430968
Position 10042: 0.00244412554690024
Position 700: 0.002313437561039235
Position 15644: 0.0021403310107774593
Position 10301: 0.002090999482172527
Position 13758: 0.002073756265770804
Position 3496: 0.0020528005980603916
Position 13807: 0.0019852767472018393
Position 18060: 0.0019067371938371767
Position 15649: 0.0018712542514094043
Position 7346: 0.0017573743615279967
Position 10518: 0.001755917727024631
Position 13038: 0.0015857032189050188
Position 13147: 0.0014518117721304745
Position 2152: 0.0014435679566218332
Position 10423: 0.0014100312631856555
Position 14217: 0.001405314508590614
Position 16891: 0.0013986631555419982
Position 1947: 0.001361517323107764
Position 12802: 0.00135895305655067
Position 14258: 0.001325695621752094
Position 10916: 0.0012814352701957256
Position 14327: 0.0012715570315360938
Position 12387: 0.0011292089207766425
Position 2658: 0.0011056460507645786
Position 15828: 0.0010411163925231155
Position 14319: 0.0010064698867388842
Position 14945: 0.0010010407969221543
Position 13061: 0.0009661101753214974
Position 11269: 0.000803440989915004
Position 803: 0.0007709389932230736
Position 1128: 0.0007405826905224808
Position 17934: 0.0007382338340017654
Position 15262: 0.0007143504934398881
Position 436: 0.0007063505467298503
Position 12402: 0.0006628141435831756
Position 254: 0.000658346521459188
Position 697: 0.000636111149547047
Position 1920: 0.0005806113996546467
Position 543: 0.0005669100993521806
Position 2639: 0.0005401047274196166
Position 571: 0.0005371237245820419
Position 2693: 0.0005338946144243881
Position 14575: 0.0005121846001157528
Position 2431: 0.000480554784243479
Position 2209: 0.0004283809530048188
Position 15399: 0.0004082441017828426
Position 1294: 0.0003971916630877377
Position 992: 0.0003967871660951644
Position 7603: 0.00038550490193567843
Position 12601: 0.00038230195622179406
Position 14537: 0.0003088910626952287
Position 818: 0.00030256203032195695
Position 15227: 0.0002813229100327581
Position 960: 0.0002564125913867076
Position 2371: 0.00022319332566658116
Position 2342: 0.00021827845635437825
Position 7316: 0.00019655877518661122
Position 548: 0.0001817874504027851
Position 14446: 0.0001726021043860264
Position 955: 0.00016715399645043954
Position 794: 0.0001549813601583782
Position 2535: 0.00014749802169270848
Position 598: 0.0001374539694821252
Position 13831: 0.00013536412833397565
Position 13958: 0.00011904379402843212
Position 2359: 0.00011659503394244428
Position 14671: 7.158411838684777e-05
Position 261: 7.085875830640553e-05
Position 14407: 6.996237010383413e-05
Position 714: 5.6584836756139555e-05
Position 634: 5.413269017009648e-05
Position 2486: 5.2970075990806003e-05
Position 2497: 5.107040131057261e-05
Position 13686: 4.661879061435139e-05
Position 974: 4.4005990978422676e-05
Position 669: 4.3578199919957517e-05
Position 232: 4.100120939528315e-05
Position 629: 4.032563812514825e-05
Position 14114: 3.6185429492035964e-05
Position 14358: 3.379047013706253e-05
Position 2215: 2.563702236716119e-05
Position 703: 2.518901256733686e-05
Position 581: 1.9185233326656878e-05
Position 189: 1.81834813854361e-05
Position 1389: 1.4357243721703313e-05
Position 14450: 1.1926090397749484e-05
Position 158: 1.1498569481891264e-05
Position 552: 9.875210245462054e-06
Position 177: 9.817889926687242e-06
Position 220: 8.255430779140137e-06
Position 194: 5.399384456522756e-06
Position 559: 4.653326722866071e-06
Position 208: 4.233142189781876e-06
Position 201: 3.6522602868705723e-06
Position 268: 3.5476233871699546e-06
Position 77: 3.046168499846414e-06
Position 681: 1.8633828650350039e-06
Position 181: 1.7916485091380816e-06
Position 280: 1.3671839829375284e-06
Position 848: 1.2506477088642398e-06
Position 197: 1.1555369404184768e-06
Position 15300: 1.0316029395630996e-06
Position 14616: 4.455610745037872e-07
Position 1110: 3.8461205881392423e-07
Position 13084: 2.1508830207376652e-07
Position 404: 8.946919987716792e-08
Position 418: 8.782376465459374e-08
Position 408: 8.02059067591964e-08
Position 270: 4.6410412473949506e-08
Position 13781: 2.1468470975690497e-08
Position 13870: 7.728181718587635e-09
Position 117: 6.22387589760891e-11
Position 199: 5.881412528525818e-11
Position 86: 9.030473056906378e-12
Position 133: 8.864116942367461e-12
Position 103: 5.303339953826792e-12
Position 125: 2.203397125166948e-12
Position 145: 1.4658919556449037e-12
