Gene = Prol1
Position 438: 1.410419367381102e-06
Position 136: 3.706192503369255e-07
Position 7: 1.4364648773939693e-07
Position 94: 8.170848637045394e-08
Position 60: 1.997057509421945e-08
Position 166: 6.1569982540066036e-09
Position 207: 7.371797170129947e-10
Position 187: 4.423485720284844e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10494: 0.9078952571547183
Position 1232: 0.5911105758138342
Position 6665: 0.3385777940865169
Position 1483: 0.25828757840971284
Position 1180: 0.16987187170399082
Position 1391: 0.1496249259920084
Position 6590: 0.07558366938756415
Position 4805: 0.06162635772709243
Position 1412: 0.05116981885164241
Position 2012: 0.04555790238527372
Position 5953: 0.03771794495859125
Position 9770: 0.029869067711221504
Position 6525: 0.024440244450153897
Position 1446: 0.01918416247125565
Position 11412: 0.016532405176519285
Position 6363: 0.0132893741893725
Position 4603: 0.011777485153392987
Position 1394: 0.01116538167312681
Position 10718: 0.010266609862438693
Position 6158: 0.009489419222171452
Position 1149: 0.00944661523662239
Position 1011: 0.008024463439737122
Position 5473: 0.007500777332420495
Position 1116: 0.00636177057371232
Position 3877: 0.0049204328203726186
Position 10722: 0.004780241847456042
Position 216: 0.004417796219746747
Position 2422: 0.0038613149627144826
Position 5535: 0.0038290790925557686
Position 1235: 0.003747501095801915
Position 1162: 0.0035575456996746694
Position 4309: 0.003050093763134226
Position 4825: 0.0025166822304338128
Position 6845: 0.0023304297437883184
Position 4851: 0.002319170563475682
Position 8830: 0.002229396816923695
Position 9598: 0.002014698447465712
Position 2485: 0.001958754492371568
Position 1894: 0.00188565649395167
Position 10762: 0.0018665523836340048
Position 891: 0.001793980040143628
Position 609: 0.0016891097644058373
Position 666: 0.0016387512729926547
Position 835: 0.0014137660196601855
Position 7787: 0.0013504628315731877
Position 1424: 0.0012506398953642047
Position 4685: 0.001243683205760388
Position 174: 0.0011515888912046952
Position 6880: 0.001085423393585978
Position 640: 0.0010564194993005844
Position 155: 0.000997979717628323
Position 6439: 0.0009444403195296328
Position 8326: 0.000908074119318795
Position 8288: 0.0008814129281044242
Position 2775: 0.000665667439157383
Position 3185: 0.0006223953207792673
Position 5386: 0.0006200385718899709
Position 5053: 0.0006056755674765149
Position 3252: 0.0006029936137919797
Position 1035: 0.0005472093055676757
Position 3063: 0.0005464901768259395
Position 849: 0.0004610646002290056
Position 917: 0.0004516597879061477
Position 2857: 0.00044948208307640943
Position 1397: 0.00044546183051043643
Position 5094: 0.0004402126368461584
Position 4044: 0.00034837122936027577
Position 231: 0.00033587110974860025
Position 589: 0.00033504037380997494
Position 4977: 0.0003195605735118234
Position 2150: 0.00030672729178179016
Position 4109: 0.00029017647687822767
Position 4064: 0.00028157880734847843
Position 869: 0.00027230829727659724
Position 740: 0.0002572394953504462
Position 1143: 0.00024500611223412014
Position 1611: 0.0002368863061694346
Position 1095: 0.00020616999941104594
Position 743: 0.00016723705676889594
Position 6704: 0.00015238446488405344
Position 345: 0.00014740585037873073
Position 860: 0.00013851703452523792
Position 1738: 0.0001375137721065027
Position 3484: 0.00012818084529066644
Position 223: 0.00010984582447977973
Position 331: 0.00010810655032451415
Position 932: 0.00010629621868754706
Position 3399: 7.84900164805371e-05
Position 898: 7.822184806562618e-05
Position 5124: 7.554789827294176e-05
Position 5347: 7.542358054427539e-05
Position 939: 6.549822645311084e-05
Position 2099: 6.017914585768786e-05
Position 971: 5.925886471610269e-05
Position 1245: 5.730426372428441e-05
Position 1695: 4.4547863387278384e-05
Position 710: 4.405129899536349e-05
Position 422: 4.218208015694132e-05
Position 4264: 4.215680185612662e-05
Position 529: 4.066996215440781e-05
Position 2956: 3.510058973332126e-05
Position 3787: 3.116390817164572e-05
Position 3718: 3.060287115570243e-05
Position 180: 2.9565721651934383e-05
Position 992: 2.948231791928766e-05
Position 1793: 2.8928512041631868e-05
Position 3402: 2.891621788647554e-05
Position 3288: 2.7722172084076142e-05
Position 2299: 2.300220103404005e-05
Position 129: 2.2372670445745337e-05
Position 876: 2.1477767728833747e-05
Position 2577: 2.1255544240343156e-05
Position 2375: 2.066769311401016e-05
Position 901: 2.0421630542029664e-05
Position 2427: 1.834362011100545e-05
Position 1836: 1.8093395741471475e-05
Position 1061: 1.7076454067752145e-05
Position 507: 1.6806236202591555e-05
Position 447: 1.599073643041521e-05
Position 968: 1.5848635230660843e-05
Position 966: 1.5299507010664552e-05
Position 260: 1.2146790381713371e-05
Position 1016: 8.03507997858949e-06
Position 693: 6.806772441656865e-06
Position 1918: 3.949661844518211e-06
Position 1357: 1.962006675860456e-06
Position 277: 1.7878075018034758e-06
Position 1950: 1.1139923743781715e-06
Position 2063: 8.156975600641397e-07
Position 238: 2.9869443167718173e-07
Position 1496: 1.011791369296223e-08
Position 266: 8.75050188565027e-09
Position 1491: 5.7207716793752205e-09
Position 253: 3.454218911628565e-09
Position 1306: 1.7730125522071464e-09
Position 1315: 9.91691913457549e-10
Position 357: 1.9317941620812756e-10
Position 240: 5.772899420855022e-11
Position 264: 5.3166346004510286e-11
Position 112: 8.913369698493245e-12
