Gene = 4930444P10Rik
Position 12760: 3.9033896660406695e-05
Position 2500: 3.4908618186900675e-05
Position 16232: 3.458141247477366e-05
Position 15918: 3.000059714386799e-05
Position 642: 2.6960304106456352e-05
Position 654: 2.3069215450637422e-05
Position 15112: 1.992854103848496e-05
Position 15129: 1.7553103168099402e-05
Position 3818: 1.383630831049904e-05
Position 11301: 1.3016056768692827e-05
Position 2474: 1.2571375123069482e-05
Position 1158: 1.1013973705685675e-05
Position 14012: 1.0173059524298241e-05
Position 11264: 9.760706200084059e-06
Position 2637: 9.238018780748509e-06
Position 1777: 8.283265020601325e-06
Position 11304: 7.381392778183406e-06
Position 12870: 7.154292271460632e-06
Position 1116: 6.311085522103593e-06
Position 586: 6.295612622900676e-06
Position 429: 5.9681702468051986e-06
Position 12578: 5.655913326675651e-06
Position 2341: 5.373858219902026e-06
Position 12042: 5.316822382385382e-06
Position 4785: 4.425476511744808e-06
Position 2266: 4.271626100316199e-06
Position 1835: 4.111130851295871e-06
Position 4662: 4.065568296022349e-06
Position 667: 2.864238254694517e-06
Position 526: 2.811751018856059e-06
Position 3940: 2.7730082793516106e-06
Position 581: 2.5229481120211865e-06
Position 340: 2.51872950395883e-06
Position 4204: 2.209179176941712e-06
Position 283: 2.0187437075489346e-06
Position 489: 1.994562878876121e-06
Position 2315: 1.7554807143332847e-06
Position 1534: 1.4908707026985187e-06
Position 1578: 1.34941523175583e-06
Position 10774: 1.1319674222784402e-06
Position 665: 1.0536816437658582e-06
Position 2238: 9.263831498192353e-07
Position 722: 9.013266618314209e-07
Position 938: 8.810924399925488e-07
Position 1657: 7.721521362794018e-07
Position 1110: 7.107494853761629e-07
Position 1698: 6.024033953874495e-07
Position 13319: 4.1159513125250087e-07
Position 971: 2.8800907350340435e-07
Position 13044: 2.2992776099303712e-07
Position 1005: 1.1328519566569838e-07
Position 1202: 1.5976193859638246e-08
Position 405: 5.572785048269961e-11
Position 408: 4.197022080783962e-11
Position 319: 2.3723329703137854e-11
Position 210: 2.1532630186638776e-11
Position 216: 1.8698006437652024e-11
Position 377: 8.978970482234719e-12
Position 193: 5.921658219266083e-12
Position 223: 5.6920548676123956e-12
Position 388: 5.346136271069622e-12
Position 322: 4.192847621835647e-12
Position 221: 3.2613914187743383e-12
Position 910: 2.889970029782707e-12
Position 200: 2.2388702894861066e-12
Position 81: 1.8372579253347337e-12
Position 384: 1.0385473811498315e-12
Position 124: 3.96564058950518e-13
Position 610: 1.5346773291328384e-13
Position 392: 1.392464430892187e-13
Position 92: 9.182552024630098e-14
Position 139: 8.702329514741283e-14
Position 534: 3.4546210545041616e-14
Position 141: 2.909157731703116e-14
Position 900: 2.8156201286149012e-14
Position 150: 2.304170413249924e-14
Position 356: 2.750827930559997e-16
Position 159: 2.1656742554997606e-16
Position 365: 1.8746478946860988e-16
