Gene = Il18bp
Position 1080: 0.04231089439553217
Position 365: 0.03138965849034486
Position 517: 0.03015209731786024
Position 1342: 0.027264476725901585
Position 426: 0.026836459509869123
Position 2938: 0.0261337863894637
Position 238: 0.02126328196720514
Position 2876: 0.02070293759293426
Position 2535: 0.020351743988250074
Position 493: 0.02005333459656519
Position 1284: 0.017088263738551657
Position 2353: 0.012578514153463545
Position 1345: 0.012554859345704227
Position 1017: 0.011612911381229133
Position 2719: 0.01113164249023612
Position 520: 0.009503834378431079
Position 2188: 0.008591819192857382
Position 663: 0.008124904380839968
Position 474: 0.006380297503402671
Position 898: 0.004399809006355261
Position 2366: 0.00430872346305158
Position 2994: 0.004231944256904145
Position 2000: 0.004176491812983334
Position 2372: 0.003999827993071744
Position 1310: 0.0038011471955075845
Position 2436: 0.003550559959679089
Position 805: 0.003439271935634409
Position 1038: 0.0034385628713377615
Position 1567: 0.003350600370845952
Position 1976: 0.0025830283813342595
Position 666: 0.002516692280624354
Position 597: 0.0024023549020980093
Position 2665: 0.0023798147559760245
Position 723: 0.002137752740838488
Position 2747: 0.0017997759245927893
Position 280: 0.0017815386119297534
Position 3070: 0.0017661221675204324
Position 455: 0.0017354115799189458
Position 523: 0.0016061521884575005
Position 2881: 0.0015498351072271291
Position 1192: 0.0013791006593137584
Position 2218: 0.001278752148269525
Position 951: 0.001249701840205268
Position 702: 0.0012146491701497642
Position 1519: 0.0010876372554062892
Position 1267: 0.0010853760587574391
Position 558: 0.0009242804275735966
Position 2227: 0.0008694691277868634
Position 1652: 0.0008504494831032198
Position 1220: 0.00084938230036024
Position 276: 0.0007785355805604556
Position 2648: 0.0007739696965172522
Position 211: 0.0006996286162711581
Position 2205: 0.0006780683193871023
Position 2704: 0.0006675151968613359
Position 1131: 0.0006321843084004799
Position 3093: 0.0006199019251667124
Position 979: 0.0006160306162225216
Position 2903: 0.0006112667753866828
Position 2289: 0.0006030598120125455
Position 1041: 0.0005205590465193337
Position 407: 0.0005181727055924059
Position 367: 0.000511083373562088
Position 2460: 0.000505042360342161
Position 264: 0.00041506519673696667
Position 2795: 0.0004143690157713141
Position 190: 0.00041201217415314423
Position 2256: 0.000403440795810771
Position 2201: 0.00037176336426531274
Position 1971: 0.0003401894405921881
Position 1516: 0.00033366777029996975
Position 990: 0.0003286228176474703
Position 2106: 0.00028953506223142867
Position 3031: 0.0002829619660309691
Position 378: 0.00026691607669677455
Position 2923: 0.0002509263303908147
Position 2017: 0.00024988517682289377
Position 835: 0.0002359805426599681
Position 216: 0.00022419845556449758
Position 2229: 0.00022120527984692887
Position 285: 0.00020921704025602262
Position 3035: 0.00019264610927059185
Position 2039: 0.000183861817201311
Position 371: 0.00017601125883588784
Position 2759: 0.0001642174680648535
Position 868: 0.00015471856758845367
Position 809: 0.00015048162404721532
Position 2262: 0.00012658902390513284
Position 759: 9.513473636091688e-05
Position 815: 8.443268324200332e-05
Position 142: 7.697967579150844e-05
Position 2479: 7.403960027453859e-05
Position 312: 5.3843842115057624e-05
Position 388: 4.8917685674585794e-05
Position 382: 4.390758151831612e-05
Position 297: 3.856366873612874e-05
Position 3239: 3.782820578278355e-05
Position 409: 3.587492981075326e-05
Position 628: 3.306925894222368e-05
Position 194: 3.100557973046188e-05
Position 2024: 2.9377506480324328e-05
Position 766: 2.7594518388637538e-05
Position 675: 2.6019419432982672e-05
Position 118: 2.3588085029295876e-05
Position 465: 1.884198700468846e-05
Position 165: 1.7651426142682615e-05
Position 880: 1.5209787116092751e-05
Position 739: 1.459619600251139e-05
Position 2077: 1.3769275092194212e-05
Position 400: 1.353896806498621e-05
Position 369: 1.296708603973115e-05
Position 865: 1.1428011664845732e-05
Position 577: 8.771790346951452e-06
Position 316: 6.972390035790332e-06
Position 689: 6.596962264317824e-06
Position 640: 5.32754150785106e-06
Position 684: 4.5208553097160475e-06
Position 563: 4.5054601673502375e-06
Position 305: 2.8790735968965984e-06
Position 151: 2.1663546807974837e-06
Position 772: 1.7525369539301568e-06
Position 753: 1.4450704346457233e-06
Position 322: 8.728647698459573e-07
Position 851: 8.393056459050981e-07
Position 778: 6.112760135191257e-07
Position 159: 6.050920811677414e-07
Position 822: 3.1407459061690154e-07
Position 167: 2.2544815735179998e-07
Position 1387: 2.0545857864322715e-07
Position 331: 3.2384230834544453e-08
