Gene = Hscb
Position 7204: 0.0037892220909464345
Position 7056: 0.0037466886691096078
Position 3015: 0.003467995266963818
Position 1646: 0.0030663541729386854
Position 1411: 0.0025732619356071545
Position 3141: 0.0025541670740326775
Position 10446: 0.0023986997994661437
Position 1687: 0.002255290988446062
Position 7589: 0.0020457840569056496
Position 3069: 0.001985836358033269
Position 2885: 0.0019732439361580347
Position 8739: 0.0018415305416841611
Position 8317: 0.0018352278846466333
Position 642: 0.0016811678531722524
Position 3126: 0.0015950238381243508
Position 6960: 0.0015809250429924782
Position 8163: 0.0013983355057319332
Position 4885: 0.0009012040141267366
Position 7008: 0.0008489539832582189
Position 10408: 0.0008453184206651037
Position 1389: 0.00084213676581218
Position 165: 0.0008381407497150516
Position 5026: 0.0007740527775149136
Position 10490: 0.0007250309475622903
Position 3731: 0.0006513232043855305
Position 4480: 0.000641711555991344
Position 269: 0.0005775096946790329
Position 9265: 0.0005661452737082177
Position 9361: 0.000553424372114566
Position 4874: 0.00047664062632987166
Position 1369: 0.0003944065021972205
Position 1269: 0.00034849752086815006
Position 619: 0.0003479851996986191
Position 7223: 0.00033137691412404835
Position 5638: 0.00032892582378056984
Position 837: 0.0003015854802977686
Position 776: 0.00029237298765944685
Position 6363: 0.00025101243464995405
Position 4905: 0.00022349086461967795
Position 1465: 0.0002165607936354443
Position 8193: 0.0002056244663588694
Position 5395: 0.00018427311161359555
Position 375: 0.00016805981426031317
Position 5440: 0.0001621498604907406
Position 6306: 0.0001540292695119182
Position 599: 0.00012012460464822753
Position 1223: 8.43943980344244e-05
Position 3546: 7.913129665364238e-05
Position 3659: 6.964305067942567e-05
Position 5342: 6.705300840311547e-05
Position 1427: 5.9493643439322996e-05
Position 1379: 5.40263157299354e-05
Position 918: 5.2161581509732976e-05
Position 1515: 5.1676281773020435e-05
Position 703: 5.014658738677194e-05
Position 1552: 5.009972919165151e-05
Position 4794: 4.0501051688281257e-05
Position 5964: 3.857068185804136e-05
Position 5666: 3.652172955815643e-05
Position 510: 2.9777003395107972e-05
Position 585: 2.6827571272670603e-05
Position 630: 2.4438885456422565e-05
Position 4238: 2.2114523513267017e-05
Position 648: 2.1579447869636175e-05
Position 956: 2.0368381728115472e-05
Position 4312: 1.9763458927457272e-05
Position 4209: 1.6031937828789863e-05
Position 657: 1.400159497124231e-05
Position 340: 1.0252760343951792e-05
Position 379: 6.283848734074469e-06
Position 3314: 5.860514218633781e-06
Position 529: 5.731324933900677e-06
Position 188: 5.280741430549135e-06
Position 1175: 5.266726048091518e-06
Position 546: 3.6209530632699018e-06
Position 531: 3.3824616362628483e-06
Position 1897: 3.001155342490798e-06
Position 425: 2.306953560352527e-06
Position 193: 2.284875973533156e-06
Position 119: 2.2323705388457963e-06
Position 1047: 1.7269590601064787e-06
Position 131: 1.654151612800257e-06
Position 150: 1.5831677868729909e-06
Position 908: 1.5322614229779128e-06
Position 116: 1.5171433106522044e-06
Position 152: 1.4907836479220907e-06
Position 395: 1.2834403807278618e-06
Position 1401: 1.0702494526565282e-06
Position 523: 1.0328289947926852e-06
Position 563: 9.985578710461443e-07
Position 103: 8.994240093252982e-07
Position 461: 8.443882807278832e-07
Position 3591: 7.972582942106447e-07
Position 3548: 7.769877355316864e-07
Position 540: 7.700578227744382e-07
Position 900: 7.507290435753368e-07
Position 939: 4.7377763845077485e-07
Position 3668: 4.496341778189915e-07
Position 558: 4.491237153936228e-07
Position 409: 4.042008226545544e-07
Position 570: 3.3482887051320103e-07
Position 513: 3.277142923256086e-07
Position 210: 3.266992079363587e-07
Position 593: 3.070714402987129e-07
Position 662: 2.590911746557931e-07
Position 3770: 2.1930604925646523e-07
Position 726: 2.0369997003226298e-07
Position 312: 1.9655279502727546e-07
Position 332: 1.5947772324463942e-07
Position 401: 1.5687088539194092e-07
