Gene = Rita1
Position 1456: 0.013895711612862086
Position 1779: 0.013129218281437796
Position 1166: 0.013072316615560336
Position 1036: 0.012145635721151191
Position 1413: 0.010179434486400565
Position 1100: 0.009520389997727764
Position 3150: 0.009301841751497779
Position 3406: 0.008538858546751932
Position 2897: 0.008335164422189484
Position 3206: 0.007828045361960672
Position 1803: 0.007713256721049679
Position 2745: 0.007352229614524733
Position 2755: 0.007347554245001618
Position 410: 0.006841161112200305
Position 2779: 0.006141331313446506
Position 1699: 0.005933924743601068
Position 767: 0.005927913977005165
Position 556: 0.004627521073529003
Position 3197: 0.004426909732158042
Position 938: 0.0035758642793026147
Position 3098: 0.003316668000752091
Position 3003: 0.003110980687174303
Position 2448: 0.0030183697554846214
Position 184: 0.0029834120587278285
Position 986: 0.002666239960193013
Position 980: 0.0023184915510492134
Position 2821: 0.0021743909765293105
Position 441: 0.002159926331237303
Position 1114: 0.0020789336975173375
Position 1924: 0.0018601622228752025
Position 935: 0.0018134526927592212
Position 1296: 0.001803919137344048
Position 1241: 0.0016185051279608324
Position 1105: 0.0015162813971740172
Position 1341: 0.0015071998009699625
Position 914: 0.0014632355570784812
Position 2608: 0.0014626516710233182
Position 302: 0.0014517996999900786
Position 971: 0.0014164720849822675
Position 3299: 0.0013238308041493092
Position 2966: 0.0013125665183984826
Position 808: 0.0012694579886593504
Position 3048: 0.0011676413769633985
Position 3181: 0.0011453739248733486
Position 2001: 0.0011218439605189033
Position 2332: 0.0010747508610109847
Position 2530: 0.0009517196222179676
Position 2677: 0.0009493622798566767
Position 568: 0.0008425641593099703
Position 1859: 0.0008332733125127573
Position 2956: 0.0007766304551382383
Position 263: 0.0007543464417378744
Position 2949: 0.0007532410605998913
Position 1502: 0.0007474690626351949
Position 1125: 0.0006635712651747933
Position 137: 0.0006556286992267436
Position 114: 0.0005419552399038471
Position 2899: 0.0004922618378373387
Position 1102: 0.000415005371626535
Position 1313: 0.0003965211815608343
Position 1040: 0.00037366517188535227
Position 863: 0.0003655119343523401
Position 830: 0.0003652285824510434
Position 2783: 0.00034585502121428814
Position 1390: 0.0003316920822390521
Position 2808: 0.00030787365619461797
Position 1928: 0.00029864767969648847
Position 1881: 0.0002639676634144233
Position 130: 0.00025753652437841276
Position 1344: 0.00024586925841887697
Position 2208: 0.00023754285897388032
Position 1140: 0.0002243712276488821
Position 1172: 0.00020950811481086195
Position 2227: 0.00020578890792032775
Position 373: 0.00020117843646022068
Position 2072: 0.0001991425050420564
Position 1511: 0.00015895149151699833
Position 653: 9.803455391482825e-05
Position 429: 9.606106234072824e-05
Position 1419: 7.552429758781647e-05
Position 585: 5.742600538755199e-05
Position 885: 5.690043564281121e-05
Position 643: 4.863398770117879e-05
Position 1193: 4.2430732068239306e-05
Position 116: 4.0438568582608094e-05
Position 588: 3.8880574605428675e-05
Position 633: 3.598263247691963e-05
Position 232: 2.5506021273248126e-05
Position 276: 2.4907526750566733e-05
Position 226: 2.114220685068578e-05
Position 110: 9.891376534217755e-06
Position 315: 9.403170737014373e-06
Position 140: 8.499473968609777e-06
Position 193: 7.893163548817715e-06
Position 92: 7.856400142100812e-06
Position 993: 7.296325780343176e-06
Position 877: 4.824763086411586e-06
Position 871: 3.109932001034603e-06
Position 771: 1.5808248512586686e-06
Position 582: 1.5171131608684948e-06
Position 152: 1.509945153931963e-06
Position 319: 1.4332346669241e-06
Position 146: 1.1891728134047847e-06
Position 160: 1.0833362170808968e-06
Position 1017: 7.589067899269005e-07
Position 609: 7.255079104229254e-07
Position 735: 1.8038530807777575e-07
Position 335: 1.0289752476421783e-08
Position 338: 5.788402634676254e-09
Position 695: 2.4809967995848945e-09
