Gene = Mlec
Position 407: 0.001726301838673783
Position 6598: 0.0017241438256131135
Position 8482: 0.0016728000737024113
Position 7918: 0.0015637441760224305
Position 1039: 0.0015543768227960673
Position 12367: 0.001364066129738624
Position 14617: 0.0010043057243742607
Position 1904: 0.0009831258606504754
Position 872: 0.0009389263047703647
Position 4686: 0.0008349291167072824
Position 233: 0.0006512561530632446
Position 7327: 0.0006101573121746417
Position 250: 0.0006076070870780326
Position 7313: 0.00046269972812228524
Position 7916: 0.0004557857148577666
Position 9679: 0.00039847348618102355
Position 9891: 0.0003729170458465928
Position 10150: 0.0003293202442120958
Position 325: 0.00029637105647096015
Position 7962: 0.00024777006006804556
Position 9982: 0.00022270556342670957
Position 7706: 0.00021614619928526316
Position 9656: 0.00020962544931323103
Position 10787: 0.00020048012300252833
Position 734: 0.00016502821424371788
Position 10214: 0.0001553853739378874
Position 8867: 0.00014036342276150526
Position 7319: 0.00013595787342467652
Position 488: 0.00011592294535302556
Position 11176: 0.0001153735726729468
Position 7687: 0.00011473290639188094
Position 8761: 0.00010190791318054236
Position 10330: 7.82944450528275e-05
Position 10302: 7.512655528418037e-05
Position 295: 7.098457569480011e-05
Position 8193: 6.53591539979223e-05
Position 8055: 6.352156353995938e-05
Position 319: 6.098512952297671e-05
Position 10773: 6.059354165229182e-05
Position 8912: 5.8023165372669324e-05
Position 615: 5.445133623525539e-05
Position 10291: 5.30676034480645e-05
Position 9008: 4.8742423797618596e-05
Position 136: 4.826675091737403e-05
Position 8138: 4.7543979484777535e-05
Position 10764: 4.619292051318441e-05
Position 680: 4.0052823133828183e-05
Position 7932: 3.477195956727896e-05
Position 133: 3.00185062756632e-05
Position 501: 2.9804354032228445e-05
Position 9741: 2.67636974075423e-05
Position 604: 2.3904014029781965e-05
Position 7855: 2.1615559721244348e-05
Position 9449: 2.0679720740615213e-05
Position 9213: 1.9557691628572718e-05
Position 8259: 1.829597886773091e-05
Position 45: 1.4724890047037262e-05
Position 247: 1.4178438209890179e-05
Position 8718: 1.280207701791225e-05
Position 7828: 1.0919290793133227e-05
Position 74: 7.72188910717774e-06
Position 84: 6.786453774076741e-06
Position 201: 5.938739572167785e-06
Position 7966: 5.028953626966601e-06
Position 900: 2.633281324513075e-06
Position 38: 2.3785287602495913e-06
Position 7795: 1.809769512295163e-06
Position 283: 1.5384218448888167e-06
Position 178: 1.176761099807887e-06
Position 770: 7.568023698544988e-07
Position 8074: 2.338147998039455e-07
Position 8334: 1.611315125187141e-07
Position 693: 4.797957245026476e-09
Position 8720: 5.738266677626135e-10
Position 7747: 1.0897827729069904e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8052: 0.9820858732025506
Position 7184: 0.9195358909973732
Position 7794: 0.7666872348541971
Position 13133: 0.7109085813396793
Position 5793: 0.5378906158163455
Position 12003: 0.46844107870171575
Position 7610: 0.4643214613162072
Position 14260: 0.4464090115474459
Position 13463: 0.33467378154829824
Position 7519: 0.2806872307565323
Position 10034: 0.24276860268767542
Position 9636: 0.21737811875705523
Position 800: 0.21184012356580215
Position 7833: 0.15422009531117703
Position 14583: 0.15295161113529232
Position 7545: 0.11832417078814904
Position 11428: 0.08936640174503467
Position 7865: 0.05549567432469537
Position 5294: 0.05486984063105135
Position 7237: 0.04850509567242777
Position 7587: 0.046542604601312855
Position 13478: 0.04140535678929903
Position 12080: 0.03623159018216672
Position 5683: 0.033620225976090795
Position 13895: 0.031200294769690634
Position 13995: 0.03091808858598479
Position 2966: 0.028375104052951686
Position 5478: 0.026845976881727934
Position 14088: 0.02470804264823927
Position 2947: 0.02345116388034571
Position 777: 0.023088320300390954
Position 13005: 0.02133696943299926
Position 12449: 0.02016384570956353
Position 7231: 0.017253482963163678
Position 13729: 0.01642241648501983
Position 726: 0.015605148119101646
Position 14203: 0.015353322155446625
Position 9890: 0.012965371214223014
Position 13872: 0.012315284628589716
Position 2910: 0.010853725356264539
Position 7418: 0.010568089293336504
Position 13910: 0.010242010324302744
Position 717: 0.009323163822286606
Position 5712: 0.008037804549437566
Position 13348: 0.007971982231630119
Position 14976: 0.007769062406645654
Position 6504: 0.006779314558487602
Position 13389: 0.006736686960786003
Position 539: 0.006403413151289574
Position 9595: 0.006065855068140795
Position 10658: 0.005881476986056795
Position 7615: 0.005801297476763916
Position 5375: 0.005205582470243918
Position 7901: 0.005197584958912485
Position 15193: 0.005168030374274974
Position 3247: 0.005016192010289334
Position 5359: 0.004998558030300454
Position 7556: 0.004922946598844496
Position 5282: 0.004915842223614162
Position 14535: 0.004827675306636609
Position 7945: 0.004497709857279652
Position 13898: 0.003966172900199873
Position 9745: 0.003884911117111771
Position 9396: 0.0037644045503186234
Position 9846: 0.0036535006215768348
Position 7553: 0.00358167438473277
Position 7631: 0.003508920839583869
Position 831: 0.00349668653178954
Position 8911: 0.0031895409887655007
Position 9405: 0.003142016188405567
Position 3572: 0.003109190864559866
Position 7636: 0.0029945942493313886
Position 8441: 0.0029819139995827994
Position 6190: 0.0029414718499729403
Position 9575: 0.0023552459224487655
Position 8585: 0.0021896334723569707
Position 860: 0.002169723821046976
Position 14710: 0.002119766046974784
Position 11086: 0.001968970684594968
Position 7770: 0.0016326325870931195
Position 12294: 0.0015795484159876146
Position 3016: 0.0015524958168447963
Position 12315: 0.001517453951919954
Position 987: 0.0013971367358020133
Position 653: 0.0013333512149592676
Position 14517: 0.001095462208089741
Position 7054: 0.0009954207097384816
Position 14780: 0.0009425699110198959
Position 14140: 0.0009122199609963199
Position 501: 0.0008828086601437317
Position 4462: 0.0008349291167072824
Position 671: 0.0008261204013579803
Position 13407: 0.0006795388585675697
Position 7473: 0.0006531335567128132
Position 2050: 0.0006398407296472293
Position 8820: 0.0006255918312937031
Position 11228: 0.000587371490694274
Position 1742: 0.0004757077023504945
Position 2037: 0.00046533505048246054
Position 3149: 0.0003546762280374863
Position 461: 0.00034705341954581557
Position 3205: 0.0003337491220411579
Position 8153: 0.00033258792649838324
Position 7442: 0.00032533825388314356
Position 2175: 0.0003152989503099828
Position 7664: 0.0003091393950361112
Position 2868: 0.00030371804590879464
Position 953: 0.00029035414623101714
Position 8217: 0.0002727166552015987
Position 8074: 0.0002683641483684495
Position 1781: 0.0002591976401079877
Position 1646: 0.0002482205181919931
Position 2013: 0.00020958374939207504
Position 8331: 0.00020655430216466136
Position 2123: 0.0002052749715474023
Position 8371: 0.00019326410751640047
Position 225: 0.00016619860372324246
Position 7950: 0.00016346898908303707
Position 8180: 0.00016025632285383035
Position 733: 0.00014527915683263746
Position 9159: 7.32373201610732e-05
Position 7397: 7.153606447145682e-05
Position 8228: 6.783613491654693e-05
Position 8656: 5.594590767716863e-05
Position 6940: 3.1924963126933554e-05
Position 7017: 3.114279660814675e-05
Position 8189: 3.0472468194782086e-05
Position 8334: 2.835030933443301e-05
Position 8415: 1.0212563332363721e-05
Position 868: 8.66085387372551e-06
Position 304: 8.61463426819361e-06
Position 168: 8.598798855881685e-06
Position 2851: 4.900531810519833e-06
Position 163: 4.567700500058859e-06
Position 2798: 3.961534349222428e-06
Position 516: 3.878642089454736e-06
Position 295: 1.6891802762902713e-06
Position 551: 1.5022059305003831e-06
Position 686: 1.199955819463476e-06
Position 558: 9.312422690832689e-07
Position 279: 9.27810430330709e-07
Position 468: 9.066459894920905e-07
Position 691: 6.805368690614091e-07
Position 281: 5.991130527012104e-07
Position 9484: 5.713084382420857e-07
Position 152: 4.2814800715744e-07
Position 312: 4.190240583618393e-07
Position 475: 3.7858020598097146e-07
Position 488: 2.883211239676457e-07
Position 348: 2.6163066052359983e-07
Position 8107: 2.0947707696555014e-07
Position 626: 1.202683747734363e-07
Position 578: 1.0354465542731915e-07
Position 586: 8.566401217342601e-08
Position 361: 6.407720630424291e-08
Position 8006: 5.724629029956334e-08
Position 780: 4.78968677269241e-08
Position 8283: 3.711300515328908e-08
Position 8239: 3.033294380538236e-08
Position 8104: 2.9358437822655912e-08
Position 8012: 2.4195283469885635e-08
Position 8377: 1.8937066884878542e-08
Position 8458: 7.726188196032654e-09
Position 8609: 5.104439573844242e-09
Position 8467: 3.3632392785572246e-10
Position 8631: 1.942192855501826e-10
Position 8589: 1.6433907728231344e-10
