Gene = Pign
Position 7255: 0.0014618569513015843
Position 6929: 0.0014488488756192624
Position 9540: 0.0014453918992885428
Position 6981: 0.0013438550403339306
Position 3260: 0.001330414553017497
Position 5281: 0.001325337517061999
Position 1242: 0.0011228344151837637
Position 10748: 0.001101283223159521
Position 9127: 0.0010816981140426025
Position 4328: 0.001029163476787682
Position 103: 0.0010255878122146656
Position 1316: 0.0009807072888042315
Position 482: 0.0009623271929824065
Position 2467: 0.0009583350088392276
Position 348: 0.0009217974635158634
Position 652: 0.0008970400276242114
Position 1452: 0.0008538143427159766
Position 3449: 0.0007982052095946566
Position 430: 0.0007978012675324151
Position 1065: 0.000738581841161006
Position 1459: 0.0007344547351576159
Position 1140: 0.0007092321204199088
Position 9533: 0.0006829317097904662
Position 470: 0.0006796653437568318
Position 1156: 0.0006334267394716991
Position 1972: 0.0006124494891551314
Position 2379: 0.0005252168851326995
Position 4413: 0.0004361686613295942
Position 6058: 0.0003374595815374196
Position 4738: 0.0003337288748872982
Position 5358: 0.00025314224171357487
Position 4409: 0.00014385537477151322
Position 4972: 0.00012817479848154276
Position 5382: 0.00010719121379710073
Position 5412: 7.71862142865404e-05
Position 5415: 7.098519666337577e-05
Position 8066: 6.830978844954002e-05
Position 4424: 5.125624239771517e-05
Position 6: 3.6784411786019304e-05
Position 886: 3.1663032551735773e-05
Position 5095: 2.547702924783867e-05
Position 833: 2.396548061690255e-05
Position 5077: 1.7859116699134683e-05
Position 245: 7.872556649285753e-06
Position 4876: 6.540103119922959e-06
Position 614: 5.399952179970835e-06
Position 213: 4.331185572019236e-06
Position 149: 3.9610570060991555e-06
Position 733: 3.3539546493037614e-06
Position 81: 2.4762913323122106e-06
Position 4691: 1.6353101389181625e-06
Position 92: 1.54400473815238e-06
Position 174: 9.369808205619479e-07
Position 43: 6.125014619195124e-07
Position 837: 6.071572872568741e-07
Position 578: 5.818067074277343e-07
Position 33: 5.804866404021765e-07
Position 136: 2.87985083695284e-07
Position 206: 2.101114248388939e-07
Position 226: 1.6772731801056157e-07
Position 30: 1.498099238298937e-07
Position 219: 1.4475761926345353e-07
Position 108: 9.584036003027682e-08
Position 290: 5.918682741748222e-08
Position 345: 2.700099055524426e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10432: 0.9957276925545373
Position 16828: 0.9761869312885787
Position 7610: 0.9405585565532489
Position 4276: 0.9243549251719508
Position 4636: 0.8042526455324134
Position 25367: 0.8016108214050753
Position 26077: 0.7523434250003247
Position 15403: 0.6847773692721585
Position 26784: 0.6169702712877179
Position 14235: 0.5381828724765565
Position 22918: 0.4485849869021378
Position 6855: 0.42318214203472226
Position 5947: 0.4062350537868283
Position 27380: 0.3531373630584955
Position 18494: 0.31741416572762926
Position 34041: 0.24181373978661014
Position 15757: 0.20142223007913637
Position 5804: 0.17242003140159337
Position 26791: 0.16991629356432678
Position 6641: 0.1354796652430053
Position 29815: 0.11392556536936763
Position 9840: 0.09930574574523353
Position 30526: 0.08278543599006238
Position 8143: 0.0827487506033583
Position 29290: 0.06501147843019466
Position 5194: 0.05849628165446123
Position 14501: 0.05799271258653642
Position 290: 0.052111722797668354
Position 27038: 0.04522870646446114
Position 9419: 0.04491310948088059
Position 26015: 0.04125341855765596
Position 6644: 0.03869614557378092
Position 976: 0.03136674832588926
Position 6526: 0.02887477670237702
Position 10607: 0.026603173079144574
Position 27112: 0.021903835849825585
Position 17164: 0.020815050665164647
Position 5665: 0.019449795517743538
Position 5925: 0.016920519072726903
Position 7081: 0.015859393990326424
Position 6911: 0.015160709362406705
Position 5792: 0.01439050965207676
Position 4659: 0.014030749418070887
Position 19123: 0.012793867239028686
Position 2199: 0.011105822224820948
Position 2338: 0.010887959534393926
Position 27243: 0.00934997342563964
Position 3535: 0.009167158743187624
Position 4175: 0.008348165768356725
Position 27766: 0.008304620430207672
Position 30308: 0.007909826610858693
Position 28507: 0.007557480055074281
Position 4792: 0.00741603198531357
Position 9100: 0.006692740605709838
Position 6620: 0.006482947339473497
Position 28217: 0.006379125647984794
Position 3803: 0.00629730754288774
Position 7656: 0.005653295977908954
Position 29319: 0.005394177402629412
Position 10622: 0.005380363797156918
Position 26248: 0.005200118250123608
Position 9189: 0.005115374623665503
Position 9246: 0.004684644993764579
Position 6427: 0.004673940594907048
Position 2686: 0.004440515718321685
Position 5502: 0.004405555828591413
Position 10250: 0.004385452698861012
Position 3458: 0.004364296430785069
Position 999: 0.004128391601595043
Position 2779: 0.003913881254639316
Position 1936: 0.0038503634337954114
Position 3368: 0.00366482954132419
Position 206: 0.0034529832152992317
Position 7565: 0.0034067669484515607
Position 237: 0.0032834584615486595
Position 7551: 0.003131042486788184
Position 5954: 0.0030433214256004324
Position 28144: 0.0029732124621913705
Position 26245: 0.002769623824858766
Position 6418: 0.002651962291089055
Position 4605: 0.0026358513292009914
Position 4292: 0.0025076292532625545
Position 1282: 0.002365885515296923
Position 27296: 0.002264831147065294
Position 10590: 0.0021587995080413207
Position 8185: 0.002106089709116589
Position 7972: 0.002017623999673266
Position 7912: 0.001998848574741756
Position 3648: 0.001998543338629066
Position 2809: 0.001997673632421567
Position 14038: 0.001967528991185733
Position 9877: 0.0019026039286127098
Position 2281: 0.0018922423972777315
Position 4130: 0.0017670439001965983
Position 7774: 0.001689536798999972
Position 5758: 0.001686303724760348
Position 353: 0.001679216447670161
Position 6207: 0.0015288557160562542
Position 3705: 0.0014970044391571197
Position 1892: 0.0013197516207028874
Position 4427: 0.0013063232768489616
Position 10712: 0.0012780554986944908
Position 1119: 0.001252154943336318
Position 4873: 0.001142328193013764
Position 9921: 0.001121375153719152
Position 4448: 0.0011199299538443355
Position 5142: 0.001099347396779014
Position 8958: 0.0010618737196793147
Position 2085: 0.0010319114927371785
Position 388: 0.0010299738160534926
Position 7631: 0.0009971249413498764
Position 3145: 0.0009817391422807925
Position 24573: 0.0009615380295076617
Position 4078: 0.0009383549792713762
Position 10890: 0.0009219763255026712
Position 952: 0.000921467267316658
Position 17701: 0.0008989876280259646
Position 8170: 0.0008488267657579342
Position 8383: 0.0008468334037445836
Position 320: 0.0007482909938789044
Position 3387: 0.0007066791842298103
Position 4671: 0.0006760693677190177
Position 4721: 0.0006721141746413315
Position 4533: 0.0006535859304732734
Position 879: 0.0005869225137918512
Position 5574: 0.0005853549562765595
Position 1179: 0.0005784070231134587
Position 2418: 0.0005564144326501083
Position 4100: 0.0005444003825416561
Position 23200: 0.0005093221735140983
Position 25800: 0.000504750827358265
Position 5711: 0.0004876163135763069
Position 3700: 0.00044422732822924646
Position 3731: 0.0004295144800965945
Position 23161: 0.00042542558000882623
Position 3357: 0.0003645475064375536
Position 3093: 0.0003486754107367045
Position 1009: 0.0003479683984414173
Position 18747: 0.00033169905730720344
Position 6257: 0.000327115386671163
Position 2314: 0.0003149552724400433
Position 1801: 0.0002824288052231813
Position 18110: 0.0002803493564344627
Position 4311: 0.0002690443240140958
Position 3781: 0.00026806146232000297
Position 19978: 0.0002631363512576633
Position 18709: 0.00025220105002376987
Position 17849: 0.0002153300371946933
Position 578: 0.00020615818987743196
Position 4876: 0.00019453500241788191
Position 20442: 0.00017952153554589618
Position 914: 0.00016186163588547604
Position 17054: 0.00016060538813465134
Position 20176: 0.0001600246792648003
Position 5263: 0.00015814349154368956
Position 836: 0.00015337758443368147
Position 477: 0.00014925806791281037
Position 2184: 0.0001375980417618605
Position 564: 0.00013714058417589587
Position 5440: 0.00013493076105235475
Position 2239: 0.00013474583384937887
Position 6007: 0.0001304532794045728
Position 4616: 0.00012655979930451387
Position 545: 0.000126286299324369
Position 1946: 0.00011470673433699812
Position 4676: 0.0001129274967208194
Position 4047: 0.00010847322552233039
Position 5601: 8.348605239819735e-05
Position 17506: 7.181660860422556e-05
Position 1145: 6.769060661425665e-05
Position 17445: 6.7507031646363e-05
Position 12746: 6.639269540121861e-05
Position 20420: 5.876475783976246e-05
Position 17029: 4.209582408736235e-05
Position 7878: 1.9020040821928758e-05
Position 8145: 1.5685998677715127e-05
Position 12402: 1.51904509933593e-05
Position 10463: 1.4916544780969543e-05
Position 8355: 1.4253767329390351e-05
Position 12099: 1.379469525614991e-05
Position 8421: 1.2471549186196024e-05
Position 12251: 8.886123612486711e-06
Position 9773: 4.781496162270805e-06
Position 5468: 4.387041395714985e-06
Position 632: 4.287508603450015e-06
Position 12183: 3.7864563312011506e-06
Position 12795: 3.653787494318915e-06
Position 786: 3.0943391254535863e-06
Position 11713: 2.9659036533480914e-06
Position 2024: 2.881782435534715e-06
Position 720: 2.764994851745368e-06
Position 1988: 2.6617313582130177e-06
Position 1984: 2.4904389799805427e-06
Position 606: 2.449848189114634e-06
Position 11324: 2.373125661871619e-06
Position 5240: 2.3439724004190845e-06
Position 298: 2.1051421083255807e-06
Position 761: 1.9422097332979407e-06
Position 4822: 1.8880761843211894e-06
Position 11049: 1.782235826762917e-06
Position 4898: 1.6493972464990525e-06
Position 257: 1.3410497194375395e-06
Position 8410: 1.0437748407609141e-06
Position 1259: 9.406103924414508e-07
Position 241: 8.52802012993968e-07
Position 10644: 8.248497691980762e-07
Position 1315: 7.483979923649759e-07
Position 1365: 5.460254931014484e-07
Position 1032: 4.994455822890758e-07
Position 817: 4.2681586514151145e-07
Position 1768: 3.475976027028785e-07
Position 99: 2.933819967902455e-07
Position 5808: 2.903821963092344e-07
Position 1065: 2.6142413918337596e-07
Position 2652: 1.888838360410724e-07
Position 102: 1.8415397192373524e-07
Position 356: 1.3358054185725908e-07
Position 711: 1.2793207412925748e-07
Position 412: 1.2769956375250665e-07
Position 171: 6.871965576049727e-08
Position 395: 5.9164629003054095e-08
Position 451: 5.854567041239136e-08
Position 4680: 5.770917658061053e-08
Position 116: 5.521588312945635e-08
Position 264: 4.2181911596192645e-08
