Gene = Prc1
Position 535: 1.1640674445499627e-05
Position 1377: 8.659608298950492e-06
Position 789: 8.103677461723406e-06
Position 1382: 6.700384860616156e-06
Position 519: 5.922704453483801e-06
Position 217: 3.314417766359034e-06
Position 474: 3.0780605064383234e-06
Position 319: 3.0207654758060664e-06
Position 366: 2.971528099191977e-06
Position 449: 2.9570036405452706e-06
Position 233: 2.671760033707215e-06
Position 237: 1.2059291702644574e-06
Position 743: 8.40243413501092e-07
Position 424: 8.294993284275765e-07
Position 538: 6.959673495113823e-07
Position 27: 5.177568125330457e-07
Position 352: 3.2017038716307223e-07
Position 11: 3.150062599929846e-07
Position 1161: 1.0052165163590937e-07
Position 1216: 9.647873239818662e-08
Position 772: 8.298518323379896e-08
Position 909: 5.7832384840899345e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10230: 0.9902019793535849
Position 11924: 0.9665983092403932
Position 16290: 0.9567477389538361
Position 18581: 0.8692459475469648
Position 11467: 0.8569404425243452
Position 13108: 0.8260005345628326
Position 5850: 0.7746190432761175
Position 16619: 0.697258772315931
Position 14942: 0.6465190201915102
Position 6586: 0.6377438390981707
Position 20663: 0.5594432081336459
Position 17766: 0.48120102773264684
Position 6859: 0.3614952434989899
Position 7880: 0.34966997837991953
Position 5617: 0.1703989113823894
Position 9186: 0.16263956678763403
Position 19821: 0.14840806498546594
Position 17711: 0.14577116612723304
Position 19099: 0.134946416695774
Position 1563: 0.11946410555906788
Position 8162: 0.11439595309564812
Position 5887: 0.10627377420730671
Position 640: 0.10152310114568178
Position 8155: 0.0982195710555384
Position 16559: 0.08821636180812366
Position 2773: 0.08785619802366042
Position 17789: 0.07939404338851996
Position 9910: 0.0699574395846252
Position 17473: 0.06121158469129827
Position 7970: 0.05270698818497316
Position 21529: 0.050743482892630726
Position 14314: 0.046162832060459076
Position 18995: 0.0446225963992272
Position 18786: 0.04244035910825813
Position 9079: 0.04141902436914498
Position 19076: 0.03795210399170864
Position 11399: 0.036329461769021805
Position 5288: 0.03588284189087607
Position 21509: 0.0347116724927784
Position 16684: 0.031978733090839526
Position 21050: 0.030841212780524443
Position 20376: 0.02858936342866306
Position 18334: 0.02413307522686794
Position 17833: 0.023438681385556236
Position 8929: 0.022871145015965204
Position 17628: 0.022415991322586076
Position 1327: 0.0193733613257803
Position 13004: 0.018898952935880314
Position 5303: 0.018378606423146114
Position 6890: 0.017972097224026127
Position 16537: 0.01763818727701969
Position 21217: 0.017064581858906972
Position 7654: 0.01698558789776141
Position 6775: 0.016422064100388854
Position 5320: 0.01467952064921789
Position 3583: 0.014503557298075656
Position 5620: 0.01416175287469718
Position 14861: 0.013294573488857084
Position 17659: 0.012571854270725403
Position 18585: 0.01248165555571459
Position 13110: 0.011845787098454548
Position 20181: 0.011639766049181563
Position 14800: 0.011332539074664966
Position 18611: 0.011062608832926653
Position 15530: 0.01070872072417333
Position 11541: 0.010356282664910595
Position 14349: 0.009836267673195995
Position 16261: 0.009827380019057762
Position 18829: 0.009111924373517894
Position 5247: 0.008873635172976943
Position 19118: 0.008822376998993284
Position 6978: 0.008749410914979695
Position 17718: 0.008016695336295053
Position 3502: 0.007836010192714933
Position 14028: 0.006204987253899516
Position 19195: 0.0056637247967691465
Position 11246: 0.005525984387486018
Position 13120: 0.0052205394992724105
Position 16666: 0.005172439521970939
Position 18804: 0.0051190599065042905
Position 20524: 0.0050014249307263016
Position 17639: 0.004002551557433246
Position 19662: 0.003917696087814561
Position 7446: 0.0038902406493728572
Position 20855: 0.0037220705362233904
Position 18234: 0.0034995501906152143
Position 14140: 0.0034369798060897
Position 10094: 0.00324547000112453
Position 3419: 0.0032331024683653863
Position 7565: 0.0031778400869219786
Position 16387: 0.002987073518912794
Position 1301: 0.0029733079793595476
Position 2863: 0.0029526801368059278
Position 3443: 0.0029165053674317185
Position 6559: 0.002812180011823171
Position 3506: 0.0025781635351716046
Position 224: 0.0025561769822001193
Position 13149: 0.002390607172265374
Position 19865: 0.0020641172109838435
Position 1509: 0.0018420752239661053
Position 2603: 0.0018054535574558543
Position 14819: 0.0017793692965140037
Position 1523: 0.0017686554983448496
Position 5351: 0.0015974434335328499
Position 20417: 0.0015089069597682874
Position 2685: 0.0014859187197781962
Position 13050: 0.0014749214019414922
Position 17436: 0.0014706498551084403
Position 13883: 0.0014660323634720482
Position 3381: 0.0014621006798078563
Position 16365: 0.0014054982954793066
Position 20321: 0.0013822664791047538
Position 13939: 0.0013230048853576878
Position 19372: 0.0012800349714624732
Position 16109: 0.0012167515366487696
Position 16640: 0.0011888457327811678
Position 17430: 0.001135575384551765
Position 19079: 0.0011132031185064996
Position 13086: 0.0010314953473496678
Position 16634: 0.0010145275039120782
Position 7680: 0.0009888147709177357
Position 11178: 0.0009813271177327779
Position 3425: 0.0009152690663112226
Position 17410: 0.0008314960512564762
Position 14067: 0.0008220455691330126
Position 3729: 0.0008169854136196764
Position 17492: 0.0007793734706149948
Position 15465: 0.0007582717196622853
Position 14395: 0.000735326916941406
Position 12927: 0.000732447042766057
Position 13311: 0.0007043321267142
Position 11290: 0.0006969290038107147
Position 12117: 0.0006864622961530165
Position 12976: 0.0006822376178692914
Position 18838: 0.0006776721698340086
Position 2662: 0.0006716779442493952
Position 663: 0.0006674340245318789
Position 16323: 0.000663387081632711
Position 14003: 0.0005801370668429912
Position 2571: 0.0005566490961157996
Position 2724: 0.0005439159773569353
Position 15897: 0.0005266397131565418
Position 16925: 0.0004883775293614863
Position 17339: 0.0004275744593001428
Position 6600: 0.0003950157646623962
Position 13037: 0.00039427087144367715
Position 16140: 0.0003855133471729473
Position 12833: 0.00036716437494663397
Position 18485: 0.00031569583095343557
Position 13263: 0.00031217137532249956
Position 16507: 0.0002976272152404226
Position 4876: 0.00029251082811087333
Position 919: 0.0002738783505938082
Position 18434: 0.0002660107960557781
Position 3057: 0.0002625811388217027
Position 15702: 0.0002572657863740724
Position 9576: 0.0002278206108804548
Position 11934: 0.00022167780202427478
Position 13185: 0.00022041393059719043
Position 358: 0.00021341598147432366
Position 11691: 0.00020517697079491698
Position 18555: 0.00019919611597043988
Position 4847: 0.0001727179502871967
Position 12741: 0.00014373093302930487
Position 18670: 0.00013062869755280478
Position 18637: 0.00010560739679223134
Position 13052: 9.426813621686377e-05
Position 1038: 8.813082698673312e-05
Position 10604: 8.069198829471155e-05
Position 12082: 7.872731731031671e-05
Position 255: 7.613517219228094e-05
Position 3202: 7.495193721032863e-05
Position 2990: 6.329951168537619e-05
Position 16171: 5.616608313908706e-05
Position 10822: 4.154082950243574e-05
Position 605: 3.850473552948773e-05
Position 16964: 3.1658362531019704e-05
Position 978: 3.147643359746004e-05
Position 16859: 2.979358563383452e-05
Position 14222: 1.6078929112237502e-05
Position 1070: 1.4861188288972017e-05
Position 1479: 1.4554409903048827e-05
Position 659: 1.4096378173488701e-05
Position 1044: 1.0980516427081532e-05
Position 1570: 1.0694960597902132e-05
Position 983: 1.030897999966906e-05
Position 884: 9.271240902740725e-06
Position 16952: 9.075300207185747e-06
Position 16690: 8.058561117596743e-06
Position 337: 7.712807586191403e-06
Position 16862: 6.5417621835415636e-06
Position 291: 6.394065361039708e-06
Position 3391: 5.1099893897573725e-06
Position 13338: 4.712297109885321e-06
Position 369: 4.342616780799919e-06
Position 1184: 3.2029575440069866e-06
Position 3335: 2.910367873920817e-06
Position 194: 2.835417657624199e-06
Position 17873: 2.740164852481272e-06
Position 980: 2.5078629212935865e-06
Position 927: 2.0482140273818428e-06
Position 850: 2.020164427101042e-06
Position 1001: 1.4943494276333937e-06
Position 386: 8.405362160747984e-07
Position 474: 6.46705977321897e-07
Position 283: 3.771018248802321e-07
Position 1136: 2.882613241317054e-07
Position 204: 2.0108204055292782e-07
Position 726: 1.920609221411145e-07
Position 502: 1.9047216529448647e-07
Position 12906: 1.6722482393035344e-07
Position 115: 1.4842938043171698e-07
Position 312: 1.306574260419916e-07
Position 667: 9.451433225933758e-08
Position 156: 9.082964857129659e-08
Position 13237: 8.632262712052479e-08
Position 399: 7.423857928615294e-08
Position 303: 7.366017911553692e-08
Position 497: 4.278500661295344e-08
Position 524: 3.529089691705631e-08
Position 141: 2.8599592518827976e-08
Position 16628: 2.349569543004133e-08
Position 267: 1.7992134878900265e-08
Position 381: 1.3399203026393778e-08
Position 469: 9.173772145086714e-09
Position 3006: 5.8710145918383675e-09
Position 437: 5.740972037516683e-09
Position 135: 4.2215014133784226e-09
Position 11975: 3.5799331105527813e-09
Position 730: 3.1534221658837826e-09
Position 122: 3.039632489724983e-09
Position 720: 1.36315893143309e-10
Position 685: 1.2755795140711677e-10
Position 571: 2.85728983338766e-11
