Gene = Ly96
Position 1129: 3.309322038892158e-05
Position 1979: 2.9992169345054154e-05
Position 3572: 2.9300070244639167e-05
Position 5747: 2.916393328030125e-05
Position 4878: 2.7582899081354764e-05
Position 8454: 2.5100015044296057e-05
Position 8245: 2.281239850245696e-05
Position 3605: 2.269901087955825e-05
Position 2302: 2.25598004071042e-05
Position 6355: 2.16883365545469e-05
Position 6292: 2.1674397693393953e-05
Position 5280: 2.1400497925922213e-05
Position 6272: 2.1224032948943584e-05
Position 4025: 1.9776920023997848e-05
Position 2918: 1.847837521346277e-05
Position 4262: 1.8432232247495035e-05
Position 1303: 1.8298791852895845e-05
Position 2900: 1.7257628569445348e-05
Position 2401: 1.5703502787031985e-05
Position 2395: 1.4856972127451228e-05
Position 255: 1.4146065580881049e-05
Position 3540: 1.3960811921758303e-05
Position 2535: 1.3062964899643587e-05
Position 466: 1.1999298298957438e-05
Position 6816: 1.1469833732058382e-05
Position 2336: 1.139394168540814e-05
Position 1752: 1.1344077656727249e-05
Position 1907: 1.0116755359353379e-05
Position 1931: 9.986716261940684e-06
Position 2111: 8.563943064817462e-06
Position 3010: 8.553826725321135e-06
Position 439: 8.018813551492963e-06
Position 845: 7.898507552681475e-06
Position 817: 6.956184285851365e-06
Position 2028: 6.927304912727275e-06
Position 2067: 5.564988001730637e-06
Position 2459: 5.5541896146735055e-06
Position 2391: 4.406396724744038e-06
Position 270: 4.241485384895093e-06
Position 3296: 3.855368882755326e-06
Position 2271: 3.618974225064608e-06
Position 287: 3.4988279067755066e-06
Position 1038: 2.497196050941719e-06
Position 2856: 2.4911725633380895e-06
Position 3551: 2.4629136853309258e-06
Position 1053: 2.4046330231687267e-06
Position 1370: 2.2622374920962786e-06
Position 757: 2.006040595302163e-06
Position 564: 1.6475250974001701e-06
Position 261: 1.6182176890731872e-06
Position 2944: 1.2423087742500441e-06
Position 2209: 1.179795525427744e-06
Position 2357: 1.1113542722038533e-06
Position 747: 1.1101413617172742e-06
Position 2559: 1.067729621065362e-06
Position 1716: 1.0210831948010576e-06
Position 1763: 9.308993176960721e-07
Position 2179: 9.05639188441691e-07
Position 946: 8.345064686029989e-07
Position 1348: 6.594157380391372e-07
Position 1729: 5.66735220420992e-07
Position 284: 5.561495834114722e-07
Position 140: 5.295948024595045e-07
Position 3674: 5.236124361199088e-07
Position 1537: 4.90815000110482e-07
Position 3134: 3.1343016233816485e-07
Position 134: 3.8770177760694286e-08
Position 2176: 3.858043452144855e-08
Position 291: 2.9538329999795252e-08
Position 1376: 2.9420344515712736e-08
Position 1154: 2.4429942705828957e-08
Position 2144: 2.3120713277216093e-08
Position 207: 1.6448357381129146e-08
Position 1941: 1.5901115562910808e-08
Position 1186: 7.3364635158273756e-09
Position 1237: 6.821698528622047e-09
Position 191: 4.485693766849548e-09
Position 477: 3.282740049071666e-09
Position 1440: 1.4814971667917156e-09
Position 583: 1.1890007752026512e-09
Position 131: 8.570863521682919e-10
Position 231: 5.502356288209777e-10
Position 233: 5.209775763190495e-10
Position 237: 4.784657180058499e-10
Position 209: 4.6325740529875947e-10
Position 319: 4.66645724978995e-11
