Gene = Mitd1
Position 7930: 0.044784558464683905
Position 3250: 0.036521565017172145
Position 10124: 0.03620220592504931
Position 3218: 0.03558424609996541
Position 2830: 0.030052549631918366
Position 8346: 0.026973721867877172
Position 3344: 0.025770696875057925
Position 5446: 0.02574698526274212
Position 15257: 0.024390000681100275
Position 2048: 0.023322652727409
Position 8459: 0.021553334521401454
Position 7694: 0.021326614348224103
Position 3120: 0.021062653861877768
Position 2731: 0.021012737631431886
Position 8504: 0.016240715059237184
Position 719: 0.015619794286864122
Position 10506: 0.015287040771834223
Position 5717: 0.012774151744629269
Position 12821: 0.012284274707136826
Position 4610: 0.011820610285224256
Position 10410: 0.011232150605553331
Position 14450: 0.010210908683829484
Position 11558: 0.009648728339443413
Position 15559: 0.009459378909213282
Position 11074: 0.008932317130122767
Position 9304: 0.00870061454964762
Position 8471: 0.008596644779037332
Position 15287: 0.00844536754908352
Position 15374: 0.008135982646794677
Position 6101: 0.006785915152928987
Position 9800: 0.005893464437434352
Position 8482: 0.005855024230337396
Position 3960: 0.00569031618533003
Position 5371: 0.005295610983555437
Position 10471: 0.005219124276103004
Position 674: 0.0052000686311879304
Position 5679: 0.005126362490735694
Position 14804: 0.004984410474868982
Position 5456: 0.00490874782374661
Position 5486: 0.004895934629355123
Position 8025: 0.004454604075321124
Position 9643: 0.004452923069654552
Position 915: 0.0043297905663298684
Position 237: 0.004295569882147735
Position 14848: 0.003832772854351366
Position 9739: 0.00359112520705959
Position 1957: 0.003389087250492157
Position 15100: 0.003217303608880849
Position 957: 0.0031491930960818545
Position 9376: 0.0030917772634735377
Position 10435: 0.0029830394378170502
Position 15474: 0.002947166485749104
Position 14747: 0.002842397257877256
Position 5753: 0.002822468861061764
Position 590: 0.00265756421714591
Position 11580: 0.0025961490327598823
Position 7738: 0.0025872879718229604
Position 6639: 0.002507558595638923
Position 2764: 0.002428112509240241
Position 4701: 0.0023955919790414637
Position 493: 0.00230275708641336
Position 1083: 0.0022948282907836585
Position 15253: 0.002224384972074973
Position 5637: 0.0021936067359119267
Position 5265: 0.0021864405981891883
Position 8257: 0.0020989032733015342
Position 9283: 0.0020037327684671443
Position 4870: 0.0019755289431482434
Position 12475: 0.0018305223802796947
Position 9767: 0.001768046305015233
Position 6436: 0.0017302890211852058
Position 9903: 0.0016856896829463165
Position 362: 0.0015996314565878585
Position 14897: 0.0015105008328751923
Position 1080: 0.001503032192472535
Position 3090: 0.0014895774341796963
Position 10815: 0.0014565312075763186
Position 8435: 0.0014483804349994854
Position 3507: 0.0013674075753349819
Position 8304: 0.0013148081540623364
Position 15155: 0.0012092459201895436
Position 7941: 0.001163258984282569
Position 5281: 0.0011343166011923127
Position 5124: 0.0010275808412187628
Position 10325: 0.0010213756397272355
Position 3164: 0.0009965157605496642
Position 919: 0.0009467729440549759
Position 7433: 0.0009426642341239077
Position 10128: 0.0009333291023406153
Position 610: 0.0009131709427470039
Position 15530: 0.0009125828293838963
Position 9852: 0.000889684330361084
Position 571: 0.0008729769645014157
Position 14966: 0.0008218539188287366
Position 5672: 0.0008174225976487939
Position 7334: 0.000813591978534587
Position 4965: 0.0007853141673720239
Position 5255: 0.0007537920710323099
Position 726: 0.0007525766360054434
Position 735: 0.0007412621105576084
Position 3070: 0.000716605802594064
Position 213: 0.0007016633611235209
Position 4447: 0.0006765635626692179
Position 6038: 0.0006530270123307857
Position 5789: 0.0006520892243448927
Position 5604: 0.0006477371463245925
Position 4391: 0.0005451277183829541
Position 3023: 0.0005334370240830536
Position 5639: 0.0005282574696857121
Position 5405: 0.0005202157301785531
Position 8447: 0.0004433341108782343
Position 4323: 0.00043433217552272797
Position 4145: 0.0004248904209165681
Position 5564: 0.00041337679141902555
Position 8512: 0.00039428713954340916
Position 7778: 0.00037854426681337963
Position 1441: 0.0003709892565986581
Position 5502: 0.0003637219149598783
Position 2243: 0.00034903887578106646
Position 14900: 0.0003208514281404176
Position 15478: 0.00031961900125630256
Position 7670: 0.0003173245488163975
Position 5358: 0.0003097969479304956
Position 6517: 0.0003032141082180046
Position 2885: 0.00029838749303484597
Position 954: 0.00028784438661384076
Position 619: 0.00027689599064216724
Position 1030: 0.0002581684936856819
Position 15350: 0.00022792046042208043
Position 2057: 0.00020106318845684108
Position 321: 0.0001450438758710362
Position 5464: 0.0001370546278623859
Position 974: 0.00012735700687944456
Position 863: 0.00012617686835753462
Position 8208: 0.00011875233251478368
Position 1377: 0.00011270110413986277
Position 1339: 0.00010334003022715023
Position 7949: 9.660231228027666e-05
Position 9267: 8.597876445847845e-05
Position 9803: 8.59516494183768e-05
Position 7935: 7.863783013707453e-05
Position 8277: 7.755986584594568e-05
Position 10100: 7.414311758490615e-05
Position 7889: 6.329640901803636e-05
Position 285: 6.329511447849696e-05
Position 338: 6.283195484516613e-05
Position 8414: 3.323195216395758e-05
Position 3393: 3.0409226688642222e-05
Position 8394: 3.0250464839672793e-05
Position 2858: 2.4306859273519197e-05
Position 7562: 2.4210627758399713e-05
Position 5569: 1.9316416095298166e-05
Position 5492: 1.6093907144236183e-05
Position 9572: 1.4393602839774916e-05
Position 5319: 1.2729605852758078e-05
Position 9677: 1.0738928207802962e-05
Position 785: 1.0678714699616363e-05
Position 8180: 1.0009899856875839e-05
Position 884: 8.008665825543655e-06
Position 5613: 7.93862038471836e-06
Position 891: 6.7961758904591205e-06
Position 5425: 5.2917761989507514e-06
Position 8036: 4.313577771293837e-06
Position 1966: 3.958177152492797e-06
Position 156: 3.2487223076141366e-06
Position 5825: 2.228797216033032e-06
Position 1047: 1.9032461176329339e-06
Position 1148: 1.8137850654061273e-06
Position 5468: 1.7353146825412094e-06
Position 1939: 9.69391241622096e-07
Position 2134: 9.387759348278467e-07
Position 758: 7.71699190567333e-07
Position 1361: 6.306874984000623e-07
Position 325: 5.888422364142273e-07
Position 131: 5.523026924987491e-07
Position 195: 4.396376947448051e-07
Position 902: 4.211392610514028e-07
Position 6140: 4.063767237632095e-07
Position 15192: 2.6894651281998833e-07
Position 562: 2.5523030795821215e-07
Position 391: 2.3212229115775236e-07
Position 592: 1.1091515428657255e-07
Position 579: 1.0478137059878388e-07
Position 760: 9.444965618954125e-08
Position 120: 6.270469391477794e-08
Position 453: 5.470354176070372e-08
Position 409: 4.826536394402593e-08
Position 444: 4.784320128269794e-08
Position 247: 2.8217167099249703e-08
Position 216: 2.3524229517815205e-08
Position 192: 1.6069503933685845e-08
Position 94: 1.3027722294920454e-08
