Gene = Tipin
Position 145: 0.00025473626867307417
Position 297: 0.00024471661462476636
Position 13804: 0.00023990031154687646
Position 2519: 0.00021455871473360195
Position 13260: 0.00019411355255707964
Position 249: 0.00018641528667002024
Position 629: 0.00018464628872882525
Position 168: 0.00016847067377429422
Position 220: 0.0001630055422329413
Position 1923: 0.00015197499345859106
Position 13750: 0.00012291933600168826
Position 8966: 0.00011691248277641896
Position 13062: 0.00011085508459435349
Position 10246: 9.794229283696402e-05
Position 2500: 9.583590975405928e-05
Position 2462: 8.505336708368914e-05
Position 1452: 7.291714908227213e-05
Position 2474: 6.195996952094787e-05
Position 10261: 6.01475254795983e-05
Position 11970: 5.3589561991481703e-05
Position 141: 3.970097667735197e-05
Position 10233: 3.907851967347756e-05
Position 1963: 3.850027046450403e-05
Position 10805: 3.2716880583003274e-05
Position 2545: 3.213167259350806e-05
Position 8879: 2.8790227635725886e-05
Position 726: 2.7416154952069503e-05
Position 515: 2.6855722259990242e-05
Position 11630: 2.2131457710307073e-05
Position 9762: 2.0253787709800484e-05
Position 1578: 1.85818942353816e-05
Position 461: 1.7551364963558647e-05
Position 398: 1.7463822490673736e-05
Position 10888: 1.6635939241938635e-05
Position 683: 1.6027644174017707e-05
Position 10489: 1.1431020028716801e-05
Position 10341: 1.1165842762585169e-05
Position 5897: 1.0462511682751073e-05
Position 152: 9.986293286745674e-06
Position 494: 9.195622963401826e-06
Position 327: 8.617835913497808e-06
Position 1773: 8.333882547539201e-06
Position 177: 7.897614472649616e-06
Position 1609: 6.430619078366335e-06
Position 278: 6.348592247893337e-06
Position 245: 6.26506360450158e-06
Position 387: 6.1909125565361444e-06
Position 4472: 6.173067432881692e-06
Position 3185: 5.56346314784228e-06
Position 523: 5.282822009903044e-06
Position 4920: 5.196662405357281e-06
Position 2988: 4.406832502839894e-06
Position 741: 4.2784333419386295e-06
Position 1086: 4.1297492150717055e-06
Position 1047: 3.9835577451636745e-06
Position 3020: 3.9412220905668005e-06
Position 1042: 3.756825417571619e-06
Position 199: 3.3840148868553382e-06
Position 1376: 3.3700259303065325e-06
Position 938: 3.349491499713478e-06
Position 273: 2.5657734455271325e-06
Position 243: 2.558989169577899e-06
Position 122: 2.275480578950111e-06
Position 636: 2.1099527752668857e-06
Position 4036: 1.9578474236938944e-06
Position 4868: 1.5887488547051248e-06
Position 896: 1.514253275927117e-06
Position 284: 1.4618008360783895e-06
Position 693: 1.447694467944349e-06
Position 4662: 1.194538823132979e-06
Position 323: 1.1287498964008683e-06
Position 353: 1.0881024783249577e-06
Position 162: 1.0543855363407968e-06
Position 187: 1.0079109763913262e-06
Position 3379: 9.363973115116494e-07
Position 408: 9.125205669186707e-07
Position 2838: 6.10337545546879e-07
Position 1263: 5.489245128602662e-07
Position 356: 4.7677849296066405e-07
Position 282: 4.474134796065549e-07
Position 1221: 3.918867495315473e-07
Position 2177: 3.9147937959635766e-07
Position 2631: 3.6726319435482656e-07
Position 1879: 3.0970146416833773e-07
Position 1242: 2.701606595698116e-07
Position 165: 2.162661451220189e-08
Position 1116: 2.9390795682647514e-09
Position 1544: 2.47197742703054e-09
Position 864: 3.9145942968213357e-10
Position 882: 1.6157808853056497e-10
