Gene = Selenot
Position 12704: 0.0004648497551857909
Position 12435: 0.0004648179114449526
Position 12876: 0.00043962068923405703
Position 14162: 0.0003980889786390208
Position 12814: 0.00033802172543712344
Position 10240: 0.0003133599959436477
Position 14130: 0.0002999240928855362
Position 12747: 0.00029533783109511087
Position 10733: 0.00026348086625767916
Position 544: 0.00019703948696468516
Position 9804: 0.00019189404551720764
Position 13702: 0.00018081144402940712
Position 143: 0.00013809328912562277
Position 5097: 0.0001078870770254599
Position 5049: 9.744686853036198e-05
Position 4976: 9.29472802157679e-05
Position 746: 7.466151731396239e-05
Position 664: 4.0341308162597395e-05
Position 3738: 2.694164676175097e-05
Position 9955: 2.5347576129297274e-05
Position 2172: 1.9516959030243502e-05
Position 8725: 1.7013640951135233e-05
Position 8710: 1.609574411716936e-05
Position 292: 1.3892088419180352e-05
Position 15019: 1.1520081882853933e-05
Position 140: 1.1310993998839307e-05
Position 226: 8.76403140295575e-06
Position 35: 8.270925220001017e-06
Position 278: 7.61277061284245e-06
Position 582: 5.47046823759543e-06
Position 14159: 5.163616586358507e-06
Position 14239: 4.9298867197285184e-06
Position 14249: 4.9060746828748095e-06
Position 677: 4.6832132296502874e-06
Position 1059: 4.048369259508002e-06
Position 8750: 3.8500000228851755e-06
Position 176: 3.7116250053127882e-06
Position 47: 2.646345048746371e-06
Position 264: 2.4576799616488207e-06
Position 8754: 2.116044920134253e-06
Position 133: 2.1114558117014537e-06
Position 13705: 2.0768063698128334e-06
Position 1069: 1.1490991610165529e-06
Position 880: 1.0966982579488615e-06
Position 66: 9.011601242350168e-07
Position 125: 8.757039832303243e-07
Position 523: 5.601574070718232e-07
Position 13497: 3.9392496760488183e-07
Position 39: 1.2402636950721624e-07
Position 509: 1.0041477706817038e-07
Position 303: 7.640632360350071e-08
Position 89: 6.021801747106602e-08
Position 706: 5.5611869024496004e-08
Position 374: 5.227523472618306e-08
Position 1291: 2.3947779099918703e-08
Position 25: 6.158894865810547e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8594: 0.9921388044153141
Position 11809: 0.9671332395953477
Position 13530: 0.9270423329673511
Position 14058: 0.6945055637901429
Position 9315: 0.6911090985803465
Position 10027: 0.6865220453490927
Position 6358: 0.2357859401399059
Position 9590: 0.2090091383062831
Position 6380: 0.14090130831029093
Position 14892: 0.0789895173389573
Position 6299: 0.061192731990190125
Position 15132: 0.060636422494024664
Position 9636: 0.05471875817414565
Position 9659: 0.05287656043979147
Position 9338: 0.05229465315911888
Position 5203: 0.048869054369698454
Position 4823: 0.02700795113281515
Position 9359: 0.02592097042719713
Position 12974: 0.023955983920893036
Position 2346: 0.023686710264366143
Position 9267: 0.021322541617826915
Position 10042: 0.019850878583904535
Position 1926: 0.019011752921921397
Position 9380: 0.017100964723308812
Position 15345: 0.016923287019407526
Position 5268: 0.0151187477379118
Position 16168: 0.014222748557338596
Position 10023: 0.013744725587598075
Position 16052: 0.012496138480511081
Position 16401: 0.012484892441928777
Position 7038: 0.012042095616081319
Position 11122: 0.011586911668714232
Position 14154: 0.010738317420612879
Position 9722: 0.01066372265055574
Position 14423: 0.009472615669792992
Position 15742: 0.009464820152079277
Position 1817: 0.008992695308652236
Position 2253: 0.006759677000135017
Position 1141: 0.006653943646069854
Position 12516: 0.006579140884806054
Position 13986: 0.006562212483261112
Position 10768: 0.006438303404699221
Position 14956: 0.006370943064406336
Position 9350: 0.006025758585385475
Position 11285: 0.005590032839190696
Position 13031: 0.005442200859383114
Position 16105: 0.0053517664771652335
Position 1766: 0.005335567296322984
Position 15794: 0.0050723265110365085
Position 6802: 0.005066078705530557
Position 2249: 0.004588896054884755
Position 5666: 0.004404233683407566
Position 12309: 0.004383358004078301
Position 8884: 0.00424852682076836
Position 3050: 0.00393897612290285
Position 16023: 0.003692469784163226
Position 15680: 0.0036834342884463343
Position 12875: 0.0034662893727117816
Position 13249: 0.0034413563324316187
Position 2059: 0.0033381942775723102
Position 13852: 0.0031118162736297828
Position 13808: 0.0030246317990283264
Position 613: 0.002925178189851713
Position 16428: 0.002886546036044751
Position 14534: 0.00287750621815736
Position 12887: 0.0027302148800733635
Position 6423: 0.0027166658467139334
Position 6340: 0.002704916863378457
Position 2418: 0.0025372744577761112
Position 11689: 0.002536095345010358
Position 4371: 0.002378399372954926
Position 11375: 0.0023292020079973158
Position 4683: 0.0022508671556987956
Position 8546: 0.0021469150070392534
Position 10874: 0.0021169930937710016
Position 1090: 0.0020462789486222106
Position 9978: 0.0019385757735363575
Position 14724: 0.0019321242003193764
Position 10591: 0.0018487577472194084
Position 15569: 0.001751726188611471
Position 15608: 0.0017447494932532784
Position 9323: 0.0017277812311782275
Position 6440: 0.001645188997452265
Position 9857: 0.001614972439608579
Position 16055: 0.0015507614617035928
Position 5183: 0.0015246607710223696
Position 1887: 0.0015236578917334335
Position 1993: 0.001519674522756028
Position 13923: 0.0015068809551485685
Position 15407: 0.0015021383773553632
Position 14291: 0.0013892529172430358
Position 3102: 0.0013208833356718685
Position 2294: 0.0013161677277700001
Position 9880: 0.0013014330012456512
Position 3072: 0.001265926405576855
Position 16176: 0.001210811407036735
Position 15091: 0.0011776616478854165
Position 11224: 0.0011770905739277647
Position 2268: 0.0011710709377836682
Position 6129: 0.001091355603479579
Position 416: 0.0010785170826269834
Position 2389: 0.0010724514610625463
Position 9183: 0.0010471811970323769
Position 13791: 0.0010427235882942455
Position 13155: 0.0010372111411078742
Position 2319: 0.001033884038171708
Position 13550: 0.0009883910174949297
Position 11057: 0.000958824299488832
Position 8551: 0.0009285043382059685
Position 1748: 0.0009120354946575848
Position 3092: 0.000893194477067446
Position 12374: 0.0008627123377259561
Position 2360: 0.0008624741658450373
Position 16239: 0.0008307417921310659
Position 10807: 0.0007716579270889806
Position 13387: 0.0007670663572804404
Position 14843: 0.0007311186677919409
Position 311: 0.0006926264243434264
Position 980: 0.0006899669267661319
Position 9105: 0.0006892885120188512
Position 14102: 0.0006672552552469364
Position 3110: 0.0006583403720562678
Position 9407: 0.0006532581316471055
Position 487: 0.0006436485582380814
Position 629: 0.0006339535042719154
Position 1020: 0.0006313552140774104
Position 1690: 0.0006296480727265515
Position 13100: 0.0005733069749301219
Position 14002: 0.0005721982750097049
Position 14800: 0.00044113939570894023
Position 1366: 0.00043424814745408527
Position 646: 0.0004153207137389763
Position 12411: 0.0004066611698025836
Position 1391: 0.0003931881896912327
Position 14476: 0.00038514583810758527
Position 15210: 0.0003625981145723733
Position 2923: 0.00035727926679430296
Position 2161: 0.00033996163700214467
Position 13539: 0.0003241228131337072
Position 12145: 0.0002886001361842096
Position 1768: 0.0002875954159546559
Position 5722: 0.000274310510735529
Position 9228: 0.0002620652006823774
Position 12553: 0.00025709480392350104
Position 5540: 0.00022448279076446072
Position 1094: 0.00021782044208736755
Position 442: 0.00020013299167550864
Position 14083: 0.00019963766890349237
Position 4856: 0.00019764999176821442
Position 12337: 0.0001847758950166517
Position 10058: 0.00017185039609735568
Position 1259: 0.00016713978055043143
Position 517: 0.00016609723609007282
Position 1308: 0.00016576057565818715
Position 1248: 0.00015399400039475814
Position 13179: 0.00014748031961706861
Position 1295: 0.00014192771019236366
Position 13823: 0.00014055456937105105
Position 13740: 0.00014029249655813362
Position 336: 0.00013511328333075875
Position 492: 0.00013415457589685577
Position 1346: 0.00012653462527467945
Position 2316: 0.00011725148063299088
Position 9690: 0.00011485282876908437
Position 13221: 0.00010466887555123908
Position 2212: 0.00010116498658432779
Position 14380: 0.00010020472261488316
Position 13143: 9.592525294214625e-05
Position 3024: 9.173431605477084e-05
Position 1902: 9.132624108680776e-05
Position 14182: 8.21352818361883e-05
Position 3161: 7.951299599108834e-05
Position 2299: 6.71729787343698e-05
Position 9009: 6.488136974767969e-05
Position 13928: 6.422322856281414e-05
Position 8924: 3.541162146530586e-05
Position 4414: 3.330294031550114e-05
Position 472: 3.231883445059725e-05
Position 4271: 2.8129009530138307e-05
Position 9517: 2.7668682526389373e-05
Position 4256: 2.4435450355325595e-05
Position 3586: 1.8788547948408747e-05
Position 11592: 8.318547519391501e-06
Position 3563: 8.153098813342237e-06
Position 4296: 6.760452802929928e-06
Position 10095: 6.0459350849321706e-06
Position 880: 5.728332419340584e-06
Position 1269: 5.4681107632901244e-06
Position 6273: 5.143696715801455e-06
Position 10630: 3.5827801774945523e-06
Position 3124: 2.4086050368961784e-06
Position 1795: 2.4001326475166876e-06
Position 1934: 2.3361965810366506e-06
Position 9873: 1.967914584950616e-06
Position 2064: 1.673895905080719e-06
Position 1952: 1.6414042958164397e-06
Position 2009: 1.6293261076491e-06
Position 10508: 1.300854881545762e-06
Position 936: 1.2702427983316667e-06
Position 572: 1.128320756823057e-06
Position 946: 1.11037642609925e-06
Position 1028: 1.108537618483788e-06
Position 1782: 1.059674825937718e-06
Position 12862: 8.206894818871058e-07
Position 543: 6.089733595326623e-07
Position 11873: 5.82577567793609e-07
Position 563: 5.254052245707783e-07
Position 1196: 3.061106481269329e-07
Position 1173: 1.9347453256826215e-07
Position 1022: 1.6997979726568871e-07
Position 1218: 1.468178313696863e-07
Position 13339: 1.1093102222288521e-07
Position 13309: 2.9374150669013472e-08
