Gene = Ivl
Position 2453: 0.002285622453358082
Position 1998: 0.0021749894204951175
Position 1773: 0.002063453035923866
Position 902: 0.002057881649179929
Position 1158: 0.0018515287223913718
Position 738: 0.0017499892521059522
Position 517: 0.001617790813264471
Position 1815: 0.0014963787221260445
Position 1572: 0.0011912172885108878
Position 2034: 0.0010936614716612154
Position 899: 0.0010633209245661877
Position 216: 0.0009836022020811392
Position 1470: 0.0009407042269115761
Position 151: 0.0009327840030957843
Position 1545: 0.000864354488005633
Position 1176: 0.000859180241256965
Position 1888: 0.0008118401405105297
Position 122: 0.0007729312347893858
Position 1896: 0.0007534952986399631
Position 1944: 0.000746930486512819
Position 660: 0.0007222529818869094
Position 178: 0.0007045778607262848
Position 2272: 0.0006927995012556657
Position 2277: 0.0006138708450174313
Position 1239: 0.0005093471349413462
Position 1728: 0.0004594744161000293
Position 1527: 0.000458303207724312
Position 970: 0.00044203280371028737
Position 1376: 0.00035292674476337986
Position 1969: 0.00034673839166839664
Position 1350: 0.0003458866571087266
Position 1314: 0.00033456797653805845
Position 1003: 0.0003315909558857871
Position 539: 0.0003056683526303743
Position 1647: 0.00030434035327231576
Position 1656: 0.0003038295428674044
Position 1266: 0.00029972946735268004
Position 444: 0.00029159092471931305
Position 2007: 0.0002757731125574597
Position 1606: 0.0002692705429773679
Position 1509: 0.00024139475756642206
Position 694: 0.0002369195756742487
Position 1368: 0.00021187210190294642
Position 1152: 0.00019930026293093206
Position 2544: 0.0001810886061089138
Position 255: 0.0001743563103146027
Position 1194: 0.00014946741879310742
Position 1068: 0.00014931837620358574
Position 1065: 0.00014611864655487012
Position 2802: 0.00014095814380982882
Position 2155: 0.00013149559228208265
Position 1638: 0.00013126675140094095
Position 1038: 0.000128763626480126
Position 1575: 0.00012805682766924944
Position 2458: 0.00012481662577814415
Position 1860: 0.00011707619009818431
Position 441: 0.00011655453096872839
Position 825: 9.859100783447189e-05
Position 157: 9.000444020307946e-05
Position 1533: 8.633866066823212e-05
Position 415: 8.597637646068227e-05
Position 258: 7.430470976526322e-05
Position 235: 5.715661611211196e-05
Position 283: 5.303305185376708e-05
Position 97: 5.247123147085502e-05
Position 182: 3.4963199383696304e-05
Position 274: 3.012686304335503e-05
Position 185: 2.3023482015008815e-05
Position 1129: 2.047445948669308e-05
Position 2079: 1.8239591852461455e-05
Position 111: 1.7591018230921182e-05
Position 124: 1.668453407323066e-05
Position 571: 1.5078073941116617e-05
Position 218: 1.0199156594581034e-05
Position 356: 8.399991921937266e-06
Position 523: 5.85708353296306e-06
Position 1155: 5.268480308980524e-06
Position 222: 5.0480138203647234e-06
Position 473: 4.419104302419963e-06
Position 359: 3.877573272208038e-06
Position 1134: 1.8669652445950536e-06
Position 1122: 1.5860415590194684e-06
Position 487: 7.687311813407732e-07
Position 267: 6.960216861082868e-07
Position 383: 5.952652514730454e-07
Position 1293: 4.924723108926328e-07
Position 133: 4.906629195111175e-07
Position 563: 4.2492914319824276e-07
Position 243: 2.6585437018358003e-07
Position 463: 2.0931805356816453e-07
Position 238: 2.1843298382427602e-08
Position 189: 2.0200761431355314e-08
Position 361: 1.7314488874043047e-08
Position 369: 9.489174534796885e-09
Position 197: 2.616269552121302e-09
Position 130: 1.1114961552316702e-09
Position 392: 8.158520069114666e-10
Position 376: 7.259338351040092e-10
Position 389: 6.456785337880933e-10
Position 373: 5.061804864953005e-10
Position 366: 4.432450071066837e-10
