Gene = Mnd1
Position 23211: 0.053239084854101795
Position 25670: 0.050456675461517275
Position 23835: 0.047323521584391195
Position 23992: 0.042419155749733116
Position 25803: 0.03442654551718342
Position 1150: 0.030999211693113673
Position 28600: 0.028929665968083367
Position 23460: 0.02826584081903308
Position 5862: 0.026874849229391717
Position 22871: 0.025299087979141714
Position 32031: 0.023716192301180772
Position 452: 0.02332280160772303
Position 25986: 0.023083953742576404
Position 3371: 0.021327115428667043
Position 23082: 0.017051095858763753
Position 10182: 0.016683600712386226
Position 6736: 0.015660126067920093
Position 23132: 0.014948401970106365
Position 18560: 0.014883224716169404
Position 1099: 0.014577064031126317
Position 24044: 0.012955669432632672
Position 22887: 0.012325651579294704
Position 1022: 0.011739688497440863
Position 25950: 0.011635009055637203
Position 23622: 0.009933915588562285
Position 2477: 0.009211842399335887
Position 22765: 0.008531268076398008
Position 23216: 0.008516445882565126
Position 4939: 0.008488145739068928
Position 23318: 0.007799733628810734
Position 26259: 0.006214892874265384
Position 26226: 0.005826837948893671
Position 25222: 0.005469304363461026
Position 22550: 0.005439310135866014
Position 24471: 0.005081133530901834
Position 25923: 0.004711773628240082
Position 5676: 0.0033509961889721155
Position 22389: 0.003239116797299884
Position 4896: 0.0030109719173010735
Position 22795: 0.002909584877389197
Position 26442: 0.0026485188610430813
Position 22279: 0.0023324493703513853
Position 5738: 0.0022368260748570215
Position 27575: 0.0021017947380884607
Position 22655: 0.001730203972086062
Position 25484: 0.001656519380517447
Position 25153: 0.0014336555948644542
Position 925: 0.001398669859054631
Position 23563: 0.001334096004259417
Position 6021: 0.0012839256536484244
Position 5922: 0.001270417290725329
Position 5958: 0.0012567095317507508
Position 5919: 0.0012427780429023845
Position 4823: 0.0010612338146868685
Position 1179: 0.0008848711258401223
Position 4917: 0.0007349446882495366
Position 22799: 0.0006798425530091576
Position 22579: 0.0006032286392713854
Position 23190: 0.0005553013412340705
Position 22071: 0.0005208293412422342
Position 2409: 0.0005131522292503211
Position 22844: 0.0004878981767835255
Position 475: 0.0003839648973992594
Position 24573: 0.0003621590985624639
Position 21836: 0.00035747600416215247
Position 1163: 0.0003500119359700731
Position 22817: 0.000251557924588583
Position 22620: 0.00024176125809431025
Position 2503: 0.0002411275665248681
Position 1104: 0.00022715565033840047
Position 2555: 0.00020043665824893194
Position 24017: 0.0001868190051087232
Position 22923: 0.00016383013259194538
Position 22305: 0.0001035277642169504
Position 513: 0.0001032617028719029
Position 283: 9.968015690741953e-05
Position 406: 6.279735967746086e-05
Position 12053: 7.833144317635695e-06
Position 14507: 3.4222338041365195e-06
Position 4386: 1.0715519532929266e-07
Position 1268: 7.485663152743738e-08
Position 1919: 7.447968733506287e-08
Position 7679: 7.091694269794861e-08
Position 592: 5.3772552375056704e-08
Position 1453: 3.7001108530566115e-08
Position 754: 2.845499929130994e-08
Position 1543: 2.1682507535146682e-08
Position 7608: 1.2581501330679386e-08
Position 5085: 6.283516165118859e-09
Position 5480: 4.378303414735052e-09
Position 5145: 2.1649339884177355e-09
Position 4546: 1.911950441925813e-09
Position 3182: 1.549922828120272e-09
Position 2433: 7.803752971002194e-10
Position 3401: 7.059062541580621e-10
Position 4871: 6.234183351760746e-10
Position 5050: 5.181710955487277e-10
Position 2069: 3.911620559919405e-10
Position 3194: 3.118029784077323e-10
Position 2040: 2.4766639886994604e-10
Position 722: 2.3416153438571315e-10
Position 825: 2.142902919807074e-10
Position 880: 2.070299622634708e-10
Position 3067: 2.0204656558513114e-10
Position 3015: 1.901555104460382e-10
Position 2034: 1.8226890342737985e-10
Position 560: 1.628026364562323e-10
Position 804: 1.4178587545039872e-10
Position 2072: 1.261592588183714e-10
Position 275: 1.1896732899244462e-10
Position 235: 1.111458002232789e-10
Position 1120: 1.0794003877946811e-10
Position 486: 8.97816310604889e-11
Position 3331: 6.083405039232529e-11
Position 983: 4.8918847742877335e-11
Position 195: 4.5491390134860235e-11
Position 295: 3.762088833600199e-11
Position 1051: 2.7480760838435094e-11
Position 343: 2.0041584388799363e-11
Position 565: 1.904561795699926e-11
Position 497: 1.6431528471094166e-11
Position 1030: 1.534965466860626e-11
Position 955: 1.3345962649284287e-11
Position 335: 1.0091812378545709e-11
Position 992: 9.209579155477882e-12
Position 1176: 8.614134187526529e-12
Position 489: 6.3696689487660905e-12
Position 298: 6.25912482132607e-12
Position 1044: 6.072777821196392e-12
Position 1197: 5.789164934891812e-12
Position 969: 5.6883857549482176e-12
Position 756: 5.018467056575879e-12
Position 958: 2.683036403681324e-12
Position 963: 2.672955074175162e-12
Position 374: 2.534747454563655e-12
Position 381: 1.6656914615136624e-12
Position 1186: 1.2732909988463525e-12
Position 1208: 1.189425020403415e-12
Position 307: 4.169311196280183e-13
Position 523: 1.0526285462629713e-13
Position 773: 1.7212654671684212e-14
Position 784: 9.573011511802712e-15
