Gene = Pnkp
Position 1129: 1.0593831250522955e-05
Position 1075: 1.0090684232012818e-05
Position 4944: 1.0089310253700358e-05
Position 459: 9.989792332653796e-06
Position 4062: 9.056600415979641e-06
Position 866: 8.002229335357478e-06
Position 4924: 7.730444272252717e-06
Position 581: 7.336654942000319e-06
Position 4552: 7.300405741083218e-06
Position 167: 6.863344684488454e-06
Position 463: 6.496478883161202e-06
Position 816: 6.495784013459006e-06
Position 1205: 6.222612292369359e-06
Position 487: 4.531292378000464e-06
Position 495: 4.2104136740116685e-06
Position 565: 3.999405136290083e-06
Position 4824: 3.1892019225019148e-06
Position 1237: 3.1139559457491464e-06
Position 592: 2.940017990497287e-06
Position 4904: 2.7362342043097436e-06
Position 3236: 2.7043834294667078e-06
Position 443: 2.4705321623469586e-06
Position 5433: 2.161899697645695e-06
Position 1042: 1.6827920236503906e-06
Position 440: 1.1672514565366567e-06
Position 536: 1.0053503910010815e-06
Position 164: 7.255982513300515e-07
Position 1702: 3.930076822884377e-07
Position 783: 3.592820542666305e-07
Position 833: 3.4141994831811844e-07
Position 3111: 3.271962043544018e-07
Position 639: 2.570325802377467e-07
Position 751: 1.3593945939256354e-07
Position 1673: 6.120427058362581e-08
Position 436: 2.02249468029322e-08
Position 679: 8.747421551927276e-09
Position 627: 2.5573275064299594e-09
Position 129: 3.4942093991999496e-10
Position 202: 1.3714967194762073e-10
Position 97: 5.762736817291956e-11
Position 507: 7.032160744045864e-13
