Gene = Mesd
Position 7278: 0.03425522134666498
Position 1622: 0.032408207921913824
Position 394: 0.03231385596700393
Position 6577: 0.030191283911251518
Position 6591: 0.02961846498547852
Position 2310: 0.02433890047177182
Position 3504: 0.023308809876943663
Position 6114: 0.020843165358959383
Position 7563: 0.020749124584089052
Position 6359: 0.0206396333042601
Position 8629: 0.02040477808348311
Position 1192: 0.01970216489289667
Position 4143: 0.017994371610794594
Position 621: 0.016892444011753757
Position 7962: 0.015094958208559578
Position 2896: 0.013654781016228499
Position 6535: 0.013572930485852883
Position 3057: 0.013148950899424505
Position 418: 0.01116976594276727
Position 4580: 0.010530876041386797
Position 4479: 0.010019367598771148
Position 4621: 0.009552929290568826
Position 421: 0.009216601123733353
Position 3900: 0.008991031718125608
Position 4747: 0.008391253554593615
Position 1649: 0.008312835919225074
Position 3533: 0.008248079289361604
Position 7010: 0.00819106234297585
Position 2485: 0.008005634752908587
Position 7230: 0.0075966015457122026
Position 4794: 0.007492990883551501
Position 1034: 0.007452757870716705
Position 3080: 0.006831316746818062
Position 8663: 0.0067363256642971065
Position 6493: 0.006291182850031292
Position 4742: 0.006150518377686536
Position 5534: 0.005785788790773347
Position 2518: 0.005642972539644237
Position 2634: 0.004989938586567303
Position 7521: 0.00497379056713921
Position 1411: 0.004851422043646443
Position 1120: 0.0047735183471956655
Position 2531: 0.004755817041997801
Position 3601: 0.003430300840158749
Position 267: 0.0033556008746235336
Position 2761: 0.0030352819460016203
Position 5592: 0.0028863748416082307
Position 3468: 0.0028155386103883716
Position 3832: 0.002803019975306521
Position 6451: 0.0026620666934150574
Position 4818: 0.0023336396234085134
Position 6278: 0.002205262033960016
Position 665: 0.002174967873856078
Position 5235: 0.002034247696490277
Position 7283: 0.0019186182238725659
Position 2833: 0.0019083300822253359
Position 280: 0.0018124018984969701
Position 4802: 0.0018051348488712364
Position 4828: 0.0015879526029131846
Position 897: 0.0015438403760972652
Position 8077: 0.0014994538236288537
Position 3431: 0.0014824799077694
Position 2445: 0.001437172660593407
Position 1260: 0.001335488664970979
Position 1669: 0.0012874754319283977
Position 6618: 0.0011769154032066232
Position 4667: 0.001107636967645833
Position 4791: 0.0010590299979830482
Position 2702: 0.0009452647702543731
Position 5477: 0.0008914496268912387
Position 1158: 0.0008094769356971872
Position 2720: 0.0007490450044372757
Position 3700: 0.0007181681463963059
Position 1248: 0.0006487083590420176
Position 4175: 0.0006277424661700285
Position 1236: 0.0005293716222393506
Position 3428: 0.0005116355076024429
Position 4211: 0.000503462606086798
Position 4343: 0.00047807011243715587
Position 157: 0.00047353200466158544
Position 1003: 0.0004687464701006683
Position 6151: 0.00040290820771992714
Position 5589: 0.00035415431110326747
Position 168: 0.0002786556549067863
Position 704: 0.00023357144441667302
Position 206: 0.00022667352015619916
Position 1128: 0.00022403391906164572
Position 147: 0.00018282654396106367
Position 1148: 5.843531759892912e-05
Position 1074: 5.806890966152909e-05
Position 3281: 5.654503028265415e-05
Position 1055: 3.695639313330886e-05
Position 1667: 3.622926808712819e-05
Position 6184: 2.428090675576206e-05
Position 1317: 2.1233212403132963e-05
Position 183: 1.7981630490482214e-05
Position 2000: 1.4291837935805545e-05
Position 2085: 1.4079052878961479e-05
Position 1414: 1.308640901259778e-05
Position 735: 1.2410763358198882e-05
Position 807: 1.0998261502305387e-05
Position 678: 1.0933126359214105e-05
Position 1675: 1.0751604506517683e-05
Position 1250: 7.779982681125579e-06
Position 1376: 7.636261895449271e-06
Position 597: 5.424853109733597e-06
Position 469: 4.986287952165627e-06
Position 1072: 3.6348665765225266e-06
Position 2322: 2.1643273760742517e-06
Position 4164: 1.2421929811428157e-06
Position 515: 8.104458521994493e-07
Position 797: 6.222895642757257e-07
Position 1458: 4.378311878153648e-07
Position 713: 4.094575102865137e-07
Position 740: 2.480925487665877e-07
Position 466: 5.130888741512731e-08
Position 135: 2.957365591268299e-08
Position 95: 3.2033179368643073e-10
Position 110: 1.3864394820318883e-10
Position 475: 1.3788083379691485e-10
Position 118: 6.126625466427321e-16
